date,DISCA,isPartial
2014-03-16,18,False
2014-03-17,5,False
2014-03-18,5,False
2014-03-19,32,False
2014-03-20,16,False
2014-03-21,22,False
2014-03-22,0,False
2014-03-23,12,False
2014-03-24,26,False
2014-03-25,10,False
2014-03-26,5,False
2014-03-27,11,False
2014-03-28,5,False
2014-03-29,6,False
2014-03-30,0,False
2014-03-31,5,False
2014-04-01,21,False
2014-04-02,16,False
2014-04-03,10,False
2014-04-04,0,False
2014-04-05,25,False
2014-04-06,12,False
2014-04-07,16,False
2014-04-08,15,False
2014-04-09,21,False
2014-04-10,11,False
2014-04-11,11,False
2014-04-12,13,False
2014-04-13,6,False
2014-04-14,21,False
2014-04-15,16,False
2014-04-16,27,False
2014-04-17,17,False
2014-04-18,6,False
2014-04-19,7,False
2014-04-20,13,False
2014-04-21,6,False
2014-04-22,21,False
2014-04-23,26,False
2014-04-24,38,False
2014-04-25,0,False
2014-04-26,13,False
2014-04-27,12,False
2014-04-28,16,False
2014-04-29,10,False
2014-04-30,21,False
2014-05-01,17,False
2014-05-02,11,False
2014-05-03,25,False
2014-05-04,25,False
2014-05-05,26,False
2014-05-06,36,False
2014-05-07,21,False
2014-05-08,16,False
2014-05-09,11,False
2014-05-10,13,False
2014-05-11,25,False
2014-05-12,15,False
2014-05-13,26,False
2014-05-14,11,False
2014-05-15,27,False
2014-05-16,16,False
2014-05-17,32,False
2014-05-18,6,False
2014-05-19,26,False
2014-05-20,26,False
2014-05-21,34,False
2014-05-22,6,False
2014-05-23,0,False
2014-05-24,14,False
2014-05-25,21,False
2014-05-26,24,False
2014-05-27,11,False
2014-05-28,23,False
2014-05-29,12,False
2014-05-30,18,False
2014-05-31,14,False
2014-06-01,0,False
2014-06-02,12,False
2014-06-03,6,False
2014-06-04,23,False
2014-06-05,6,False
2014-06-06,6,False
2014-06-07,15,False
2014-06-08,0,False
2014-06-09,12,False
2014-06-10,24,False
2014-06-11,17,False
2014-06-12,18,False
2014-06-13,12,False
2014-06-14,0,False
2014-06-15,14,False
2014-06-16,35,False
2014-06-17,29,False
2014-06-18,12,False
2014-06-19,0,False
2014-06-20,19,False
2014-06-21,7,False
2014-06-22,0,False
2014-06-23,12,False
2014-06-24,12,False
2014-06-25,12,False
2014-06-26,0,False
2014-06-27,6,False
2014-06-28,0,False
2014-06-29,22,False
2014-06-30,18,False
2014-07-01,6,False
2014-07-02,24,False
2014-07-03,18,False
2014-07-04,19,False
2014-07-05,36,False
2014-07-06,0,False
2014-07-07,18,False
2014-07-08,6,False
2014-07-09,18,False
2014-07-10,12,False
2014-07-11,12,False
2014-07-12,14,False
2014-07-13,7,False
2014-07-14,6,False
2014-07-15,12,False
2014-07-16,31,False
2014-07-17,18,False
2014-07-18,0,False
