date,DISCA,isPartial
2012-10-12,54,False
2012-10-13,26,False
2012-10-14,17,False
2012-10-15,50,False
2012-10-16,42,False
2012-10-17,36,False
2012-10-18,65,False
2012-10-19,45,False
2012-10-20,44,False
2012-10-21,17,False
2012-10-22,43,False
2012-10-23,14,False
2012-10-24,100,False
2012-10-25,15,False
2012-10-26,61,False
2012-10-27,53,False
2012-10-28,33,False
2012-10-29,14,False
2012-10-30,56,False
2012-10-31,51,False
2012-11-01,30,False
2012-11-02,15,False
2012-11-03,51,False
2012-11-04,25,False
2012-11-05,21,False
2012-11-06,21,False
2012-11-07,55,False
2012-11-08,36,False
2012-11-09,60,False
2012-11-10,25,False
2012-11-11,25,False
2012-11-12,71,False
2012-11-13,43,False
2012-11-14,57,False
2012-11-15,29,False
2012-11-16,81,False
2012-11-17,34,False
2012-11-18,33,False
2012-11-19,63,False
2012-11-20,42,False
2012-11-21,36,False
2012-11-22,52,False
2012-11-23,37,False
2012-11-24,42,False
2012-11-25,16,False
2012-11-26,27,False
2012-11-27,28,False
2012-11-28,69,False
2012-11-29,56,False
2012-11-30,36,False
2012-12-01,25,False
2012-12-02,16,False
2012-12-03,41,False
2012-12-04,20,False
2012-12-05,69,False
2012-12-06,21,False
2012-12-07,29,False
2012-12-08,34,False
2012-12-09,24,False
2012-12-10,48,False
2012-12-11,21,False
2012-12-12,42,False
2012-12-13,49,False
2012-12-14,15,False
2012-12-15,25,False
2012-12-16,58,False
2012-12-17,14,False
2012-12-18,21,False
2012-12-19,43,False
2012-12-20,50,False
2012-12-21,0,False
2012-12-22,26,False
2012-12-23,53,False
2012-12-24,26,False
2012-12-25,19,False
2012-12-26,47,False
2012-12-27,22,False
2012-12-28,45,False
2012-12-29,42,False
2012-12-30,43,False
2012-12-31,17,False
2013-01-01,45,False
2013-01-02,36,False
2013-01-03,21,False
2013-01-04,29,False
2013-01-05,0,False
2013-01-06,31,False
2013-01-07,20,False
2013-01-08,14,False
2013-01-09,27,False
2013-01-10,40,False
2013-01-11,35,False
2013-01-12,47,False
2013-01-13,31,False
2013-01-14,73,False
2013-01-15,39,False
2013-01-16,26,False
2013-01-17,33,False
2013-01-18,34,False
2013-01-19,31,False
2013-01-20,23,False
2013-01-21,45,False
2013-01-22,52,False
2013-01-23,46,False
2013-01-24,40,False
2013-01-25,34,False
2013-01-26,31,False
2013-01-27,54,False
2013-01-28,32,False
2013-01-29,26,False
2013-01-30,26,False
