date,DISCA,isPartial
2012-06-04,31,False
2012-06-05,38,False
2012-06-06,38,False
2012-06-07,39,False
2012-06-08,27,False
2012-06-09,24,False
2012-06-10,47,False
2012-06-11,25,False
2012-06-12,62,False
2012-06-13,32,False
2012-06-14,57,False
2012-06-15,54,False
2012-06-16,24,False
2012-06-17,0,False
2012-06-18,19,False
2012-06-19,50,False
2012-06-20,45,False
2012-06-21,26,False
2012-06-22,20,False
2012-06-23,32,False
2012-06-24,47,False
2012-06-25,100,False
2012-06-26,31,False
2012-06-27,38,False
2012-06-28,32,False
2012-06-29,27,False
2012-06-30,32,False
2012-07-01,16,False
2012-07-02,0,False
2012-07-03,32,False
2012-07-04,33,False
2012-07-05,33,False
2012-07-06,27,False
2012-07-07,32,False
2012-07-08,64,False
2012-07-09,32,False
2012-07-10,19,False
2012-07-11,26,False
2012-07-12,20,False
2012-07-13,13,False
2012-07-14,48,False
2012-07-15,33,False
2012-07-16,26,False
2012-07-17,13,False
2012-07-18,38,False
2012-07-19,13,False
2012-07-20,27,False
2012-07-21,25,False
2012-07-22,41,False
2012-07-23,13,False
2012-07-24,26,False
2012-07-25,39,False
2012-07-26,33,False
2012-07-27,34,False
2012-07-28,16,False
2012-07-29,32,False
2012-07-30,38,False
2012-07-31,39,False
2012-08-01,39,False
2012-08-02,0,False
2012-08-03,20,False
2012-08-04,32,False
2012-08-05,48,False
2012-08-06,45,False
2012-08-07,26,False
2012-08-08,39,False
2012-08-09,33,False
2012-08-10,68,False
2012-08-11,16,False
2012-08-12,16,False
2012-08-13,39,False
2012-08-14,26,False
2012-08-15,27,False
2012-08-16,33,False
2012-08-17,41,False
2012-08-18,49,False
2012-08-19,25,False
2012-08-20,27,False
2012-08-21,52,False
2012-08-22,52,False
2012-08-23,20,False
2012-08-24,27,False
2012-08-25,62,False
2012-08-26,31,False
2012-08-27,19,False
2012-08-28,31,False
2012-08-29,63,False
2012-08-30,26,False
2012-08-31,33,False
2012-09-01,46,False
2012-09-02,46,False
2012-09-03,0,False
2012-09-04,61,False
2012-09-05,37,False
2012-09-06,44,False
2012-09-07,20,False
2012-09-08,15,False
2012-09-09,30,False
2012-09-10,31,False
2012-09-11,12,False
2012-09-12,61,False
2012-09-13,43,False
2012-09-14,64,False
2012-09-15,30,False
2012-09-16,22,False
2012-09-17,43,False
2012-09-18,18,False
2012-09-19,24,False
2012-09-20,19,False
2012-09-21,45,False
2012-09-22,30,False
2012-09-23,29,False
2012-09-24,24,False
2012-09-25,61,False
2012-09-26,31,False
2012-09-27,37,False
2012-09-28,39,False
2012-09-29,29,False
2012-09-30,44,False
2012-10-01,43,False
2012-10-02,67,False
2012-10-03,18,False
2012-10-04,24,False
2012-10-05,19,False
2012-10-06,36,False
2012-10-07,28,False
2012-10-08,59,False
2012-10-09,18,False
2012-10-10,29,False
2012-10-11,30,False
2012-10-12,50,False
2012-10-13,36,False
2012-10-14,21,False
2012-10-15,35,False
2012-10-16,23,False
2012-10-17,29,False
2012-10-18,53,False
2012-10-19,31,False
2012-10-20,28,False
2012-10-21,14,False
2012-10-22,29,False
2012-10-23,34,False
2012-10-24,29,False
2012-10-25,24,False
2012-10-26,37,False
2012-10-27,58,False
2012-10-28,41,False
2012-10-29,28,False
2012-10-30,45,False
2012-10-31,30,False
2012-11-01,25,False
2012-11-02,19,False
2012-11-03,28,False
2012-11-04,14,False
2012-11-05,34,False
2012-11-06,23,False
2012-11-07,45,False
2012-11-08,29,False
2012-11-09,24,False
2012-11-10,0,False
2012-11-11,34,False
2012-11-12,46,False
2012-11-13,23,False
2012-11-14,23,False
2012-11-15,12,False
2012-11-16,36,False
2012-11-17,20,False
2012-11-18,40,False
2012-11-19,57,False
2012-11-20,28,False
2012-11-21,29,False
2012-11-22,30,False
2012-11-23,55,False
2012-11-24,34,False
2012-11-25,0,False
2012-11-26,33,False
2012-11-27,22,False
2012-11-28,34,False
2012-11-29,28,False
2012-11-30,12,False
2012-12-01,27,False
2012-12-02,34,False
2012-12-03,33,False
2012-12-04,33,False
2012-12-05,51,False
2012-12-06,35,False
2012-12-07,18,False
2012-12-08,14,False
2012-12-09,26,False
2012-12-10,22,False
2012-12-11,28,False
2012-12-12,34,False
2012-12-13,40,False
2012-12-14,18,False
2012-12-15,20,False
2012-12-16,27,False
2012-12-17,22,False
2012-12-18,29,False
2012-12-19,35,False
2012-12-20,24,False
2012-12-21,19,False
2012-12-22,35,False
2012-12-23,29,False
2012-12-24,21,False
2012-12-25,15,False
2012-12-26,39,False
2012-12-27,30,False
2012-12-28,25,False
2012-12-29,41,False
2012-12-30,28,False
2012-12-31,21,False
2013-01-01,29,False
2013-01-02,29,False
2013-01-03,46,False
2013-01-04,17,False
2013-01-05,13,False
2013-01-06,13,False
2013-01-07,33,False
2013-01-08,33,False
2013-01-09,11,False
2013-01-10,27,False
2013-01-11,63,False
2013-01-12,32,False
2013-01-13,44,False
2013-01-14,48,False
2013-01-15,21,False
2013-01-16,32,False
2013-01-17,43,False
2013-01-18,28,False
2013-01-19,19,False
2013-01-20,38,False
2013-01-21,21,False
2013-01-22,42,False
2013-01-23,48,False
2013-01-24,33,False
2013-01-25,17,False
2013-01-26,25,False
2013-01-27,25,False
2013-01-28,32,False
2013-01-29,32,False
2013-01-30,26,False
2013-01-31,21,False
2013-02-01,67,False
2013-02-02,19,False
2013-02-03,19,False
2013-02-04,27,False
2013-02-05,16,False
2013-02-06,21,False
2013-02-07,16,False
2013-02-08,22,False
2013-02-09,19,False
2013-02-10,26,False
2013-02-11,49,False
2013-02-12,27,False
2013-02-13,32,False
2013-02-14,27,False
2013-02-15,11,False
2013-02-16,25,False
2013-02-17,56,False
