date,DISCA,isPartial
2015-08-18,40,False
2015-08-19,20,False
2015-08-20,40,False
2015-08-21,21,False
2015-08-22,24,False
2015-08-23,58,False
2015-08-24,29,False
2015-08-25,39,False
2015-08-26,49,False
2015-08-27,30,False
2015-08-28,42,False
2015-08-29,36,False
2015-08-30,23,False
2015-08-31,29,False
2015-09-01,87,False
2015-09-02,29,False
2015-09-03,40,False
2015-09-04,31,False
2015-09-05,35,False
2015-09-06,69,False
2015-09-07,20,False
2015-09-08,39,False
2015-09-09,29,False
2015-09-10,19,False
2015-09-11,10,False
2015-09-12,23,False
2015-09-13,33,False
2015-09-14,29,False
2015-09-15,38,False
2015-09-16,39,False
2015-09-17,0,False
2015-09-18,20,False
2015-09-19,58,False
2015-09-20,0,False
2015-09-21,28,False
2015-09-22,10,False
2015-09-23,19,False
2015-09-24,29,False
2015-09-25,31,False
2015-09-26,23,False
2015-09-27,34,False
2015-09-28,9,False
2015-09-29,29,False
2015-09-30,57,False
2015-10-01,29,False
2015-10-02,50,False
2015-10-03,34,False
2015-10-04,44,False
2015-10-05,19,False
2015-10-06,47,False
2015-10-07,57,False
2015-10-08,48,False
2015-10-09,30,False
2015-10-10,45,False
2015-10-11,33,False
2015-10-12,39,False
2015-10-13,37,False
2015-10-14,47,False
2015-10-15,56,False
2015-10-16,29,False
2015-10-17,22,False
2015-10-18,11,False
2015-10-19,55,False
2015-10-20,28,False
2015-10-21,19,False
2015-10-22,38,False
2015-10-23,20,False
2015-10-24,44,False
2015-10-25,22,False
2015-10-26,55,False
2015-10-27,28,False
2015-10-28,65,False
2015-10-29,28,False
2015-10-30,10,False
2015-10-31,34,False
2015-11-01,22,False
2015-11-02,38,False
2015-11-03,37,False
2015-11-04,28,False
2015-11-05,56,False
2015-11-06,49,False
2015-11-07,44,False
2015-11-08,32,False
2015-11-09,9,False
2015-11-10,28,False
2015-11-11,19,False
2015-11-12,19,False
2015-11-13,10,False
2015-11-14,33,False
2015-11-15,43,False
2015-11-16,28,False
2015-11-17,55,False
2015-11-18,46,False
2015-11-19,28,False
2015-11-20,29,False
2015-11-21,76,False
2015-11-22,32,False
2015-11-23,37,False
2015-11-24,18,False
2015-11-25,47,False
2015-11-26,68,False
2015-11-27,40,False
2015-11-28,11,False
2015-11-29,11,False
2015-11-30,55,False
2015-12-01,18,False
2015-12-02,47,False
2015-12-03,38,False
2015-12-04,19,False
2015-12-05,33,False
2015-12-06,22,False
2015-12-07,9,False
2015-12-08,38,False
2015-12-09,28,False
2015-12-10,76,False
2015-12-11,29,False
2015-12-12,11,False
2015-12-13,43,False
2015-12-14,18,False
2015-12-15,29,False
2015-12-16,10,False
2015-12-17,40,False
2015-12-18,42,False
2015-12-19,12,False
2015-12-20,0,False
2015-12-21,20,False
2015-12-22,71,False
2015-12-23,42,False
2015-12-24,0,False
2015-12-25,13,False
2015-12-26,59,False
2015-12-27,12,False
2015-12-28,41,False
2015-12-29,10,False
2015-12-30,21,False
2015-12-31,23,False
2016-01-01,26,False
2016-01-02,12,False
2016-01-03,23,False
2016-01-04,30,False
2016-01-05,40,False
2016-01-06,10,False
2016-01-07,72,False
2016-01-08,62,False
2016-01-09,45,False
2016-01-10,33,False
2016-01-11,0,False
2016-01-12,59,False
2016-01-13,40,False
2016-01-14,30,False
2016-01-15,82,False
2016-01-16,34,False
2016-01-17,44,False
2016-01-18,20,False
2016-01-19,49,False
2016-01-20,89,False
2016-01-21,20,False
2016-01-22,41,False
2016-01-23,45,False
2016-01-24,11,False
2016-01-25,20,False
2016-01-26,60,False
2016-01-27,29,False
2016-01-28,60,False
2016-01-29,31,False
2016-01-30,45,False
2016-01-31,11,False
2016-02-01,39,False
2016-02-02,29,False
2016-02-03,39,False
2016-02-04,20,False
2016-02-05,21,False
2016-02-06,46,False
2016-02-07,46,False
2016-02-08,100,False
2016-02-09,20,False
2016-02-10,20,False
2016-02-11,30,False
2016-02-12,21,False
2016-02-13,22,False
2016-02-14,44,False
2016-02-15,39,False
2016-02-16,39,False
2016-02-17,49,False
2016-02-18,59,False
2016-02-19,40,False
2016-02-20,34,False
2016-02-21,66,False
2016-02-22,48,False
2016-02-23,29,False
2016-02-24,10,False
2016-02-25,99,False
2016-02-26,61,False
2016-02-27,67,False
2016-02-28,0,False
2016-02-29,57,False
2016-03-01,47,False
2016-03-02,48,False
2016-03-03,19,False
2016-03-04,10,False
2016-03-05,22,False
2016-03-06,33,False
2016-03-07,29,False
2016-03-08,10,False
2016-03-09,49,False
2016-03-10,39,False
2016-03-11,51,False
2016-03-12,11,False
2016-03-13,44,False
2016-03-14,48,False
2016-03-15,48,False
2016-03-16,48,False
2016-03-17,70,False
2016-03-18,31,False
2016-03-19,56,False
2016-03-20,11,False
2016-03-21,39,False
2016-03-22,98,False
2016-03-23,50,False
2016-03-24,52,False
2016-03-25,0,False
2016-03-26,47,False
2016-03-27,12,False
2016-03-28,30,False
2016-03-29,29,False
2016-03-30,29,False
