date,DISCA,isPartial
2011-05-11,51,False
2011-05-12,13,False
2011-05-13,40,False
2011-05-14,16,False
2011-05-15,0,False
2011-05-16,0,False
2011-05-17,51,False
2011-05-18,51,False
2011-05-19,13,False
2011-05-20,27,False
2011-05-21,16,False
2011-05-22,32,False
2011-05-23,25,False
2011-05-24,50,False
2011-05-25,51,False
2011-05-26,25,False
2011-05-27,68,False
2011-05-28,33,False
2011-05-29,0,False
2011-05-30,27,False
2011-05-31,13,False
2011-06-01,13,False
2011-06-02,40,False
2011-06-03,55,False
2011-06-04,83,False
2011-06-05,48,False
2011-06-06,13,False
2011-06-07,25,False
2011-06-08,25,False
2011-06-09,26,False
2011-06-10,13,False
2011-06-11,0,False
2011-06-12,16,False
2011-06-13,13,False
2011-06-14,62,False
2011-06-15,25,False
2011-06-16,13,False
2011-06-17,27,False
2011-06-18,33,False
2011-06-19,32,False
2011-06-20,12,False
2011-06-21,25,False
2011-06-22,38,False
2011-06-23,27,False
2011-06-24,14,False
2011-06-25,16,False
2011-06-26,33,False
2011-06-27,25,False
2011-06-28,13,False
2011-06-29,26,False
2011-06-30,13,False
2011-07-01,14,False
2011-07-02,50,False
2011-07-03,66,False
2011-07-04,40,False
2011-07-05,26,False
2011-07-06,13,False
2011-07-07,39,False
2011-07-08,14,False
2011-07-09,100,False
2011-07-10,34,False
2011-07-11,51,False
2011-07-12,13,False
2011-07-13,51,False
2011-07-14,26,False
2011-07-15,14,False
2011-07-16,17,False
2011-07-17,16,False
2011-07-18,0,False
2011-07-19,25,False
2011-07-20,13,False
2011-07-21,0,False
2011-07-22,14,False
2011-07-23,16,False
2011-07-24,0,False
2011-07-25,25,False
2011-07-26,51,False
2011-07-27,26,False
2011-07-28,39,False
2011-07-29,14,False
2011-07-30,33,False
2011-07-31,16,False
2011-08-01,38,False
2011-08-02,38,False
2011-08-03,25,False
2011-08-04,38,False
2011-08-05,13,False
2011-08-06,0,False
2011-08-07,16,False
2011-08-08,87,False
2011-08-09,12,False
2011-08-10,13,False
2011-08-11,38,False
2011-08-12,0,False
2011-08-13,49,False
