date,DISCA,isPartial
2017-10-06,55,False
2017-10-07,9,False
2017-10-08,44,False
2017-10-09,45,False
2017-10-10,45,False
2017-10-11,68,False
2017-10-12,62,False
2017-10-13,40,False
2017-10-14,9,False
2017-10-15,35,False
2017-10-16,53,False
2017-10-17,15,False
2017-10-18,38,False
2017-10-19,16,False
2017-10-20,24,False
2017-10-21,35,False
2017-10-22,8,False
2017-10-23,52,False
2017-10-24,60,False
2017-10-25,23,False
2017-10-26,15,False
2017-10-27,16,False
2017-10-28,9,False
2017-10-29,34,False
2017-10-30,30,False
2017-10-31,15,False
2017-11-01,31,False
2017-11-02,31,False
2017-11-03,71,False
2017-11-04,0,False
2017-11-05,34,False
2017-11-06,44,False
2017-11-07,52,False
2017-11-08,38,False
2017-11-09,15,False
2017-11-10,39,False
2017-11-11,17,False
2017-11-12,8,False
2017-11-13,22,False
2017-11-14,22,False
2017-11-15,22,False
2017-11-16,37,False
2017-11-17,61,False
2017-11-18,17,False
2017-11-19,0,False
2017-11-20,22,False
2017-11-21,37,False
2017-11-22,52,False
2017-11-23,54,False
2017-11-24,69,False
2017-11-25,34,False
2017-11-26,8,False
2017-11-27,22,False
2017-11-28,43,False
2017-11-29,74,False
2017-11-30,37,False
2017-12-01,31,False
2017-12-02,9,False
2017-12-03,8,False
2017-12-04,44,False
2017-12-05,37,False
2017-12-06,45,False
2017-12-07,30,False
2017-12-08,23,False
2017-12-09,0,False
2017-12-10,25,False
2017-12-11,22,False
2017-12-12,15,False
2017-12-13,30,False
2017-12-14,23,False
2017-12-15,31,False
2017-12-16,17,False
2017-12-17,69,False
2017-12-18,68,False
2017-12-19,31,False
2017-12-20,31,False
2017-12-21,32,False
2017-12-22,42,False
2017-12-23,36,False
2017-12-24,10,False
2017-12-25,58,False
2017-12-26,25,False
2017-12-27,8,False
2017-12-28,57,False
2017-12-29,33,False
2017-12-30,18,False
2017-12-31,28,False
2018-01-01,18,False
2018-01-02,85,False
2018-01-03,7,False
2018-01-04,75,False
2018-01-05,15,False
2018-01-06,17,False
2018-01-07,8,False
2018-01-08,15,False
2018-01-09,22,False
2018-01-10,81,False
2018-01-11,59,False
2018-01-12,46,False
2018-01-13,34,False
2018-01-14,33,False
2018-01-15,22,False
2018-01-16,22,False
2018-01-17,57,False
2018-01-18,14,False
2018-01-19,45,False
2018-01-20,25,False
2018-01-21,16,False
2018-01-22,14,False
2018-01-23,28,False
2018-01-24,50,False
2018-01-25,80,False
2018-01-26,15,False
2018-01-27,8,False
2018-01-28,16,False
2018-01-29,29,False
2018-01-30,28,False
2018-01-31,14,False
2018-02-01,36,False
2018-02-02,45,False
2018-02-03,17,False
2018-02-04,16,False
2018-02-05,50,False
2018-02-06,7,False
2018-02-07,78,False
2018-02-08,22,False
2018-02-09,38,False
2018-02-10,25,False
2018-02-11,25,False
2018-02-12,22,False
2018-02-13,7,False
2018-02-14,7,False
2018-02-15,15,False
2018-02-16,23,False
2018-02-17,25,False
2018-02-18,24,False
2018-02-19,37,False
2018-02-20,57,False
2018-02-21,42,False
2018-02-22,36,False
2018-02-23,30,False
2018-02-24,8,False
2018-02-25,8,False
2018-02-26,14,False
2018-02-27,100,False
2018-02-28,56,False
2018-03-01,28,False
2018-03-02,37,False
2018-03-03,16,False
2018-03-04,40,False
2018-03-05,28,False
2018-03-06,28,False
2018-03-07,21,False
2018-03-08,29,False
2018-03-09,44,False
2018-03-10,49,False
2018-03-11,24,False
2018-03-12,28,False
2018-03-13,77,False
2018-03-14,50,False
2018-03-15,43,False
2018-03-16,59,False
2018-03-17,16,False
2018-03-18,16,False
2018-03-19,29,False
2018-03-20,71,False
2018-03-21,35,False
2018-03-22,36,False
2018-03-23,22,False
2018-03-24,8,False
2018-03-25,16,False
2018-03-26,50,False
2018-03-27,50,False
2018-03-28,22,False
2018-03-29,45,False
2018-03-30,32,False
2018-03-31,25,False
2018-04-01,17,False
2018-04-02,45,False
2018-04-03,71,False
2018-04-04,28,False
2018-04-05,37,False
2018-04-06,23,False
2018-04-07,17,False
2018-04-08,16,False
2018-04-09,21,False
2018-04-10,21,False
2018-04-11,36,False
2018-04-12,36,False
2018-04-13,38,False
2018-04-14,33,False
2018-04-15,8,False
2018-04-16,28,False
2018-04-17,57,False
2018-04-18,51,False
2018-04-19,22,False
2018-04-20,30,False
2018-04-21,8,False
2018-04-22,25,False
2018-04-23,35,False
2018-04-24,21,False
2018-04-25,43,False
2018-04-26,50,False
2018-04-27,23,False
2018-04-28,0,False
2018-04-29,50,False
2018-04-30,22,False
2018-05-01,38,False
2018-05-02,14,False
2018-05-03,7,False
2018-05-04,37,False
2018-05-05,26,False
2018-05-06,42,False
2018-05-07,36,False
2018-05-08,50,False
2018-05-09,36,False
2018-05-10,52,False
2018-05-11,22,False
2018-05-12,8,False
2018-05-13,17,False
2018-05-14,22,False
2018-05-15,28,False
2018-05-16,43,False
2018-05-17,29,False
2018-05-18,45,False
2018-05-19,17,False
2018-05-20,0,False
2018-05-21,7,False
2018-05-22,21,False
2018-05-23,43,False
2018-05-24,44,False
2018-05-25,15,False
2018-05-26,34,False
2018-05-27,8,False
2018-05-28,37,False
2018-05-29,29,False
2018-05-30,65,False
2018-05-31,52,False
2018-06-01,38,False
