date,DISCA,isPartial
2014-07-24,33,False
2014-07-25,34,False
2014-07-26,34,False
2014-07-27,0,False
2014-07-28,42,False
2014-07-29,19,False
2014-07-30,42,False
2014-07-31,57,False
2014-08-01,39,False
2014-08-02,33,False
2014-08-03,28,False
2014-08-04,23,False
2014-08-05,27,False
2014-08-06,28,False
2014-08-07,100,False
2014-08-08,88,False
2014-08-09,39,False
2014-08-10,22,False
2014-08-11,41,False
2014-08-12,36,False
2014-08-13,32,False
2014-08-14,19,False
2014-08-15,25,False
2014-08-16,28,False
2014-08-17,27,False
2014-08-18,50,False
2014-08-19,32,False
2014-08-20,27,False
2014-08-21,55,False
2014-08-22,9,False
2014-08-23,16,False
2014-08-24,22,False
2014-08-25,49,False
2014-08-26,36,False
2014-08-27,35,False
2014-08-28,32,False
2014-08-29,19,False
2014-08-30,0,False
2014-08-31,32,False
2014-09-01,13,False
2014-09-02,35,False
2014-09-03,35,False
2014-09-04,31,False
2014-09-05,23,False
2014-09-06,10,False
2014-09-07,26,False
2014-09-08,39,False
2014-09-09,17,False
2014-09-10,39,False
2014-09-11,30,False
2014-09-12,23,False
2014-09-13,26,False
2014-09-14,31,False
2014-09-15,26,False
2014-09-16,34,False
2014-09-17,39,False
2014-09-18,39,False
2014-09-19,32,False
2014-09-20,16,False
2014-09-21,25,False
2014-09-22,26,False
2014-09-23,43,False
2014-09-24,26,False
2014-09-25,22,False
2014-09-26,32,False
2014-09-27,32,False
2014-09-28,10,False
2014-09-29,17,False
2014-09-30,30,False
2014-10-01,52,False
2014-10-02,26,False
2014-10-03,32,False
2014-10-04,32,False
2014-10-05,20,False
2014-10-06,26,False
2014-10-07,47,False
2014-10-08,26,False
2014-10-09,13,False
2014-10-10,27,False
2014-10-11,20,False
2014-10-12,20,False
2014-10-13,17,False
2014-10-14,13,False
2014-10-15,30,False
2014-10-16,43,False
2014-10-17,27,False
2014-10-18,51,False
2014-10-19,25,False
2014-10-20,50,False
2014-10-21,21,False
2014-10-22,21,False
2014-10-23,43,False
2014-10-24,18,False
2014-10-25,31,False
2014-10-26,15,False
2014-10-27,21,False
2014-10-28,25,False
2014-10-29,50,False
2014-10-30,39,False
2014-10-31,18,False
2014-11-01,20,False
2014-11-02,20,False
2014-11-03,8,False
2014-11-04,42,False
2014-11-05,33,False
2014-11-06,46,False
2014-11-07,31,False
2014-11-08,20,False
2014-11-09,15,False
2014-11-10,17,False
2014-11-11,29,False
2014-11-12,25,False
2014-11-13,17,False
2014-11-14,34,False
2014-11-15,15,False
2014-11-16,39,False
2014-11-17,41,False
2014-11-18,36,False
2014-11-19,47,False
2014-11-20,25,False
2014-11-21,35,False
2014-11-22,15,False
2014-11-23,24,False
2014-11-24,25,False
2014-11-25,16,False
2014-11-26,12,False
2014-11-27,13,False
2014-11-28,39,False
2014-11-29,29,False
2014-11-30,38,False
2014-12-01,36,False
2014-12-02,48,False
2014-12-03,33,False
2014-12-04,33,False
2014-12-05,22,False
2014-12-06,30,False
2014-12-07,34,False
2014-12-08,33,False
2014-12-09,25,False
2014-12-10,50,False
2014-12-11,42,False
2014-12-12,39,False
2014-12-13,25,False
2014-12-14,29,False
2014-12-15,50,False
2014-12-16,33,False
2014-12-17,30,False
2014-12-18,22,False
2014-12-19,27,False
2014-12-20,36,False
2014-12-21,10,False
2014-12-22,31,False
2014-12-23,27,False
2014-12-24,10,False
2014-12-25,11,False
2014-12-26,25,False
2014-12-27,25,False
2014-12-28,25,False
2014-12-29,36,False
2014-12-30,23,False
2014-12-31,35,False
2015-01-01,32,False
2015-01-02,18,False
2015-01-03,19,False
2015-01-04,24,False
2015-01-05,25,False
2015-01-06,8,False
2015-01-07,49,False
2015-01-08,28,False
2015-01-09,17,False
2015-01-10,37,False
2015-01-11,37,False
2015-01-12,12,False
2015-01-13,35,False
2015-01-14,32,False
2015-01-15,28,False
2015-01-16,37,False
2015-01-17,19,False
2015-01-18,14,False
2015-01-19,32,False
2015-01-20,24,False
2015-01-21,20,False
2015-01-22,16,False
2015-01-23,16,False
2015-01-24,19,False
2015-01-25,23,False
2015-01-26,23,False
2015-01-27,35,False
2015-01-28,27,False
2015-01-29,32,False
2015-01-30,20,False
2015-01-31,18,False
2015-02-01,18,False
2015-02-02,16,False
2015-02-03,35,False
2015-02-04,31,False
2015-02-05,28,False
2015-02-06,37,False
2015-02-07,18,False
2015-02-08,18,False
2015-02-09,31,False
2015-02-10,35,False
2015-02-11,47,False
2015-02-12,40,False
2015-02-13,21,False
2015-02-14,38,False
2015-02-15,24,False
2015-02-16,28,False
2015-02-17,24,False
2015-02-18,20,False
2015-02-19,72,False
2015-02-20,58,False
2015-02-21,27,False
2015-02-22,37,False
2015-02-23,27,False
2015-02-24,54,False
2015-02-25,27,False
2015-02-26,24,False
2015-02-27,36,False
2015-02-28,14,False
2015-03-01,18,False
2015-03-02,35,False
2015-03-03,27,False
2015-03-04,15,False
2015-03-05,32,False
2015-03-06,37,False
2015-03-07,14,False
2015-03-08,37,False
2015-03-09,43,False
2015-03-10,31,False
2015-03-11,39,False
2015-03-12,28,False
2015-03-13,32,False
2015-03-14,14,False
2015-03-15,27,False
2015-03-16,16,False
2015-03-17,43,False
2015-03-18,43,False
2015-03-19,19,False
2015-03-20,16,False
2015-03-21,23,False
2015-03-22,18,False
2015-03-23,34,False
2015-03-24,15,False
2015-03-25,28,False
2015-03-26,27,False
2015-03-27,37,False
2015-03-28,20,False
2015-03-29,24,False
2015-03-30,19,False
2015-03-31,27,False
2015-04-01,16,False
2015-04-02,25,False
2015-04-03,27,False
2015-04-04,38,False
2015-04-05,24,False
2015-04-06,25,False
2015-04-07,35,False
2015-04-08,24,False
2015-04-09,28,False
2015-04-10,25,False
