date,VRSK
2016-09-11,0
2016-09-12,53
2016-09-13,21
2016-09-14,32
2016-09-15,0
2016-09-16,0
2016-09-17,0
2016-09-18,0
2016-09-19,41
2016-09-20,62
2016-09-21,21
2016-09-22,21
2016-09-23,0
2016-09-24,25
2016-09-25,0
2016-09-26,21
2016-09-27,0
2016-09-28,62
2016-09-29,42
2016-09-30,22
2016-10-01,48
2016-10-02,23
2016-10-03,41
2016-10-04,27
2016-10-05,41
2016-10-06,21
2016-10-07,0
2016-10-08,24
2016-10-09,0
2016-10-10,21
2016-10-11,28
2016-10-12,21
2016-10-13,20
2016-10-14,21
2016-10-15,24
2016-10-16,23
2016-10-17,30
2016-10-18,20
2016-10-19,30
2016-10-20,0
2016-10-21,42
2016-10-22,47
2016-10-23,0
2016-10-24,0
2016-10-25,20
2016-10-26,20
2016-10-27,41
2016-10-28,43
2016-10-29,0
2016-10-30,0
2016-10-31,42
2016-11-01,35
2016-11-02,21
2016-11-03,40
2016-11-04,28
2016-11-05,0
2016-11-06,0
2016-11-07,26
2016-11-08,20
2016-11-09,28
2016-11-10,20
2016-11-11,21
2016-11-12,0
2016-11-13,0
2016-11-14,40
2016-11-15,40
2016-11-16,60
2016-11-17,0
2016-11-18,0
2016-11-19,24
2016-11-20,0
2016-11-21,100
2016-11-22,40
2016-11-23,40
2016-11-24,0
2016-11-25,0
2016-11-26,23
2016-11-27,23
2016-11-28,19
2016-11-29,49
2016-11-30,40
2016-12-01,0
2016-12-02,21
2016-12-03,0
2016-12-04,0
2016-12-05,19
2016-12-06,40
2016-12-07,40
2016-12-08,20
2016-12-09,28
2016-12-10,0
2016-12-11,0
2016-12-12,20
2016-12-13,20
2016-12-14,20
2016-12-15,20
2016-12-16,32
2016-12-17,0
2016-12-18,0
2016-12-19,30
2016-12-20,21
2016-12-21,21
2016-12-22,43
2016-12-23,23
2016-12-24,0
2016-12-25,26
2016-12-26,22
2016-12-27,0
2016-12-28,32
2016-12-29,0
2016-12-30,22
2016-12-31,0
2017-01-01,25
2017-01-02,0
2017-01-03,0
2017-01-04,20
2017-01-05,20
2017-01-06,0
2017-01-07,22
2017-01-08,23
2017-01-09,19
2017-01-10,19
2017-01-11,19
2017-01-12,19
2017-01-13,30
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,29
2017-01-18,19
2017-01-19,26
2017-01-20,20
2017-01-21,0
2017-01-22,0
2017-01-23,0
2017-01-24,0
2017-01-25,38
2017-01-26,20
2017-01-27,30
2017-01-28,0
2017-01-29,0
2017-01-30,38
2017-01-31,19
2017-02-01,29
2017-02-02,19
2017-02-03,0
2017-02-04,22
2017-02-05,22
2017-02-06,0
2017-02-07,19
2017-02-08,38
2017-02-09,29
2017-02-10,30
2017-02-11,22
2017-02-12,0
2017-02-13,32
2017-02-14,32
2017-02-15,26
2017-02-16,48
2017-02-17,40
2017-02-18,22
2017-02-19,0
2017-02-20,0
2017-02-21,51
2017-02-22,57
2017-02-23,19
2017-02-24,20
2017-02-25,0
2017-02-26,0
2017-02-27,29
2017-02-28,0
2017-03-01,38
2017-03-02,0
2017-03-03,49
2017-03-04,22
2017-03-05,0
2017-03-06,25
2017-03-07,37
2017-03-08,19
2017-03-09,19
2017-03-10,20
2017-03-11,22
2017-03-12,22
2017-03-13,25
2017-03-14,0
2017-03-15,38
2017-03-16,19
2017-03-17,20
2017-03-18,22
2017-03-19,0
2017-03-20,29
2017-03-21,38
2017-03-22,19
2017-03-23,39
2017-03-24,20
2017-03-25,0
2017-03-26,22
2017-03-27,19
2017-03-28,32
2017-03-29,0
2017-03-30,20
2017-03-31,60
2017-04-01,0
