date,VRSK
2015-12-26,31
2015-12-27,0
2015-12-28,0
2015-12-29,0
2015-12-30,0
2015-12-31,30
2016-01-01,0
2016-01-02,29
2016-01-03,28
2016-01-04,24
2016-01-05,24
2016-01-06,25
2016-01-07,61
2016-01-08,33
2016-01-09,0
2016-01-10,0
2016-01-11,47
2016-01-12,23
2016-01-13,24
2016-01-14,24
2016-01-15,25
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,24
2016-01-20,0
2016-01-21,36
2016-01-22,0
2016-01-23,0
2016-01-24,54
2016-01-25,23
2016-01-26,24
2016-01-27,23
2016-01-28,0
2016-01-29,24
2016-01-30,27
2016-01-31,0
2016-02-01,22
2016-02-02,22
2016-02-03,23
2016-02-04,23
2016-02-05,0
2016-02-06,0
2016-02-07,0
2016-02-08,0
2016-02-09,23
2016-02-10,23
2016-02-11,35
2016-02-12,47
2016-02-13,40
2016-02-14,0
2016-02-15,0
2016-02-16,68
2016-02-17,23
2016-02-18,0
2016-02-19,0
2016-02-20,26
2016-02-21,0
2016-02-22,30
2016-02-23,56
2016-02-24,45
2016-02-25,37
2016-02-26,46
2016-02-27,26
2016-02-28,26
2016-02-29,22
2016-03-01,22
2016-03-02,33
2016-03-03,0
2016-03-04,23
2016-03-05,0
2016-03-06,0
2016-03-07,34
2016-03-08,33
2016-03-09,29
2016-03-10,90
2016-03-11,31
2016-03-12,0
2016-03-13,26
2016-03-14,0
2016-03-15,44
2016-03-16,44
2016-03-17,45
2016-03-18,23
2016-03-19,0
2016-03-20,0
2016-03-21,22
2016-03-22,22
2016-03-23,23
2016-03-24,24
2016-03-25,0
2016-03-26,0
2016-03-27,27
2016-03-28,24
2016-03-29,33
2016-03-30,30
2016-03-31,23
2016-04-01,0
2016-04-02,0
2016-04-03,26
2016-04-04,22
2016-04-05,77
2016-04-06,22
2016-04-07,22
2016-04-08,23
2016-04-09,0
2016-04-10,26
2016-04-11,33
2016-04-12,22
2016-04-13,0
2016-04-14,45
2016-04-15,23
2016-04-16,0
2016-04-17,26
2016-04-18,22
2016-04-19,22
2016-04-20,34
2016-04-21,23
2016-04-22,24
2016-04-23,26
2016-04-24,0
2016-04-25,22
2016-04-26,22
2016-04-27,33
2016-04-28,0
2016-04-29,24
2016-04-30,0
2016-05-01,0
2016-05-02,0
2016-05-03,56
2016-05-04,45
2016-05-05,23
2016-05-06,24
2016-05-07,0
2016-05-08,0
2016-05-09,0
2016-05-10,0
2016-05-11,44
2016-05-12,45
2016-05-13,35
2016-05-14,26
2016-05-15,26
2016-05-16,22
2016-05-17,22
2016-05-18,33
2016-05-19,45
2016-05-20,0
2016-05-21,26
2016-05-22,0
2016-05-23,22
2016-05-24,33
2016-05-25,22
2016-05-26,35
2016-05-27,24
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,22
2016-06-01,22
2016-06-02,23
2016-06-03,0
2016-06-04,0
2016-06-05,0
2016-06-06,33
2016-06-07,22
2016-06-08,23
2016-06-09,45
2016-06-10,40
2016-06-11,26
2016-06-12,27
2016-06-13,22
2016-06-14,33
2016-06-15,45
2016-06-16,45
2016-06-17,0
2016-06-18,27
2016-06-19,27
2016-06-20,0
2016-06-21,30
2016-06-22,23
2016-06-23,0
2016-06-24,47
2016-06-25,40
2016-06-26,27
2016-06-27,44
2016-06-28,38
2016-06-29,46
2016-06-30,46
2016-07-01,36
2016-07-02,0
2016-07-03,0
2016-07-04,24
2016-07-05,23
2016-07-06,24
2016-07-07,24
2016-07-08,57
2016-07-09,0
2016-07-10,54
2016-07-11,23
2016-07-12,38
2016-07-13,23
2016-07-14,39
2016-07-15,32
2016-07-16,27
2016-07-17,55
2016-07-18,23
2016-07-19,35
2016-07-20,23
2016-07-21,63
2016-07-22,48
2016-07-23,27
2016-07-24,0
2016-07-25,46
2016-07-26,69
2016-07-27,46
2016-07-28,23
2016-07-29,24
2016-07-30,27
2016-07-31,0
2016-08-01,46
2016-08-02,30
2016-08-03,100
2016-08-04,58
2016-08-05,48
2016-08-06,0
2016-08-07,0
2016-08-08,23
2016-08-09,30
2016-08-10,0
2016-08-11,23
2016-08-12,24
2016-08-13,27
2016-08-14,27
2016-08-15,40
2016-08-16,23
2016-08-17,23
2016-08-18,23
2016-08-19,48
2016-08-20,26
2016-08-21,26
2016-08-22,23
2016-08-23,57
2016-08-24,38
2016-08-25,58
2016-08-26,71
2016-08-27,0
2016-08-28,0
2016-08-29,44
2016-08-30,89
2016-08-31,45
2016-09-01,22
2016-09-02,47
2016-09-03,0
2016-09-04,0
2016-09-05,23
2016-09-06,29
2016-09-07,34
2016-09-08,45
2016-09-09,46
2016-09-10,52
2016-09-11,26
