date,VRSK
2015-08-18,17
2015-08-19,18
2015-08-20,36
2015-08-21,47
2015-08-22,21
2015-08-23,0
2015-08-24,26
2015-08-25,23
2015-08-26,27
2015-08-27,27
2015-08-28,28
2015-08-29,22
2015-08-30,0
2015-08-31,17
2015-09-01,34
2015-09-02,17
2015-09-03,18
2015-09-04,27
2015-09-05,21
2015-09-06,0
2015-09-07,0
2015-09-08,35
2015-09-09,23
2015-09-10,35
2015-09-11,36
2015-09-12,20
2015-09-13,0
2015-09-14,34
2015-09-15,69
2015-09-16,26
2015-09-17,23
2015-09-18,18
2015-09-19,21
2015-09-20,20
2015-09-21,0
2015-09-22,25
2015-09-23,26
2015-09-24,35
2015-09-25,0
2015-09-26,0
2015-09-27,0
2015-09-28,0
2015-09-29,17
2015-09-30,43
2015-10-01,34
2015-10-02,72
2015-10-03,41
2015-10-04,20
2015-10-05,22
2015-10-06,17
2015-10-07,40
2015-10-08,51
2015-10-09,18
2015-10-10,20
2015-10-11,0
2015-10-12,52
2015-10-13,67
2015-10-14,39
2015-10-15,17
2015-10-16,35
2015-10-17,0
2015-10-18,19
2015-10-19,17
2015-10-20,25
2015-10-21,16
2015-10-22,17
2015-10-23,18
2015-10-24,0
2015-10-25,19
2015-10-26,17
2015-10-27,58
2015-10-28,39
2015-10-29,51
2015-10-30,24
2015-10-31,0
2015-11-01,20
2015-11-02,17
2015-11-03,100
2015-11-04,17
2015-11-05,42
2015-11-06,26
2015-11-07,39
2015-11-08,0
2015-11-09,33
2015-11-10,25
2015-11-11,26
2015-11-12,85
2015-11-13,18
2015-11-14,20
2015-11-15,0
2015-11-16,17
2015-11-17,33
2015-11-18,17
2015-11-19,25
2015-11-20,26
2015-11-21,19
2015-11-22,19
2015-11-23,33
2015-11-24,16
2015-11-25,22
2015-11-26,0
2015-11-27,0
2015-11-28,19
2015-11-29,0
2015-11-30,24
2015-12-01,25
2015-12-02,33
2015-12-03,0
2015-12-04,69
2015-12-05,20
2015-12-06,0
2015-12-07,34
2015-12-08,17
2015-12-09,34
2015-12-10,17
2015-12-11,35
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,51
2015-12-16,23
2015-12-17,44
2015-12-18,0
2015-12-19,42
2015-12-20,0
2015-12-21,18
2015-12-22,30
2015-12-23,58
2015-12-24,21
2015-12-25,23
2015-12-26,0
2015-12-27,0
2015-12-28,18
2015-12-29,0
2015-12-30,0
2015-12-31,20
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,25
2016-01-05,0
2016-01-06,17
2016-01-07,25
2016-01-08,26
2016-01-09,0
2016-01-10,0
2016-01-11,81
2016-01-12,16
2016-01-13,0
2016-01-14,25
2016-01-15,17
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,16
2016-01-20,16
2016-01-21,16
2016-01-22,17
2016-01-23,0
2016-01-24,19
2016-01-25,16
2016-01-26,16
2016-01-27,16
2016-01-28,0
2016-01-29,34
2016-01-30,19
2016-01-31,0
2016-02-01,16
2016-02-02,31
2016-02-03,0
2016-02-04,0
2016-02-05,33
2016-02-06,0
2016-02-07,0
2016-02-08,32
2016-02-09,16
2016-02-10,16
2016-02-11,24
2016-02-12,16
2016-02-13,36
2016-02-14,18
2016-02-15,16
2016-02-16,16
2016-02-17,32
2016-02-18,24
2016-02-19,0
2016-02-20,18
2016-02-21,0
2016-02-22,26
2016-02-23,36
2016-02-24,31
2016-02-25,26
2016-02-26,41
2016-02-27,36
2016-02-28,18
2016-02-29,15
2016-03-01,30
2016-03-02,31
2016-03-03,0
2016-03-04,24
2016-03-05,18
2016-03-06,0
2016-03-07,15
2016-03-08,15
2016-03-09,15
2016-03-10,23
2016-03-11,16
2016-03-12,0
2016-03-13,18
2016-03-14,15
2016-03-15,0
2016-03-16,16
2016-03-17,24
2016-03-18,16
2016-03-19,0
2016-03-20,0
2016-03-21,31
2016-03-22,31
2016-03-23,0
2016-03-24,16
2016-03-25,0
2016-03-26,0
2016-03-27,19
2016-03-28,0
2016-03-29,15
2016-03-30,16
2016-03-31,0
2016-04-01,16
2016-04-02,0
2016-04-03,27
2016-04-04,15
2016-04-05,21
2016-04-06,23
2016-04-07,23
2016-04-08,24
2016-04-09,0
2016-04-10,18
2016-04-11,23
2016-04-12,15
2016-04-13,15
2016-04-14,24
2016-04-15,16
2016-04-16,18
2016-04-17,0
2016-04-18,31
2016-04-19,16
2016-04-20,16
2016-04-21,32
2016-04-22,16
2016-04-23,18
2016-04-24,0
2016-04-25,16
2016-04-26,31
2016-04-27,46
2016-04-28,16
2016-04-29,16
2016-04-30,19
2016-05-01,37
2016-05-02,0
2016-05-03,31
2016-05-04,21
