date,VRSK
2011-09-18,41
2011-09-19,67
2011-09-20,33
2011-09-21,0
2011-09-22,68
2011-09-23,36
2011-09-24,0
2011-09-25,0
2011-09-26,100
2011-09-27,66
2011-09-28,0
2011-09-29,34
2011-09-30,36
2011-10-01,0
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,66
2011-10-06,0
2011-10-07,35
2011-10-08,0
2011-10-09,0
2011-10-10,33
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,35
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,33
2011-10-19,33
2011-10-20,33
2011-10-21,35
2011-10-22,0
2011-10-23,0
2011-10-24,0
2011-10-25,33
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,34
2011-11-01,0
2011-11-02,50
2011-11-03,33
2011-11-04,51
2011-11-05,0
2011-11-06,0
2011-11-07,0
2011-11-08,0
2011-11-09,65
2011-11-10,33
2011-11-11,68
2011-11-12,0
2011-11-13,0
2011-11-14,32
2011-11-15,0
2011-11-16,63
2011-11-17,0
2011-11-18,0
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,62
2011-11-30,65
2011-12-01,64
2011-12-02,34
2011-12-03,39
2011-12-04,0
2011-12-05,31
2011-12-06,0
2011-12-07,32
2011-12-08,33
2011-12-09,34
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,32
2011-12-20,32
2011-12-21,50
2011-12-22,69
2011-12-23,37
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,69
2011-12-28,0
2011-12-29,0
2011-12-30,36
2011-12-31,0
2012-01-01,0
2012-01-02,34
2012-01-03,32
2012-01-04,32
2012-01-05,32
2012-01-06,33
2012-01-07,0
2012-01-08,36
2012-01-09,0
2012-01-10,30
2012-01-11,30
2012-01-12,31
2012-01-13,63
2012-01-14,37
2012-01-15,0
2012-01-16,30
2012-01-17,30
2012-01-18,59
2012-01-19,0
2012-01-20,63
2012-01-21,36
2012-01-22,0
2012-01-23,30
2012-01-24,30
2012-01-25,45
2012-01-26,31
2012-01-27,0
2012-01-28,0
2012-01-29,36
2012-01-30,58
2012-01-31,29
2012-02-01,29
2012-02-02,0
2012-02-03,62
2012-02-04,36
2012-02-05,0
2012-02-06,0
2012-02-07,59
2012-02-08,59
2012-02-09,60
2012-02-10,31
2012-02-11,0
2012-02-12,0
2012-02-13,29
2012-02-14,30
2012-02-15,0
2012-02-16,45
2012-02-17,62
2012-02-18,0
2012-02-19,0
2012-02-20,31
2012-02-21,61
2012-02-22,29
2012-02-23,30
2012-02-24,31
2012-02-25,0
2012-02-26,35
2012-02-27,29
2012-02-28,58
2012-02-29,29
2012-03-01,77
2012-03-02,32
2012-03-03,36
2012-03-04,0
2012-03-05,0
2012-03-06,29
2012-03-07,58
2012-03-08,60
2012-03-09,31
2012-03-10,0
2012-03-11,35
2012-03-12,43
2012-03-13,58
2012-03-14,58
2012-03-15,60
2012-03-16,62
2012-03-17,36
2012-03-18,36
2012-03-19,0
2012-03-20,44
2012-03-21,44
2012-03-22,30
2012-03-23,47
2012-03-24,0
2012-03-25,0
2012-03-26,44
2012-03-27,59
2012-03-28,29
2012-03-29,90
2012-03-30,94
2012-03-31,71
2012-04-01,0
2012-04-02,30
2012-04-03,0
2012-04-04,30
2012-04-05,0
2012-04-06,34
2012-04-07,38
2012-04-08,0
2012-04-09,0
2012-04-10,62
2012-04-11,29
2012-04-12,30
2012-04-13,63
2012-04-14,0
2012-04-15,0
2012-04-16,29
2012-04-17,58
2012-04-18,58
2012-04-19,44
2012-04-20,62
2012-04-21,0
2012-04-22,0
2012-04-23,29
2012-04-24,86
2012-04-25,29
2012-04-26,59
2012-04-27,62
2012-04-28,0
2012-04-29,0
2012-04-30,61
2012-05-01,32
2012-05-02,29
2012-05-03,29
2012-05-04,0
2012-05-05,0
2012-05-06,35
2012-05-07,29
2012-05-08,29
2012-05-09,29
2012-05-10,30
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,29
2012-05-15,57
2012-05-16,58
2012-05-17,30
2012-05-18,0
2012-05-19,37
2012-05-20,0
2012-05-21,29
2012-05-22,58
2012-05-23,29
2012-05-24,29
2012-05-25,93
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,28
2012-05-30,28
2012-05-31,0
2012-06-01,61
2012-06-02,0
2012-06-03,0
2012-06-04,0
