date,VRSK
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,70
2010-08-31,0
2010-09-01,70
2010-09-02,0
2010-09-03,37
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,35
2010-09-08,35
2010-09-09,36
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,34
2010-09-14,34
2010-09-15,0
2010-09-16,35
2010-09-17,37
2010-09-18,0
2010-09-19,0
2010-09-20,69
2010-09-21,0
2010-09-22,68
2010-09-23,0
2010-09-24,72
2010-09-25,0
2010-09-26,42
2010-09-27,100
2010-09-28,66
2010-09-29,0
2010-09-30,34
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,33
2010-10-06,0
2010-10-07,0
2010-10-08,36
2010-10-09,0
2010-10-10,0
2010-10-11,34
2010-10-12,34
2010-10-13,34
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,41
2010-10-18,0
2010-10-19,32
2010-10-20,0
2010-10-21,33
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,33
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,68
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,32
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,33
2010-11-18,33
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,31
2010-11-23,32
2010-11-24,0
2010-11-25,35
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,33
2010-12-04,40
2010-12-05,0
2010-12-06,0
2010-12-07,64
2010-12-08,33
2010-12-09,0
2010-12-10,51
2010-12-11,80
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,32
2010-12-17,0
2010-12-18,0
2010-12-19,82
2010-12-20,33
2010-12-21,34
2010-12-22,34
2010-12-23,0
2010-12-24,43
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,36
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,33
2011-01-07,65
2011-01-08,0
2011-01-09,0
2011-01-10,31
2011-01-11,30
2011-01-12,30
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,32
2011-01-22,0
2011-01-23,0
2011-01-24,30
2011-01-25,29
2011-01-26,0
2011-01-27,0
2011-01-28,63
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,28
2011-02-02,0
2011-02-03,29
2011-02-04,30
2011-02-05,36
2011-02-06,0
2011-02-07,0
2011-02-08,29
2011-02-09,30
2011-02-10,30
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,29
2011-02-15,28
2011-02-16,0
2011-02-17,29
2011-02-18,31
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,0
2011-02-25,0
2011-02-26,0
2011-02-27,0
2011-02-28,29
2011-03-01,29
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,0
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-12,0
2011-03-13,0
2011-03-14,0
2011-03-15,0
2011-03-16,0
2011-03-17,0
2011-03-18,31
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,0
2011-03-23,0
2011-03-24,0
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,0
2011-03-29,86
2011-03-30,0
2011-03-31,0
2011-04-01,0
2011-04-02,0
2011-04-03,0
2011-04-04,0
2011-04-05,0
2011-04-06,0
2011-04-07,29
2011-04-08,0
2011-04-09,0
2011-04-10,0
2011-04-11,29
2011-04-12,0
2011-04-13,29
2011-04-14,59
2011-04-15,0
2011-04-16,0
2011-04-17,0
2011-04-18,0
2011-04-19,0
2011-04-20,30
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,0
2011-04-26,0
2011-04-27,29
2011-04-28,0
2011-04-29,31
2011-04-30,0
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
