date,VRSK
2016-07-30,0
2016-07-31,0
2016-08-01,33
2016-08-02,44
2016-08-03,37
2016-08-04,22
2016-08-05,35
2016-08-06,27
2016-08-07,0
2016-08-08,22
2016-08-09,30
2016-08-10,22
2016-08-11,23
2016-08-12,35
2016-08-13,26
2016-08-14,0
2016-08-15,23
2016-08-16,22
2016-08-17,0
2016-08-18,23
2016-08-19,23
2016-08-20,52
2016-08-21,26
2016-08-22,33
2016-08-23,59
2016-08-24,33
2016-08-25,56
2016-08-26,69
2016-08-27,0
2016-08-28,0
2016-08-29,50
2016-08-30,65
2016-08-31,33
2016-09-01,33
2016-09-02,57
2016-09-03,0
2016-09-04,0
2016-09-05,22
2016-09-06,21
2016-09-07,32
2016-09-08,29
2016-09-09,44
2016-09-10,25
2016-09-11,25
2016-09-12,22
2016-09-13,21
2016-09-14,22
2016-09-15,22
2016-09-16,0
2016-09-17,25
2016-09-18,24
2016-09-19,0
2016-09-20,63
2016-09-21,0
2016-09-22,21
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,64
2016-09-29,42
2016-09-30,22
2016-10-01,24
2016-10-02,0
2016-10-03,28
2016-10-04,48
2016-10-05,28
2016-10-06,32
2016-10-07,43
2016-10-08,25
2016-10-09,0
2016-10-10,21
2016-10-11,35
2016-10-12,42
2016-10-13,31
2016-10-14,0
2016-10-15,0
2016-10-16,24
2016-10-17,20
2016-10-18,31
2016-10-19,31
2016-10-20,0
2016-10-21,43
2016-10-22,48
2016-10-23,0
2016-10-24,21
2016-10-25,21
2016-10-26,31
2016-10-27,28
2016-10-28,43
2016-10-29,0
2016-10-30,0
2016-10-31,21
2016-11-01,53
2016-11-02,42
2016-11-03,21
2016-11-04,42
2016-11-05,0
2016-11-06,23
2016-11-07,50
2016-11-08,100
2016-11-09,19
2016-11-10,21
2016-11-11,22
2016-11-12,48
2016-11-13,0
2016-11-14,0
2016-11-15,20
2016-11-16,20
2016-11-17,0
2016-11-18,0
2016-11-19,24
2016-11-20,23
2016-11-21,0
2016-11-22,20
2016-11-23,21
2016-11-24,0
2016-11-25,21
2016-11-26,0
2016-11-27,23
2016-11-28,40
2016-11-29,20
2016-11-30,0
2016-12-01,0
2016-12-02,42
2016-12-03,23
2016-12-04,0
2016-12-05,20
2016-12-06,0
2016-12-07,41
2016-12-08,21
2016-12-09,22
2016-12-10,0
2016-12-11,0
2016-12-12,20
2016-12-13,30
2016-12-14,30
2016-12-15,21
2016-12-16,36
2016-12-17,0
2016-12-18,0
2016-12-19,21
2016-12-20,35
2016-12-21,21
2016-12-22,22
2016-12-23,46
2016-12-24,26
2016-12-25,27
2016-12-26,23
2016-12-27,0
2016-12-28,29
2016-12-29,22
2016-12-30,34
2016-12-31,0
2017-01-01,26
2017-01-02,22
2017-01-03,41
2017-01-04,30
2017-01-05,41
2017-01-06,0
2017-01-07,0
2017-01-08,23
2017-01-09,30
2017-01-10,30
2017-01-11,39
2017-01-12,20
2017-01-13,41
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,39
2017-01-18,20
2017-01-19,26
2017-01-20,30
2017-01-21,0
2017-01-22,23
2017-01-23,39
2017-01-24,0
2017-01-25,26
2017-01-26,20
2017-01-27,20
2017-01-28,0
2017-01-29,23
2017-01-30,0
2017-01-31,29
2017-02-01,39
2017-02-02,40
2017-02-03,20
2017-02-04,0
2017-02-05,33
2017-02-06,19
2017-02-07,19
2017-02-08,39
2017-02-09,29
2017-02-10,20
2017-02-11,0
2017-02-12,0
2017-02-13,32
2017-02-14,20
2017-02-15,46
2017-02-16,39
2017-02-17,31
2017-02-18,0
2017-02-19,0
2017-02-20,20
2017-02-21,58
2017-02-22,87
2017-02-23,20
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,39
2017-02-28,20
2017-03-01,39
2017-03-02,19
2017-03-03,70
2017-03-04,22
2017-03-05,0
2017-03-06,38
2017-03-07,38
2017-03-08,0
2017-03-09,29
2017-03-10,20
2017-03-11,22
2017-03-12,0
2017-03-13,39
2017-03-14,19
2017-03-15,19
2017-03-16,0
2017-03-17,30
2017-03-18,0
2017-03-19,0
2017-03-20,19
2017-03-21,29
2017-03-22,19
2017-03-23,59
2017-03-24,31
2017-03-25,23
2017-03-26,23
2017-03-27,19
2017-03-28,0
2017-03-29,20
2017-03-30,27
2017-03-31,21
2017-04-01,0
2017-04-02,0
2017-04-03,20
2017-04-04,39
2017-04-05,39
2017-04-06,33
2017-04-07,21
2017-04-08,23
2017-04-09,0
2017-04-10,40
2017-04-11,0
2017-04-12,20
2017-04-13,21
2017-04-14,23
