date,VRSK
2017-01-19,0
2017-01-20,34
2017-01-21,0
2017-01-22,76
2017-01-23,65
2017-01-24,0
2017-01-25,33
2017-01-26,33
2017-01-27,0
2017-01-28,0
2017-01-29,0
2017-01-30,33
2017-01-31,33
2017-02-01,33
2017-02-02,33
2017-02-03,34
2017-02-04,0
2017-02-05,37
2017-02-06,32
2017-02-07,97
2017-02-08,32
2017-02-09,32
2017-02-10,34
2017-02-11,0
2017-02-12,0
2017-02-13,32
2017-02-14,97
2017-02-15,66
2017-02-16,33
2017-02-17,34
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,54
2017-02-22,97
2017-02-23,44
2017-02-24,68
2017-02-25,0
2017-02-26,0
2017-02-27,99
2017-02-28,33
2017-03-01,80
2017-03-02,0
2017-03-03,100
2017-03-04,37
2017-03-05,0
2017-03-06,64
2017-03-07,64
2017-03-08,0
2017-03-09,0
2017-03-10,67
2017-03-11,37
2017-03-12,37
2017-03-13,96
2017-03-14,64
2017-03-15,64
2017-03-16,0
2017-03-17,34
2017-03-18,0
2017-03-19,37
2017-03-20,65
2017-03-21,96
2017-03-22,32
2017-03-23,32
2017-03-24,34
2017-03-25,0
2017-03-26,0
2017-03-27,32
2017-03-28,43
2017-03-29,49
2017-03-30,44
2017-03-31,51
2017-04-01,0
