date,symbol
2012-06-04,82
2012-06-05,85
2012-06-06,85
2012-06-07,87
2012-06-08,78
2012-06-09,68
2012-06-10,72
2012-06-11,80
2012-06-12,84
2012-06-13,84
2012-06-14,85
2012-06-15,78
2012-06-16,68
2012-06-17,74
2012-06-18,81
2012-06-19,82
2012-06-20,82
2012-06-21,84
2012-06-22,78
2012-06-23,70
2012-06-24,73
2012-06-25,79
2012-06-26,81
2012-06-27,81
2012-06-28,80
2012-06-29,77
2012-06-30,67
2012-07-01,69
2012-07-02,76
2012-07-03,76
2012-07-04,73
2012-07-05,75
2012-07-06,76
2012-07-07,68
2012-07-08,72
2012-07-09,77
2012-07-10,81
2012-07-11,82
2012-07-12,83
2012-07-13,79
2012-07-14,69
2012-07-15,72
2012-07-16,78
2012-07-17,80
2012-07-18,84
2012-07-19,83
2012-07-20,79
2012-07-21,71
2012-07-22,70
2012-07-23,81
2012-07-24,83
2012-07-25,81
2012-07-26,83
2012-07-27,85
2012-07-28,78
2012-07-29,76
2012-07-30,80
2012-07-31,85
2012-08-01,83
2012-08-02,84
2012-08-03,78
2012-08-04,71
2012-08-05,75
2012-08-06,80
2012-08-07,80
2012-08-08,83
2012-08-09,83
2012-08-10,78
2012-08-11,71
2012-08-12,74
2012-08-13,78
2012-08-14,81
2012-08-15,82
2012-08-16,84
2012-08-17,80
2012-08-18,67
2012-08-19,72
2012-08-20,80
2012-08-21,83
2012-08-22,84
2012-08-23,85
2012-08-24,79
2012-08-25,69
2012-08-26,74
2012-08-27,81
2012-08-28,87
2012-08-29,90
2012-08-30,90
2012-08-31,81
2012-09-01,68
2012-09-02,73
2012-09-03,79
2012-09-04,88
2012-09-05,92
2012-09-06,96
2012-09-07,90
2012-09-08,73
2012-09-09,85
2012-09-10,95
2012-09-11,98
2012-09-12,96
2012-09-13,98
2012-09-14,88
2012-09-15,74
2012-09-16,85
2012-09-17,93
2012-09-18,98
2012-09-19,98
2012-09-20,97
2012-09-21,89
2012-09-22,74
2012-09-23,81
2012-09-24,93
2012-09-25,97
2012-09-26,99
2012-09-27,99
2012-09-28,89
2012-09-29,71
2012-09-30,82
2012-10-01,94
2012-10-02,96
2012-10-03,99
2012-10-04,95
2012-10-05,87
2012-10-06,70
2012-10-07,78
2012-10-08,88
2012-10-09,91
2012-10-10,94
2012-10-11,94
2012-10-12,88
2012-10-13,77
2012-10-14,79
2012-10-15,89
2012-10-16,95
2012-10-17,93
2012-10-18,95
2012-10-19,88
2012-10-20,70
2012-10-21,79
2012-10-22,92
2012-10-23,92
2012-10-24,95
2012-10-25,92
2012-10-26,87
2012-10-27,74
2012-10-28,77
2012-10-29,86
2012-10-30,87
2012-10-31,95
2012-11-01,87
2012-11-02,86
2012-11-03,71
2012-11-04,78
2012-11-05,88
2012-11-06,93
2012-11-07,89
2012-11-08,90
2012-11-09,85
2012-11-10,67
2012-11-11,76
2012-11-12,87
2012-11-13,90
2012-11-14,92
2012-11-15,92
2012-11-16,84
2012-11-17,66
2012-11-18,76
2012-11-19,88
2012-11-20,90
2012-11-21,82
2012-11-22,73
2012-11-23,69
2012-11-24,69
2012-11-25,78
2012-11-26,88
2012-11-27,93
2012-11-28,94
2012-11-29,91
2012-11-30,86
2012-12-01,72
2012-12-02,79
2012-12-03,89
2012-12-04,90
2012-12-05,93
2012-12-06,94
2012-12-07,82
2012-12-08,68
2012-12-09,77
2012-12-10,89
2012-12-11,90
2012-12-12,90
2012-12-13,88
2012-12-14,79
2012-12-15,65
2012-12-16,72
2012-12-17,82
2012-12-18,87
2012-12-19,84
2012-12-20,79
2012-12-21,71
2012-12-22,62
2012-12-23,64
2012-12-24,69
2012-12-25,63
2012-12-26,64
2012-12-27,68
2012-12-28,69
2012-12-29,67
2012-12-30,67
2012-12-31,73
2013-01-01,68
2013-01-02,74
2013-01-03,76
2013-01-04,78
2013-01-05,71
2013-01-06,74
2013-01-07,82
2013-01-08,85
2013-01-09,88
2013-01-10,88
2013-01-11,82
2013-01-12,69
2013-01-13,77
2013-01-14,86
2013-01-15,87
2013-01-16,89
2013-01-17,90
2013-01-18,84
2013-01-19,69
2013-01-20,75
2013-01-21,81
2013-01-22,89
2013-01-23,90
2013-01-24,91
2013-01-25,84
2013-01-26,72
2013-01-27,77
2013-01-28,86
2013-01-29,92
2013-01-30,91
2013-01-31,91
2013-02-01,87
2013-02-02,70
2013-02-03,76
2013-02-04,93
2013-02-05,96
2013-02-06,95
2013-02-07,96
2013-02-08,88
2013-02-09,72
2013-02-10,81
2013-02-11,93
2013-02-12,96
2013-02-13,96
2013-02-14,100
2013-02-15,84
2013-02-16,72
2013-02-17,75
2013-02-18,84
2013-02-19,89
