date,symbol
2015-08-18,65
2015-08-19,68
2015-08-20,68
2015-08-21,66
2015-08-22,54
2015-08-23,57
2015-08-24,67
2015-08-25,70
2015-08-26,73
2015-08-27,71
2015-08-28,68
2015-08-29,55
2015-08-30,59
2015-08-31,67
2015-09-01,73
2015-09-02,75
2015-09-03,76
2015-09-04,69
2015-09-05,56
2015-09-06,59
2015-09-07,66
2015-09-08,75
2015-09-09,82
2015-09-10,81
2015-09-11,74
2015-09-12,57
2015-09-13,63
2015-09-14,78
2015-09-15,79
2015-09-16,82
2015-09-17,81
2015-09-18,74
2015-09-19,59
2015-09-20,63
2015-09-21,78
2015-09-22,81
2015-09-23,80
2015-09-24,81
2015-09-25,74
2015-09-26,59
2015-09-27,63
2015-09-28,77
2015-09-29,79
2015-09-30,79
2015-10-01,80
2015-10-02,74
2015-10-03,59
2015-10-04,64
2015-10-05,78
2015-10-06,81
2015-10-07,81
2015-10-08,80
2015-10-09,73
2015-10-10,58
2015-10-11,63
2015-10-12,77
2015-10-13,79
2015-10-14,78
2015-10-15,81
2015-10-16,74
2015-10-17,58
2015-10-18,62
2015-10-19,77
2015-10-20,80
2015-10-21,80
2015-10-22,79
2015-10-23,75
2015-10-24,57
2015-10-25,64
2015-10-26,77
2015-10-27,82
2015-10-28,80
2015-10-29,83
2015-10-30,76
2015-10-31,63
2015-11-01,61
2015-11-02,79
2015-11-03,82
2015-11-04,80
2015-11-05,82
2015-11-06,73
2015-11-07,57
2015-11-08,63
2015-11-09,77
2015-11-10,80
2015-11-11,74
2015-11-12,80
2015-11-13,74
2015-11-14,66
2015-11-15,69
2015-11-16,80
2015-11-17,82
2015-11-18,83
2015-11-19,81
2015-11-20,76
2015-11-21,56
2015-11-22,61
2015-11-23,75
2015-11-24,73
2015-11-25,68
2015-11-26,59
2015-11-27,56
2015-11-28,55
2015-11-29,60
2015-11-30,73
2015-12-01,78
2015-12-02,80
2015-12-03,79
2015-12-04,74
2015-12-05,56
2015-12-06,61
2015-12-07,79
2015-12-08,80
2015-12-09,79
2015-12-10,79
2015-12-11,74
2015-12-12,57
2015-12-13,62
2015-12-14,74
2015-12-15,77
2015-12-16,76
2015-12-17,74
2015-12-18,66
2015-12-19,55
2015-12-20,54
2015-12-21,61
2015-12-22,62
2015-12-23,60
2015-12-24,56
2015-12-25,53
2015-12-26,51
2015-12-27,51
2015-12-28,55
2015-12-29,56
2015-12-30,57
2015-12-31,57
2016-01-01,54
2016-01-02,55
2016-01-03,56
2016-01-04,65
2016-01-05,72
2016-01-06,74
2016-01-07,77
2016-01-08,75
2016-01-09,58
2016-01-10,61
2016-01-11,73
2016-01-12,76
2016-01-13,77
2016-01-14,76
2016-01-15,73
2016-01-16,56
2016-01-17,59
2016-01-18,67
2016-01-19,77
2016-01-20,80
2016-01-21,79
2016-01-22,73
2016-01-23,60
2016-01-24,68
2016-01-25,76
2016-01-26,79
2016-01-27,83
2016-01-28,80
2016-01-29,76
2016-01-30,59
2016-01-31,63
2016-02-01,77
2016-02-02,82
2016-02-03,82
2016-02-04,80
2016-02-05,74
2016-02-06,60
2016-02-07,65
2016-02-08,80
2016-02-09,84
2016-02-10,82
2016-02-11,85
2016-02-12,73
2016-02-13,58
2016-02-14,62
2016-02-15,68
2016-02-16,78
2016-02-17,80
2016-02-18,80
2016-02-19,73
2016-02-20,59
2016-02-21,63
2016-02-22,80
2016-02-23,82
2016-02-24,80
2016-02-25,82
2016-02-26,75
2016-02-27,58
2016-02-28,63
2016-02-29,76
2016-03-01,79
2016-03-02,83
2016-03-03,81
2016-03-04,74
2016-03-05,58
2016-03-06,64
2016-03-07,78
2016-03-08,81
2016-03-09,80
2016-03-10,82
2016-03-11,74
2016-03-12,58
2016-03-13,63
2016-03-14,83
2016-03-15,81
2016-03-16,78
2016-03-17,79
2016-03-18,71
2016-03-19,58
2016-03-20,62
2016-03-21,76
2016-03-22,79
2016-03-23,79
2016-03-24,71
2016-03-25,62
2016-03-26,59
2016-03-27,61
2016-03-28,71
2016-03-29,77
2016-03-30,77
2016-03-31,77
2016-04-01,71
2016-04-02,58
2016-04-03,62
2016-04-04,75
2016-04-05,78
2016-04-06,79
2016-04-07,80
2016-04-08,74
2016-04-09,58
2016-04-10,62
2016-04-11,77
2016-04-12,81
2016-04-13,82
2016-04-14,81
2016-04-15,75
2016-04-16,57
2016-04-17,62
2016-04-18,79
2016-04-19,81
2016-04-20,85
2016-04-21,100
2016-04-22,98
2016-04-23,71
2016-04-24,72
2016-04-25,83
2016-04-26,85
2016-04-27,85
2016-04-28,81
2016-04-29,77
2016-04-30,59
2016-05-01,64
2016-05-02,77
2016-05-03,81
2016-05-04,82
