date,symbol
2016-09-11,68
2016-09-12,87
2016-09-13,89
2016-09-14,93
2016-09-15,91
2016-09-16,83
2016-09-17,64
2016-09-18,70
2016-09-19,86
2016-09-20,92
2016-09-21,91
2016-09-22,89
2016-09-23,84
2016-09-24,63
2016-09-25,70
2016-09-26,85
2016-09-27,88
2016-09-28,90
2016-09-29,93
2016-09-30,84
2016-10-01,64
2016-10-02,68
2016-10-03,85
2016-10-04,89
2016-10-05,90
2016-10-06,87
2016-10-07,78
2016-10-08,61
2016-10-09,66
2016-10-10,81
2016-10-11,88
2016-10-12,90
2016-10-13,90
2016-10-14,80
2016-10-15,64
2016-10-16,70
2016-10-17,85
2016-10-18,89
2016-10-19,88
2016-10-20,87
2016-10-21,80
2016-10-22,65
2016-10-23,69
2016-10-24,87
2016-10-25,91
2016-10-26,89
2016-10-27,88
2016-10-28,83
2016-10-29,64
2016-10-30,73
2016-10-31,86
2016-11-01,87
2016-11-02,92
2016-11-03,89
2016-11-04,81
2016-11-05,62
2016-11-06,69
2016-11-07,86
2016-11-08,89
2016-11-09,85
2016-11-10,90
2016-11-11,81
2016-11-12,64
2016-11-13,71
2016-11-14,88
2016-11-15,93
2016-11-16,92
2016-11-17,92
2016-11-18,82
2016-11-19,61
2016-11-20,65
2016-11-21,82
2016-11-22,83
2016-11-23,77
2016-11-24,68
2016-11-25,63
2016-11-26,60
2016-11-27,65
2016-11-28,81
2016-11-29,88
2016-11-30,91
2016-12-01,90
2016-12-02,83
2016-12-03,61
2016-12-04,69
2016-12-05,85
2016-12-06,89
2016-12-07,90
2016-12-08,89
2016-12-09,77
2016-12-10,59
2016-12-11,65
2016-12-12,81
2016-12-13,85
2016-12-14,84
2016-12-15,82
2016-12-16,75
2016-12-17,61
2016-12-18,62
2016-12-19,74
2016-12-20,76
2016-12-21,74
2016-12-22,68
2016-12-23,61
2016-12-24,58
2016-12-25,56
2016-12-26,56
2016-12-27,60
2016-12-28,64
2016-12-29,63
2016-12-30,63
2016-12-31,58
2017-01-01,56
2017-01-02,63
2017-01-03,73
2017-01-04,79
2017-01-05,85
2017-01-06,80
2017-01-07,62
2017-01-08,67
2017-01-09,81
2017-01-10,85
2017-01-11,87
2017-01-12,87
2017-01-13,86
2017-01-14,72
2017-01-15,68
2017-01-16,82
2017-01-17,92
2017-01-18,90
2017-01-19,87
2017-01-20,84
2017-01-21,72
2017-01-22,72
2017-01-23,87
2017-01-24,90
2017-01-25,91
2017-01-26,88
2017-01-27,84
2017-01-28,68
2017-01-29,74
2017-01-30,90
2017-01-31,94
2017-02-01,90
2017-02-02,89
2017-02-03,85
2017-02-04,66
2017-02-05,70
2017-02-06,87
2017-02-07,91
2017-02-08,91
2017-02-09,89
2017-02-10,86
2017-02-11,65
2017-02-12,70
2017-02-13,89
2017-02-14,91
2017-02-15,91
2017-02-16,90
2017-02-17,83
2017-02-18,65
2017-02-19,69
2017-02-20,79
2017-02-21,89
2017-02-22,90
2017-02-23,90
2017-02-24,84
2017-02-25,66
2017-02-26,72
2017-02-27,92
2017-02-28,93
2017-03-01,93
2017-03-02,96
2017-03-03,90
2017-03-04,65
2017-03-05,73
2017-03-06,88
2017-03-07,91
2017-03-08,92
2017-03-09,90
2017-03-10,82
2017-03-11,66
2017-03-12,68
2017-03-13,86
2017-03-14,92
2017-03-15,89
2017-03-16,87
2017-03-17,82
2017-03-18,65
2017-03-19,70
2017-03-20,86
2017-03-21,89
2017-03-22,93
2017-03-23,100
2017-03-24,84
2017-03-25,64
2017-03-26,70
2017-03-27,87
2017-03-28,88
2017-03-29,88
2017-03-30,88
2017-03-31,80
2017-04-01,62
