date,symbol
2016-07-30,59
2016-07-31,60
2016-08-01,68
2016-08-02,71
2016-08-03,73
2016-08-04,70
2016-08-05,66
2016-08-06,59
2016-08-07,59
2016-08-08,68
2016-08-09,70
2016-08-10,71
2016-08-11,74
2016-08-12,67
2016-08-13,59
2016-08-14,61
2016-08-15,69
2016-08-16,73
2016-08-17,75
2016-08-18,73
2016-08-19,70
2016-08-20,59
2016-08-21,62
2016-08-22,77
2016-08-23,77
2016-08-24,77
2016-08-25,79
2016-08-26,74
2016-08-27,60
2016-08-28,63
2016-08-29,79
2016-08-30,79
2016-08-31,80
2016-09-01,81
2016-09-02,76
2016-09-03,60
2016-09-04,64
2016-09-05,70
2016-09-06,82
2016-09-07,87
2016-09-08,90
2016-09-09,81
2016-09-10,61
2016-09-11,69
2016-09-12,87
2016-09-13,87
2016-09-14,93
2016-09-15,92
2016-09-16,81
2016-09-17,65
2016-09-18,69
2016-09-19,87
2016-09-20,90
2016-09-21,92
2016-09-22,89
2016-09-23,84
2016-09-24,64
2016-09-25,70
2016-09-26,85
2016-09-27,87
2016-09-28,91
2016-09-29,93
2016-09-30,86
2016-10-01,64
2016-10-02,67
2016-10-03,85
2016-10-04,87
2016-10-05,89
2016-10-06,87
2016-10-07,78
2016-10-08,60
2016-10-09,68
2016-10-10,80
2016-10-11,89
2016-10-12,90
2016-10-13,89
2016-10-14,80
2016-10-15,65
2016-10-16,71
2016-10-17,86
2016-10-18,91
2016-10-19,88
2016-10-20,86
2016-10-21,79
2016-10-22,62
2016-10-23,69
2016-10-24,87
2016-10-25,89
2016-10-26,89
2016-10-27,89
2016-10-28,83
2016-10-29,66
2016-10-30,72
2016-10-31,85
2016-11-01,88
2016-11-02,90
2016-11-03,90
2016-11-04,81
2016-11-05,61
2016-11-06,69
2016-11-07,86
2016-11-08,86
2016-11-09,85
2016-11-10,89
2016-11-11,80
2016-11-12,64
2016-11-13,71
2016-11-14,88
2016-11-15,93
2016-11-16,92
2016-11-17,90
2016-11-18,83
2016-11-19,61
2016-11-20,67
2016-11-21,83
2016-11-22,83
2016-11-23,76
2016-11-24,67
2016-11-25,64
2016-11-26,59
2016-11-27,66
2016-11-28,82
2016-11-29,88
2016-11-30,89
2016-12-01,89
2016-12-02,83
2016-12-03,62
2016-12-04,71
2016-12-05,86
2016-12-06,88
2016-12-07,89
2016-12-08,87
2016-12-09,80
2016-12-10,59
2016-12-11,66
2016-12-12,83
2016-12-13,86
2016-12-14,83
2016-12-15,83
2016-12-16,75
2016-12-17,61
2016-12-18,60
2016-12-19,73
2016-12-20,75
2016-12-21,71
2016-12-22,69
2016-12-23,62
2016-12-24,58
2016-12-25,56
2016-12-26,56
2016-12-27,61
2016-12-28,64
2016-12-29,63
2016-12-30,63
2016-12-31,58
2017-01-01,57
2017-01-02,63
2017-01-03,75
2017-01-04,78
2017-01-05,86
2017-01-06,80
2017-01-07,62
2017-01-08,66
2017-01-09,80
2017-01-10,85
2017-01-11,87
2017-01-12,85
2017-01-13,86
2017-01-14,73
2017-01-15,68
2017-01-16,83
2017-01-17,93
2017-01-18,89
2017-01-19,87
2017-01-20,84
2017-01-21,72
2017-01-22,71
2017-01-23,88
2017-01-24,92
2017-01-25,90
2017-01-26,88
2017-01-27,84
2017-01-28,68
2017-01-29,74
2017-01-30,91
2017-01-31,93
2017-02-01,90
2017-02-02,91
2017-02-03,86
2017-02-04,65
2017-02-05,70
2017-02-06,87
2017-02-07,91
2017-02-08,93
2017-02-09,90
2017-02-10,85
2017-02-11,66
2017-02-12,69
2017-02-13,89
2017-02-14,92
2017-02-15,90
2017-02-16,90
2017-02-17,83
2017-02-18,65
2017-02-19,69
2017-02-20,79
2017-02-21,88
2017-02-22,89
2017-02-23,89
2017-02-24,84
2017-02-25,67
2017-02-26,72
2017-02-27,92
2017-02-28,93
2017-03-01,92
2017-03-02,97
2017-03-03,88
2017-03-04,64
2017-03-05,72
2017-03-06,91
2017-03-07,91
2017-03-08,93
2017-03-09,93
2017-03-10,81
2017-03-11,66
2017-03-12,68
2017-03-13,86
2017-03-14,92
2017-03-15,90
2017-03-16,87
2017-03-17,80
2017-03-18,63
2017-03-19,68
2017-03-20,87
2017-03-21,89
2017-03-22,94
2017-03-23,100
2017-03-24,85
2017-03-25,64
2017-03-26,69
2017-03-27,85
2017-03-28,87
2017-03-29,87
2017-03-30,86
2017-03-31,81
2017-04-01,62
2017-04-02,68
2017-04-03,83
2017-04-04,84
2017-04-05,85
2017-04-06,85
2017-04-07,79
2017-04-08,61
2017-04-09,66
2017-04-10,82
2017-04-11,87
2017-04-12,85
2017-04-13,80
2017-04-14,71
