date,symbol
2014-03-16,77
2014-03-17,91
2014-03-18,91
2014-03-19,94
2014-03-20,92
2014-03-21,84
2014-03-22,71
2014-03-23,78
2014-03-24,92
2014-03-25,93
2014-03-26,100
2014-03-27,94
2014-03-28,85
2014-03-29,71
2014-03-30,77
2014-03-31,88
2014-04-01,91
2014-04-02,92
2014-04-03,94
2014-04-04,84
2014-04-05,70
2014-04-06,74
2014-04-07,89
2014-04-08,94
2014-04-09,93
2014-04-10,92
2014-04-11,86
2014-04-12,68
2014-04-13,77
2014-04-14,90
2014-04-15,92
2014-04-16,91
2014-04-17,90
2014-04-18,78
2014-04-19,73
2014-04-20,75
2014-04-21,87
2014-04-22,89
2014-04-23,93
2014-04-24,92
2014-04-25,87
2014-04-26,70
2014-04-27,75
2014-04-28,90
2014-04-29,90
2014-04-30,92
2014-05-01,94
2014-05-02,86
2014-05-03,70
2014-05-04,76
2014-05-05,88
2014-05-06,93
2014-05-07,94
2014-05-08,95
2014-05-09,85
2014-05-10,70
2014-05-11,74
2014-05-12,85
2014-05-13,91
2014-05-14,92
2014-05-15,91
2014-05-16,84
2014-05-17,68
2014-05-18,73
2014-05-19,87
2014-05-20,90
2014-05-21,91
2014-05-22,87
2014-05-23,83
2014-05-24,65
2014-05-25,66
2014-05-26,72
2014-05-27,83
2014-05-28,86
2014-05-29,88
2014-05-30,80
2014-05-31,67
2014-06-01,71
2014-06-02,83
2014-06-03,84
2014-06-04,87
2014-06-05,86
2014-06-06,78
2014-06-07,67
2014-06-08,71
2014-06-09,80
2014-06-10,82
2014-06-11,84
2014-06-12,83
2014-06-13,78
2014-06-14,68
2014-06-15,68
2014-06-16,76
2014-06-17,80
2014-06-18,81
2014-06-19,79
2014-06-20,75
2014-06-21,66
2014-06-22,70
2014-06-23,74
2014-06-24,79
2014-06-25,78
2014-06-26,80
2014-06-27,77
2014-06-28,65
2014-06-29,66
2014-06-30,75
2014-07-01,74
2014-07-02,78
2014-07-03,77
2014-07-04,68
2014-07-05,62
2014-07-06,67
2014-07-07,75
2014-07-08,78
2014-07-09,78
2014-07-10,77
2014-07-11,75
2014-07-12,65
2014-07-13,65
2014-07-14,77
2014-07-15,79
2014-07-16,78
2014-07-17,78
2014-07-18,74
2014-07-19,65
2014-07-20,68
2014-07-21,76
2014-07-22,81
2014-07-23,81
2014-07-24,78
2014-07-25,76
2014-07-26,66
2014-07-27,67
2014-07-28,77
2014-07-29,79
2014-07-30,80
2014-07-31,79
2014-08-01,75
2014-08-02,66
2014-08-03,67
2014-08-04,77
2014-08-05,82
2014-08-06,83
2014-08-07,82
2014-08-08,76
2014-08-09,66
2014-08-10,67
2014-08-11,79
2014-08-12,80
2014-08-13,82
2014-08-14,85
2014-08-15,76
2014-08-16,67
2014-08-17,70
2014-08-18,80
2014-08-19,82
2014-08-20,82
2014-08-21,86
2014-08-22,80
2014-08-23,64
2014-08-24,72
2014-08-25,81
2014-08-26,84
2014-08-27,88
2014-08-28,87
2014-08-29,80
2014-08-30,66
2014-08-31,68
2014-09-01,73
2014-09-02,87
2014-09-03,91
2014-09-04,93
2014-09-05,88
2014-09-06,73
2014-09-07,77
2014-09-08,91
2014-09-09,99
2014-09-10,100
2014-09-11,97
2014-09-12,90
2014-09-13,71
2014-09-14,81
2014-09-15,96
2014-09-16,98
2014-09-17,100
2014-09-18,99
2014-09-19,95
2014-09-20,69
2014-09-21,78
2014-09-22,94
2014-09-23,96
2014-09-24,97
2014-09-25,97
2014-09-26,87
2014-09-27,68
2014-09-28,77
2014-09-29,94
2014-09-30,95
2014-10-01,98
2014-10-02,94
2014-10-03,87
2014-10-04,69
2014-10-05,72
2014-10-06,93
2014-10-07,98
2014-10-08,97
2014-10-09,96
2014-10-10,84
2014-10-11,70
2014-10-12,74
2014-10-13,90
2014-10-14,95
2014-10-15,96
2014-10-16,94
2014-10-17,90
2014-10-18,70
2014-10-19,76
2014-10-20,94
2014-10-21,94
2014-10-22,97
2014-10-23,93
2014-10-24,87
2014-10-25,69
2014-10-26,77
2014-10-27,91
2014-10-28,96
2014-10-29,98
2014-10-30,99
2014-10-31,93
2014-11-01,66
2014-11-02,73
2014-11-03,91
2014-11-04,92
2014-11-05,97
2014-11-06,96
2014-11-07,88
2014-11-08,68
2014-11-09,79
2014-11-10,97
2014-11-11,96
2014-11-12,98
2014-11-13,100
2014-11-14,89
2014-11-15,69
2014-11-16,76
2014-11-17,93
2014-11-18,96
2014-11-19,97
2014-11-20,94
2014-11-21,87
2014-11-22,68
2014-11-23,74
2014-11-24,87
2014-11-25,90
2014-11-26,82
2014-11-27,73
2014-11-28,69
2014-11-29,67
2014-11-30,73
2014-12-01,86
