date,symbol
2011-05-11,87
2011-05-12,85
2011-05-13,78
2011-05-14,62
2011-05-15,68
2011-05-16,79
2011-05-17,85
2011-05-18,86
2011-05-19,94
2011-05-20,81
2011-05-21,62
2011-05-22,68
2011-05-23,80
2011-05-24,84
2011-05-25,82
2011-05-26,85
2011-05-27,75
2011-05-28,61
2011-05-29,65
2011-05-30,72
2011-05-31,79
2011-06-01,81
2011-06-02,81
2011-06-03,78
2011-06-04,65
2011-06-05,68
2011-06-06,77
2011-06-07,79
2011-06-08,81
2011-06-09,80
2011-06-10,75
2011-06-11,66
2011-06-12,65
2011-06-13,74
2011-06-14,82
2011-06-15,82
2011-06-16,78
2011-06-17,71
2011-06-18,64
2011-06-19,67
2011-06-20,76
2011-06-21,75
2011-06-22,79
2011-06-23,78
2011-06-24,71
2011-06-25,64
2011-06-26,65
2011-06-27,75
2011-06-28,77
2011-06-29,77
2011-06-30,75
2011-07-01,72
2011-07-02,60
2011-07-03,62
2011-07-04,66
2011-07-05,71
2011-07-06,76
2011-07-07,78
2011-07-08,72
2011-07-09,63
2011-07-10,64
2011-07-11,73
2011-07-12,78
2011-07-13,76
2011-07-14,79
2011-07-15,76
2011-07-16,66
2011-07-17,65
2011-07-18,75
2011-07-19,75
2011-07-20,79
2011-07-21,81
2011-07-22,73
2011-07-23,65
2011-07-24,68
2011-07-25,74
2011-07-26,80
2011-07-27,80
2011-07-28,78
2011-07-29,73
2011-07-30,65
2011-07-31,67
2011-08-01,77
2011-08-02,76
2011-08-03,81
2011-08-04,82
2011-08-05,80
2011-08-06,66
2011-08-07,70
2011-08-08,82
2011-08-09,82
2011-08-10,84
2011-08-11,80
2011-08-12,77
2011-08-13,68
2011-08-14,68
2011-08-15,78
2011-08-16,81
2011-08-17,82
2011-08-18,81
2011-08-19,75
2011-08-20,65
2011-08-21,71
2011-08-22,75
2011-08-23,79
2011-08-24,84
2011-08-25,86
2011-08-26,79
2011-08-27,66
2011-08-28,70
2011-08-29,80
2011-08-30,83
2011-08-31,87
2011-09-01,84
2011-09-02,77
2011-09-03,64
2011-09-04,69
2011-09-05,75
2011-09-06,87
2011-09-07,91
2011-09-08,90
2011-09-09,83
2011-09-10,68
2011-09-11,79
2011-09-12,91
2011-09-13,95
2011-09-14,93
2011-09-15,95
2011-09-16,88
2011-09-17,71
2011-09-18,79
2011-09-19,90
2011-09-20,94
2011-09-21,95
2011-09-22,97
2011-09-23,86
2011-09-24,71
2011-09-25,80
2011-09-26,95
2011-09-27,93
2011-09-28,95
2011-09-29,96
2011-09-30,86
2011-10-01,71
2011-10-02,75
2011-10-03,91
2011-10-04,94
2011-10-05,93
2011-10-06,95
2011-10-07,85
2011-10-08,69
2011-10-09,74
2011-10-10,91
2011-10-11,97
2011-10-12,100
2011-10-13,91
2011-10-14,84
2011-10-15,70
2011-10-16,76
2011-10-17,92
2011-10-18,96
2011-10-19,96
2011-10-20,93
2011-10-21,84
2011-10-22,69
2011-10-23,80
2011-10-24,94
2011-10-25,95
2011-10-26,97
2011-10-27,90
2011-10-28,89
2011-10-29,72
2011-10-30,80
2011-10-31,95
2011-11-01,90
2011-11-02,95
2011-11-03,93
2011-11-04,89
2011-11-05,68
2011-11-06,77
2011-11-07,89
2011-11-08,93
2011-11-09,99
2011-11-10,95
2011-11-11,82
2011-11-12,69
2011-11-13,77
2011-11-14,92
2011-11-15,96
2011-11-16,96
2011-11-17,96
2011-11-18,87
2011-11-19,65
2011-11-20,74
2011-11-21,89
2011-11-22,93
2011-11-23,81
2011-11-24,72
2011-11-25,66
2011-11-26,67
2011-11-27,76
2011-11-28,91
2011-11-29,91
2011-11-30,99
2011-12-01,93
2011-12-02,90
2011-12-03,69
2011-12-04,78
2011-12-05,93
2011-12-06,94
2011-12-07,93
2011-12-08,94
2011-12-09,86
2011-12-10,71
2011-12-11,77
2011-12-12,90
2011-12-13,94
2011-12-14,89
2011-12-15,90
2011-12-16,81
2011-12-17,63
2011-12-18,69
2011-12-19,77
2011-12-20,80
2011-12-21,76
2011-12-22,76
2011-12-23,71
2011-12-24,65
2011-12-25,65
2011-12-26,57
2011-12-27,68
2011-12-28,70
2011-12-29,67
2011-12-30,70
2011-12-31,65
2012-01-01,69
2012-01-02,67
2012-01-03,80
2012-01-04,82
2012-01-05,84
2012-01-06,82
2012-01-07,69
2012-01-08,75
2012-01-09,86
2012-01-10,89
2012-01-11,91
2012-01-12,91
2012-01-13,86
2012-01-14,71
2012-01-15,74
2012-01-16,81
2012-01-17,88
2012-01-18,90
2012-01-19,92
2012-01-20,85
2012-01-21,69
2012-01-22,78
2012-01-23,91
2012-01-24,91
2012-01-25,97
2012-01-26,95
