date,symbol
2016-05-04,90
2016-05-05,88
2016-05-06,82
2016-05-07,65
2016-05-08,68
2016-05-09,87
2016-05-10,90
2016-05-11,89
2016-05-12,89
2016-05-13,83
2016-05-14,65
2016-05-15,70
2016-05-16,86
2016-05-17,87
2016-05-18,90
2016-05-19,90
2016-05-20,79
2016-05-21,64
2016-05-22,67
2016-05-23,80
2016-05-24,86
2016-05-25,86
2016-05-26,83
2016-05-27,75
2016-05-28,58
2016-05-29,63
2016-05-30,69
2016-05-31,78
2016-06-01,81
2016-06-02,81
2016-06-03,73
2016-06-04,64
2016-06-05,64
2016-06-06,77
2016-06-07,81
2016-06-08,82
2016-06-09,78
2016-06-10,74
2016-06-11,61
2016-06-12,64
2016-06-13,74
2016-06-14,75
2016-06-15,76
2016-06-16,75
2016-06-17,70
2016-06-18,63
2016-06-19,66
2016-06-20,73
2016-06-21,76
2016-06-22,74
2016-06-23,74
2016-06-24,70
2016-06-25,62
2016-06-26,63
2016-06-27,72
2016-06-28,73
2016-06-29,75
2016-06-30,75
2016-07-01,68
2016-07-02,60
2016-07-03,61
2016-07-04,65
2016-07-05,69
2016-07-06,71
2016-07-07,72
2016-07-08,72
2016-07-09,63
2016-07-10,63
2016-07-11,74
2016-07-12,74
2016-07-13,74
2016-07-14,76
2016-07-15,69
2016-07-16,61
2016-07-17,63
2016-07-18,71
2016-07-19,74
2016-07-20,74
2016-07-21,73
2016-07-22,69
2016-07-23,62
2016-07-24,65
2016-07-25,71
2016-07-26,74
2016-07-27,75
2016-07-28,75
2016-07-29,69
2016-07-30,63
2016-07-31,63
2016-08-01,71
2016-08-02,73
2016-08-03,75
2016-08-04,73
2016-08-05,69
2016-08-06,61
2016-08-07,63
2016-08-08,71
2016-08-09,73
2016-08-10,74
2016-08-11,73
2016-08-12,72
2016-08-13,62
2016-08-14,63
2016-08-15,71
2016-08-16,77
2016-08-17,79
2016-08-18,79
2016-08-19,72
2016-08-20,61
2016-08-21,65
2016-08-22,80
2016-08-23,84
2016-08-24,81
2016-08-25,84
2016-08-26,78
2016-08-27,63
2016-08-28,66
2016-08-29,84
2016-08-30,83
2016-08-31,84
2016-09-01,87
2016-09-02,79
2016-09-03,62
2016-09-04,66
2016-09-05,73
2016-09-06,85
2016-09-07,91
2016-09-08,93
2016-09-09,84
2016-09-10,65
2016-09-11,73
2016-09-12,89
2016-09-13,93
2016-09-14,98
2016-09-15,95
2016-09-16,86
2016-09-17,68
2016-09-18,74
2016-09-19,91
2016-09-20,95
2016-09-21,96
2016-09-22,92
2016-09-23,88
2016-09-24,67
2016-09-25,74
2016-09-26,91
2016-09-27,91
2016-09-28,96
2016-09-29,100
2016-09-30,89
2016-10-01,69
2016-10-02,71
2016-10-03,87
2016-10-04,92
2016-10-05,93
2016-10-06,90
2016-10-07,82
2016-10-08,64
2016-10-09,70
2016-10-10,85
2016-10-11,92
2016-10-12,93
2016-10-13,93
2016-10-14,85
2016-10-15,67
2016-10-16,74
2016-10-17,91
2016-10-18,93
2016-10-19,92
2016-10-20,92
2016-10-21,85
2016-10-22,68
2016-10-23,73
2016-10-24,91
2016-10-25,96
2016-10-26,94
2016-10-27,94
2016-10-28,86
2016-10-29,67
2016-10-30,75
2016-10-31,92
2016-11-01,91
2016-11-02,96
2016-11-03,95
2016-11-04,85
2016-11-05,65
2016-11-06,72
2016-11-07,91
2016-11-08,91
2016-11-09,89
2016-11-10,94
2016-11-11,85
2016-11-12,69
2016-11-13,73
2016-11-14,93
2016-11-15,96
2016-11-16,98
2016-11-17,95
2016-11-18,86
2016-11-19,65
2016-11-20,69
2016-11-21,85
2016-11-22,87
2016-11-23,79
2016-11-24,72
2016-11-25,66
2016-11-26,63
2016-11-27,68
2016-11-28,86
2016-11-29,92
2016-11-30,95
2016-12-01,93
2016-12-02,84
2016-12-03,67
2016-12-04,73
2016-12-05,89
2016-12-06,94
2016-12-07,95
2016-12-08,92
2016-12-09,82
2016-12-10,62
2016-12-11,68
2016-12-12,87
2016-12-13,88
2016-12-14,89
2016-12-15,87
2016-12-16,80
2016-12-17,65
2016-12-18,66
2016-12-19,77
2016-12-20,78
2016-12-21,77
2016-12-22,71
2016-12-23,65
2016-12-24,61
2016-12-25,58
2016-12-26,58
2016-12-27,64
2016-12-28,67
2016-12-29,66
2016-12-30,66
2016-12-31,61
2017-01-01,61
2017-01-02,65
2017-01-03,74
2017-01-04,82
2017-01-05,90
2017-01-06,85
2017-01-07,66
2017-01-08,69
2017-01-09,83
2017-01-10,90
2017-01-11,92
2017-01-12,92
2017-01-13,92
2017-01-14,75
2017-01-15,70
2017-01-16,88
2017-01-17,96
2017-01-18,95
2017-01-19,92
