date,symbol
2015-04-10,83
2015-04-11,65
2015-04-12,72
2015-04-13,85
2015-04-14,88
2015-04-15,89
2015-04-16,92
2015-04-17,82
2015-04-18,67
2015-04-19,72
2015-04-20,90
2015-04-21,91
2015-04-22,90
2015-04-23,91
2015-04-24,84
2015-04-25,66
2015-04-26,73
2015-04-27,89
2015-04-28,90
2015-04-29,93
2015-04-30,91
2015-05-01,85
2015-05-02,64
2015-05-03,68
2015-05-04,85
2015-05-05,90
2015-05-06,91
2015-05-07,90
2015-05-08,82
2015-05-09,68
2015-05-10,70
2015-05-11,86
2015-05-12,89
2015-05-13,89
2015-05-14,87
2015-05-15,81
2015-05-16,66
2015-05-17,67
2015-05-18,86
2015-05-19,87
2015-05-20,86
2015-05-21,87
2015-05-22,81
2015-05-23,62
2015-05-24,64
2015-05-25,69
2015-05-26,82
2015-05-27,86
2015-05-28,83
2015-05-29,79
2015-05-30,66
2015-05-31,69
2015-06-01,81
2015-06-02,86
2015-06-03,86
2015-06-04,82
2015-06-05,77
2015-06-06,63
2015-06-07,63
2015-06-08,79
2015-06-09,83
2015-06-10,80
2015-06-11,81
2015-06-12,73
2015-06-13,64
2015-06-14,67
2015-06-15,78
2015-06-16,80
2015-06-17,79
2015-06-18,81
2015-06-19,76
2015-06-20,65
2015-06-21,71
2015-06-22,79
2015-06-23,81
2015-06-24,81
2015-06-25,78
2015-06-26,75
2015-06-27,69
2015-06-28,70
2015-06-29,78
2015-06-30,76
2015-07-01,75
2015-07-02,76
2015-07-03,66
2015-07-04,63
2015-07-05,63
2015-07-06,74
2015-07-07,77
2015-07-08,78
2015-07-09,77
2015-07-10,74
2015-07-11,65
2015-07-12,65
2015-07-13,74
2015-07-14,76
2015-07-15,77
2015-07-16,75
2015-07-17,72
2015-07-18,65
2015-07-19,68
2015-07-20,75
2015-07-21,76
2015-07-22,76
2015-07-23,77
2015-07-24,74
2015-07-25,65
2015-07-26,67
2015-07-27,74
2015-07-28,75
2015-07-29,78
2015-07-30,78
2015-07-31,71
2015-08-01,64
2015-08-02,66
2015-08-03,73
2015-08-04,79
2015-08-05,81
2015-08-06,80
2015-08-07,73
2015-08-08,65
2015-08-09,68
2015-08-10,75
2015-08-11,81
2015-08-12,80
2015-08-13,78
2015-08-14,75
2015-08-15,66
2015-08-16,68
2015-08-17,76
2015-08-18,81
2015-08-19,82
2015-08-20,83
2015-08-21,77
2015-08-22,65
2015-08-23,70
2015-08-24,81
2015-08-25,88
2015-08-26,88
2015-08-27,85
2015-08-28,82
2015-08-29,67
2015-08-30,71
2015-08-31,80
2015-09-01,86
2015-09-02,91
2015-09-03,92
2015-09-04,83
2015-09-05,69
2015-09-06,72
2015-09-07,79
2015-09-08,90
2015-09-09,100
2015-09-10,98
2015-09-11,89
2015-09-12,69
2015-09-13,75
2015-09-14,95
2015-09-15,98
2015-09-16,97
2015-09-17,98
2015-09-18,91
2015-09-19,69
2015-09-20,77
2015-09-21,96
2015-09-22,97
2015-09-23,97
2015-09-24,98
2015-09-25,91
2015-09-26,71
2015-09-27,77
2015-09-28,92
2015-09-29,97
2015-09-30,98
2015-10-01,99
2015-10-02,87
2015-10-03,68
2015-10-04,75
2015-10-05,93
2015-10-06,97
2015-10-07,99
2015-10-08,97
2015-10-09,87
2015-10-10,69
2015-10-11,76
2015-10-12,93
2015-10-13,98
2015-10-14,96
2015-10-15,96
2015-10-16,87
2015-10-17,71
2015-10-18,77
2015-10-19,93
2015-10-20,98
2015-10-21,97
2015-10-22,98
2015-10-23,90
2015-10-24,71
2015-10-25,76
2015-10-26,92
2015-10-27,98
2015-10-28,99
2015-10-29,98
2015-10-30,90
2015-10-31,76
2015-11-01,73
2015-11-02,95
2015-11-03,96
2015-11-04,98
2015-11-05,99
2015-11-06,89
2015-11-07,69
2015-11-08,77
2015-11-09,94
2015-11-10,99
2015-11-11,92
2015-11-12,98
2015-11-13,89
2015-11-14,84
2015-11-15,83
2015-11-16,98
2015-11-17,96
2015-11-18,100
2015-11-19,98
2015-11-20,90
2015-11-21,69
2015-11-22,75
2015-11-23,90
2015-11-24,87
2015-11-25,81
2015-11-26,73
2015-11-27,69
2015-11-28,66
2015-11-29,73
2015-11-30,87
2015-12-01,94
2015-12-02,98
2015-12-03,94
2015-12-04,88
2015-12-05,69
2015-12-06,78
2015-12-07,95
2015-12-08,96
2015-12-09,95
2015-12-10,95
2015-12-11,92
2015-12-12,71
2015-12-13,73
2015-12-14,90
2015-12-15,97
2015-12-16,93
2015-12-17,91
2015-12-18,79
2015-12-19,65
2015-12-20,67
2015-12-21,74
2015-12-22,75
2015-12-23,72
2015-12-24,68
2015-12-25,61
2015-12-26,62
