date,symbol
2012-01-26,82
2012-01-27,77
2012-01-28,64
2012-01-29,68
2012-01-30,82
2012-01-31,85
2012-02-01,88
2012-02-02,91
2012-02-03,81
2012-02-04,63
2012-02-05,71
2012-02-06,78
2012-02-07,84
2012-02-08,88
2012-02-09,86
2012-02-10,84
2012-02-11,61
2012-02-12,66
2012-02-13,82
2012-02-14,91
2012-02-15,84
2012-02-16,86
2012-02-17,77
2012-02-18,61
2012-02-19,68
2012-02-20,78
2012-02-21,84
2012-02-22,86
2012-02-23,84
2012-02-24,77
2012-02-25,65
2012-02-26,67
2012-02-27,83
2012-02-28,83
2012-02-29,85
2012-03-01,87
2012-03-02,79
2012-03-03,68
2012-03-04,71
2012-03-05,86
2012-03-06,87
2012-03-07,87
2012-03-08,89
2012-03-09,81
2012-03-10,67
2012-03-11,76
2012-03-12,85
2012-03-13,90
2012-03-14,99
2012-03-15,88
2012-03-16,82
2012-03-17,69
2012-03-18,75
2012-03-19,87
2012-03-20,89
2012-03-21,90
2012-03-22,91
2012-03-23,82
2012-03-24,69
2012-03-25,77
2012-03-26,89
2012-03-27,93
2012-03-28,91
2012-03-29,90
2012-03-30,83
2012-03-31,68
2012-04-01,71
2012-04-02,82
2012-04-03,84
2012-04-04,84
2012-04-05,83
2012-04-06,72
2012-04-07,70
2012-04-08,71
2012-04-09,77
2012-04-10,81
2012-04-11,85
2012-04-12,85
2012-04-13,79
2012-04-14,67
2012-04-15,74
2012-04-16,83
2012-04-17,84
2012-04-18,86
2012-04-19,87
2012-04-20,78
2012-04-21,65
2012-04-22,73
2012-04-23,84
2012-04-24,83
2012-04-25,86
2012-04-26,85
2012-04-27,79
2012-04-28,67
2012-04-29,75
2012-04-30,85
2012-05-01,90
2012-05-02,89
2012-05-03,86
2012-05-04,82
2012-05-05,68
2012-05-06,74
2012-05-07,85
2012-05-08,89
2012-05-09,90
2012-05-10,86
2012-05-11,82
2012-05-12,66
2012-05-13,72
2012-05-14,85
2012-05-15,87
2012-05-16,86
2012-05-17,92
2012-05-18,100
2012-05-19,69
2012-05-20,73
2012-05-21,83
2012-05-22,88
2012-05-23,87
2012-05-24,84
2012-05-25,76
2012-05-26,64
2012-05-27,65
2012-05-28,72
2012-05-29,80
2012-05-30,84
2012-05-31,81
2012-06-01,75
2012-06-02,65
2012-06-03,67
2012-06-04,75
2012-06-05,80
2012-06-06,78
2012-06-07,81
2012-06-08,74
2012-06-09,61
2012-06-10,68
2012-06-11,75
2012-06-12,78
2012-06-13,77
2012-06-14,79
2012-06-15,73
2012-06-16,62
2012-06-17,64
2012-06-18,76
2012-06-19,76
2012-06-20,75
2012-06-21,75
2012-06-22,75
2012-06-23,65
2012-06-24,65
2012-06-25,74
2012-06-26,76
2012-06-27,76
2012-06-28,74
2012-06-29,71
2012-06-30,60
2012-07-01,65
2012-07-02,70
2012-07-03,72
2012-07-04,68
2012-07-05,71
2012-07-06,69
2012-07-07,62
2012-07-08,65
2012-07-09,71
2012-07-10,73
2012-07-11,77
2012-07-12,75
2012-07-13,73
2012-07-14,64
2012-07-15,68
2012-07-16,75
2012-07-17,74
2012-07-18,78
2012-07-19,76
2012-07-20,73
2012-07-21,67
2012-07-22,68
2012-07-23,74
2012-07-24,76
2012-07-25,76
2012-07-26,76
2012-07-27,77
2012-07-28,74
2012-07-29,70
2012-07-30,73
2012-07-31,78
2012-08-01,77
2012-08-02,76
2012-08-03,72
2012-08-04,65
2012-08-05,68
2012-08-06,74
2012-08-07,77
2012-08-08,78
2012-08-09,77
2012-08-10,74
2012-08-11,64
2012-08-12,70
2012-08-13,73
2012-08-14,75
2012-08-15,75
2012-08-16,75
2012-08-17,73
2012-08-18,64
2012-08-19,66
2012-08-20,72
2012-08-21,78
2012-08-22,80
2012-08-23,76
2012-08-24,73
2012-08-25,64
2012-08-26,67
2012-08-27,76
2012-08-28,79
2012-08-29,82
2012-08-30,82
2012-08-31,74
2012-09-01,62
2012-09-02,68
2012-09-03,73
2012-09-04,81
2012-09-05,86
2012-09-06,90
2012-09-07,81
2012-09-08,65
2012-09-09,78
2012-09-10,88
2012-09-11,91
2012-09-12,90
2012-09-13,89
2012-09-14,84
2012-09-15,69
2012-09-16,78
2012-09-17,85
2012-09-18,91
2012-09-19,91
2012-09-20,90
2012-09-21,81
2012-09-22,70
2012-09-23,78
2012-09-24,86
2012-09-25,87
2012-09-26,91
2012-09-27,93
2012-09-28,81
2012-09-29,67
2012-09-30,76
2012-10-01,88
2012-10-02,88
2012-10-03,91
2012-10-04,88
2012-10-05,81
2012-10-06,65
2012-10-07,72
2012-10-08,83
2012-10-09,84
2012-10-10,90
2012-10-11,87
2012-10-12,80
