date,symbol
2011-01-01,61
2011-01-02,68
2011-01-03,76
2011-01-04,83
2011-01-05,87
2011-01-06,89
2011-01-07,86
2011-01-08,69
2011-01-09,76
2011-01-10,87
2011-01-11,94
2011-01-12,89
2011-01-13,90
2011-01-14,96
2011-01-15,70
2011-01-16,78
2011-01-17,81
2011-01-18,89
2011-01-19,96
2011-01-20,93
2011-01-21,88
2011-01-22,70
2011-01-23,74
2011-01-24,92
2011-01-25,93
2011-01-26,90
2011-01-27,92
2011-01-28,88
2011-01-29,69
2011-01-30,76
2011-01-31,90
2011-02-01,89
2011-02-02,91
2011-02-03,94
2011-02-04,92
2011-02-05,71
2011-02-06,81
2011-02-07,92
2011-02-08,95
2011-02-09,96
2011-02-10,98
2011-02-11,90
2011-02-12,71
2011-02-13,76
2011-02-14,98
2011-02-15,95
2011-02-16,96
2011-02-17,95
2011-02-18,86
2011-02-19,65
2011-02-20,72
2011-02-21,79
2011-02-22,87
2011-02-23,92
2011-02-24,87
2011-02-25,84
2011-02-26,72
2011-02-27,71
2011-02-28,88
2011-03-01,92
2011-03-02,95
2011-03-03,94
2011-03-04,86
2011-03-05,69
2011-03-06,77
2011-03-07,90
2011-03-08,95
2011-03-09,93
2011-03-10,91
2011-03-11,80
2011-03-12,63
2011-03-13,70
2011-03-14,89
2011-03-15,88
2011-03-16,91
2011-03-17,95
2011-03-18,83
2011-03-19,68
2011-03-20,76
2011-03-21,90
2011-03-22,93
2011-03-23,92
2011-03-24,93
2011-03-25,86
2011-03-26,68
2011-03-27,73
2011-03-28,87
2011-03-29,92
2011-03-30,92
2011-03-31,91
2011-04-01,85
2011-04-02,67
2011-04-03,75
2011-04-04,87
2011-04-05,92
2011-04-06,95
2011-04-07,92
2011-04-08,84
2011-04-09,68
2011-04-10,71
2011-04-11,90
2011-04-12,90
2011-04-13,93
2011-04-14,92
2011-04-15,83
2011-04-16,65
2011-04-17,70
2011-04-18,86
2011-04-19,90
2011-04-20,89
2011-04-21,89
2011-04-22,75
2011-04-23,68
2011-04-24,71
2011-04-25,85
2011-04-26,87
2011-04-27,90
2011-04-28,90
2011-04-29,79
2011-04-30,64
2011-05-01,72
2011-05-02,85
2011-05-03,93
2011-05-04,93
2011-05-05,93
2011-05-06,83
2011-05-07,64
2011-05-08,74
2011-05-09,86
2011-05-10,87
2011-05-11,88
2011-05-12,88
2011-05-13,82
2011-05-14,64
2011-05-15,73
2011-05-16,84
2011-05-17,87
2011-05-18,89
2011-05-19,97
2011-05-20,82
2011-05-21,63
2011-05-22,69
2011-05-23,82
2011-05-24,88
2011-05-25,87
2011-05-26,87
2011-05-27,77
2011-05-28,63
2011-05-29,66
2011-05-30,73
2011-05-31,82
2011-06-01,84
2011-06-02,84
2011-06-03,79
2011-06-04,67
2011-06-05,70
2011-06-06,79
2011-06-07,85
2011-06-08,85
2011-06-09,84
2011-06-10,78
2011-06-11,69
2011-06-12,67
2011-06-13,78
2011-06-14,83
2011-06-15,84
2011-06-16,81
2011-06-17,76
2011-06-18,67
2011-06-19,68
2011-06-20,77
2011-06-21,80
2011-06-22,82
2011-06-23,81
2011-06-24,76
2011-06-25,65
2011-06-26,69
2011-06-27,75
2011-06-28,78
2011-06-29,80
2011-06-30,77
2011-07-01,73
2011-07-02,63
2011-07-03,66
2011-07-04,70
2011-07-05,74
2011-07-06,77
2011-07-07,81
2011-07-08,75
2011-07-09,66
2011-07-10,68
2011-07-11,74
2011-07-12,81
2011-07-13,81
2011-07-14,82
2011-07-15,82
2011-07-16,68
2011-07-17,70
2011-07-18,79
2011-07-19,81
2011-07-20,81
2011-07-21,82
2011-07-22,78
2011-07-23,67
2011-07-24,68
2011-07-25,78
2011-07-26,81
2011-07-27,83
2011-07-28,83
2011-07-29,75
2011-07-30,66
2011-07-31,69
2011-08-01,80
2011-08-02,83
2011-08-03,84
2011-08-04,85
2011-08-05,81
2011-08-06,68
2011-08-07,71
2011-08-08,84
2011-08-09,88
2011-08-10,89
2011-08-11,85
2011-08-12,83
2011-08-13,71
2011-08-14,73
2011-08-15,81
2011-08-16,83
2011-08-17,83
2011-08-18,83
2011-08-19,79
2011-08-20,67
2011-08-21,72
2011-08-22,79
2011-08-23,83
2011-08-24,87
2011-08-25,90
2011-08-26,79
2011-08-27,68
2011-08-28,75
2011-08-29,81
2011-08-30,86
2011-08-31,88
2011-09-01,90
2011-09-02,78
2011-09-03,68
2011-09-04,70
2011-09-05,78
2011-09-06,91
2011-09-07,94
2011-09-08,95
2011-09-09,89
2011-09-10,72
2011-09-11,83
2011-09-12,95
2011-09-13,99
2011-09-14,99
2011-09-15,100
2011-09-16,88
2011-09-17,72
2011-09-18,83
