date,NCLH
2014-03-16,0
2014-03-17,26
2014-03-18,52
2014-03-19,26
2014-03-20,27
2014-03-21,0
2014-03-22,0
2014-03-23,30
2014-03-24,51
2014-03-25,0
2014-03-26,0
2014-03-27,0
2014-03-28,28
2014-03-29,31
2014-03-30,31
2014-03-31,26
2014-04-01,26
2014-04-02,26
2014-04-03,27
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,26
2014-04-08,26
2014-04-09,0
2014-04-10,53
2014-04-11,28
2014-04-12,0
2014-04-13,0
2014-04-14,27
2014-04-15,0
2014-04-16,27
2014-04-17,28
2014-04-18,30
2014-04-19,0
2014-04-20,0
2014-04-21,28
2014-04-22,26
2014-04-23,0
2014-04-24,0
2014-04-25,28
2014-04-26,0
2014-04-27,0
2014-04-28,26
2014-04-29,34
2014-04-30,26
2014-05-01,0
2014-05-02,28
2014-05-03,0
2014-05-04,0
2014-05-05,26
2014-05-06,26
2014-05-07,26
2014-05-08,79
2014-05-09,37
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,0
2014-05-14,0
2014-05-15,0
2014-05-16,0
2014-05-17,0
2014-05-18,0
2014-05-19,26
2014-05-20,26
2014-05-21,0
2014-05-22,0
2014-05-23,0
2014-05-24,35
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,30
2014-05-30,30
2014-05-31,36
2014-06-01,35
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,31
2014-06-07,0
2014-06-08,0
2014-06-09,0
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-14,36
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,0
2014-06-25,29
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,30
2014-07-02,0
2014-07-03,0
2014-07-04,32
2014-07-05,0
2014-07-06,0
2014-07-07,29
2014-07-08,29
2014-07-09,58
2014-07-10,30
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,0
2014-07-17,0
2014-07-18,0
2014-07-19,36
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,0
2014-07-24,0
2014-07-25,42
2014-07-26,0
2014-07-27,36
2014-07-28,30
2014-07-29,0
2014-07-30,30
2014-07-31,0
2014-08-01,0
2014-08-02,35
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,29
2014-08-07,42
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,29
2014-08-13,0
2014-08-14,30
2014-08-15,64
2014-08-16,0
2014-08-17,0
2014-08-18,29
2014-08-19,0
2014-08-20,29
2014-08-21,0
2014-08-22,0
2014-08-23,0
2014-08-24,0
2014-08-25,0
2014-08-26,28
2014-08-27,0
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,29
2014-09-02,92
2014-09-03,64
2014-09-04,28
2014-09-05,0
2014-09-06,34
2014-09-07,0
2014-09-08,0
2014-09-09,27
2014-09-10,0
2014-09-11,28
2014-09-12,0
2014-09-13,100
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,28
2014-09-18,0
2014-09-19,0
2014-09-20,33
2014-09-21,32
2014-09-22,27
2014-09-23,27
2014-09-24,27
2014-09-25,28
2014-09-26,0
2014-09-27,33
2014-09-28,0
2014-09-29,28
2014-09-30,27
2014-10-01,55
2014-10-02,28
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,27
2014-10-09,28
2014-10-10,29
2014-10-11,0
2014-10-12,33
2014-10-13,45
2014-10-14,27
2014-10-15,0
2014-10-16,55
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,27
2014-10-22,0
2014-10-23,0
2014-10-24,29
2014-10-25,0
2014-10-26,0
2014-10-27,27
2014-10-28,0
2014-10-29,40
2014-10-30,27
2014-10-31,29
2014-11-01,0
2014-11-02,0
2014-11-03,27
2014-11-04,27
2014-11-05,40
2014-11-06,0
2014-11-07,28
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,0
2014-11-12,0
2014-11-13,0
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,39
2014-11-18,29
2014-11-19,28
2014-11-20,26
2014-11-21,28
2014-11-22,0
2014-11-23,31
2014-11-24,0
2014-11-25,26
2014-11-26,0
2014-11-27,28
2014-11-28,0
2014-11-29,0
2014-11-30,30
2014-12-01,26
