date,NCLH
2012-10-12,0
2012-10-13,0
2012-10-14,14
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,12
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,11
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,0
2012-12-04,0
2012-12-05,0
2012-12-06,0
2012-12-07,0
2012-12-08,0
2012-12-09,0
2012-12-10,0
2012-12-11,0
2012-12-12,0
2012-12-13,0
2012-12-14,0
2012-12-15,0
2012-12-16,0
2012-12-17,0
2012-12-18,0
2012-12-19,0
2012-12-20,0
2012-12-21,0
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,0
2012-12-27,12
2012-12-28,0
2012-12-29,0
2012-12-30,0
2012-12-31,0
2013-01-01,0
2013-01-02,0
2013-01-03,0
2013-01-04,0
2013-01-05,0
2013-01-06,0
2013-01-07,0
2013-01-08,11
2013-01-09,0
2013-01-10,11
2013-01-11,11
2013-01-12,13
2013-01-13,0
2013-01-14,0
2013-01-15,11
2013-01-16,11
2013-01-17,11
2013-01-18,100
2013-01-19,25
2013-01-20,0
2013-01-21,11
2013-01-22,21
2013-01-23,32
2013-01-24,29
2013-01-25,11
2013-01-26,13
2013-01-27,0
2013-01-28,10
2013-01-29,16
2013-01-30,0
2013-01-31,21
2013-02-01,11
2013-02-02,0
2013-02-03,0
2013-02-04,11
2013-02-05,10
2013-02-06,0
2013-02-07,11
2013-02-08,11
2013-02-09,13
2013-02-10,13
2013-02-11,27
2013-02-12,11
2013-02-13,21
2013-02-14,33
2013-02-15,0
2013-02-16,13
2013-02-17,0
2013-02-18,11
2013-02-19,10
2013-02-20,10
2013-02-21,0
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,10
2013-02-26,31
2013-02-27,0
2013-02-28,21
2013-03-01,11
2013-03-02,0
2013-03-03,12
2013-03-04,10
2013-03-05,0
2013-03-06,0
2013-03-07,0
2013-03-08,0
2013-03-09,12
2013-03-10,0
2013-03-11,10
2013-03-12,10
2013-03-13,10
2013-03-14,0
2013-03-15,21
2013-03-16,0
2013-03-17,0
2013-03-18,0
2013-03-19,0
2013-03-20,20
2013-03-21,0
2013-03-22,16
2013-03-23,0
2013-03-24,0
2013-03-25,10
2013-03-26,0
2013-03-27,11
2013-03-28,11
2013-03-29,0
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,10
2013-04-03,10
2013-04-04,21
2013-04-05,11
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,10
2013-04-10,21
2013-04-11,10
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,0
2013-04-16,10
2013-04-17,10
2013-04-18,10
2013-04-19,11
2013-04-20,12
2013-04-21,0
2013-04-22,10
2013-04-23,10
2013-04-24,0
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,10
2013-04-30,0
2013-05-01,11
2013-05-02,11
2013-05-03,0
2013-05-04,25
2013-05-05,0
2013-05-06,10
2013-05-07,26
2013-05-08,16
2013-05-09,11
2013-05-10,11
2013-05-11,0
2013-05-12,12
2013-05-13,0
2013-05-14,10
2013-05-15,10
2013-05-16,0
2013-05-17,11
2013-05-18,0
2013-05-19,0
2013-05-20,0
2013-05-21,10
2013-05-22,10
2013-05-23,10
2013-05-24,11
2013-05-25,0
2013-05-26,0
2013-05-27,10
2013-05-28,0
2013-05-29,0
2013-05-30,0
2013-05-31,11
2013-06-01,0
2013-06-02,0
2013-06-03,0
2013-06-04,0
2013-06-05,0
2013-06-06,0
2013-06-07,0
2013-06-08,0
2013-06-09,0
2013-06-10,0
2013-06-11,0
2013-06-12,10
2013-06-13,10
2013-06-14,0
2013-06-15,13
2013-06-16,0
2013-06-17,10
2013-06-18,0
2013-06-19,10
2013-06-20,0
2013-06-21,11
2013-06-22,13
2013-06-23,0
2013-06-24,10
2013-06-25,10
2013-06-26,10
2013-06-27,0
2013-06-28,11
2013-06-29,13
