date,NCLH
2015-12-26,21
2015-12-27,20
2015-12-28,0
2015-12-29,18
2015-12-30,18
2015-12-31,40
2016-01-01,0
2016-01-02,29
2016-01-03,0
2016-01-04,0
2016-01-05,49
2016-01-06,33
2016-01-07,33
2016-01-08,16
2016-01-09,0
2016-01-10,0
2016-01-11,16
2016-01-12,16
2016-01-13,16
2016-01-14,24
2016-01-15,33
2016-01-16,19
2016-01-17,0
2016-01-18,16
2016-01-19,0
2016-01-20,32
2016-01-21,16
2016-01-22,17
2016-01-23,0
2016-01-24,27
2016-01-25,16
2016-01-26,16
2016-01-27,16
2016-01-28,0
2016-01-29,25
2016-01-30,0
2016-01-31,0
2016-02-01,60
2016-02-02,15
2016-02-03,46
2016-02-04,31
2016-02-05,31
2016-02-06,0
2016-02-07,18
2016-02-08,31
2016-02-09,31
2016-02-10,15
2016-02-11,16
2016-02-12,0
2016-02-13,18
2016-02-14,0
2016-02-15,31
2016-02-16,15
2016-02-17,15
2016-02-18,0
2016-02-19,16
2016-02-20,0
2016-02-21,0
2016-02-22,15
2016-02-23,75
2016-02-24,0
2016-02-25,38
2016-02-26,47
2016-02-27,35
2016-02-28,34
2016-02-29,15
2016-03-01,59
2016-03-02,30
2016-03-03,31
2016-03-04,15
2016-03-05,0
2016-03-06,17
2016-03-07,15
2016-03-08,15
2016-03-09,15
2016-03-10,15
2016-03-11,48
2016-03-12,0
2016-03-13,0
2016-03-14,22
2016-03-15,15
2016-03-16,22
2016-03-17,30
2016-03-18,16
2016-03-19,17
2016-03-20,0
2016-03-21,60
2016-03-22,30
2016-03-23,16
2016-03-24,32
2016-03-25,34
2016-03-26,0
2016-03-27,0
2016-03-28,32
2016-03-29,15
2016-03-30,23
2016-03-31,15
2016-04-01,16
2016-04-02,18
2016-04-03,0
2016-04-04,30
2016-04-05,30
2016-04-06,22
2016-04-07,15
2016-04-08,16
2016-04-09,35
2016-04-10,17
2016-04-11,30
2016-04-12,0
2016-04-13,15
2016-04-14,15
2016-04-15,24
2016-04-16,18
2016-04-17,0
2016-04-18,15
2016-04-19,0
2016-04-20,0
2016-04-21,15
2016-04-22,16
2016-04-23,0
2016-04-24,18
2016-04-25,15
2016-04-26,22
2016-04-27,15
2016-04-28,45
2016-04-29,32
2016-04-30,36
2016-05-01,36
2016-05-02,23
2016-05-03,0
2016-05-04,30
2016-05-05,16
2016-05-06,0
2016-05-07,18
2016-05-08,0
2016-05-09,23
2016-05-10,74
2016-05-11,22
2016-05-12,15
2016-05-13,16
2016-05-14,18
2016-05-15,0
2016-05-16,15
2016-05-17,30
2016-05-18,15
2016-05-19,23
2016-05-20,47
2016-05-21,0
2016-05-22,0
2016-05-23,0
2016-05-24,30
2016-05-25,30
2016-05-26,31
2016-05-27,16
2016-05-28,0
2016-05-29,0
2016-05-30,16
2016-05-31,31
2016-06-01,0
2016-06-02,15
2016-06-03,16
2016-06-04,18
2016-06-05,0
2016-06-06,0
2016-06-07,30
2016-06-08,0
2016-06-09,15
2016-06-10,0
2016-06-11,35
2016-06-12,18
2016-06-13,15
2016-06-14,0
2016-06-15,30
2016-06-16,30
2016-06-17,32
2016-06-18,0
2016-06-19,0
2016-06-20,30
2016-06-21,30
2016-06-22,15
2016-06-23,0
2016-06-24,24
2016-06-25,18
2016-06-26,36
2016-06-27,38
2016-06-28,38
2016-06-29,46
2016-06-30,78
2016-07-01,0
2016-07-02,0
2016-07-03,37
2016-07-04,40
2016-07-05,40
2016-07-06,24
2016-07-07,16
2016-07-08,25
2016-07-09,37
2016-07-10,37
2016-07-11,0
2016-07-12,23
2016-07-13,47
2016-07-14,47
2016-07-15,16
2016-07-16,36
2016-07-17,18
2016-07-18,31
2016-07-19,31
2016-07-20,78
2016-07-21,47
2016-07-22,16
2016-07-23,18
2016-07-24,0
2016-07-25,31
2016-07-26,15
2016-07-27,39
2016-07-28,31
2016-07-29,41
2016-07-30,19
2016-07-31,0
2016-08-01,46
2016-08-02,31
2016-08-03,23
2016-08-04,47
2016-08-05,32
2016-08-06,37
2016-08-07,0
2016-08-08,15
2016-08-09,100
2016-08-10,62
2016-08-11,55
2016-08-12,32
2016-08-13,0
2016-08-14,0
2016-08-15,48
2016-08-16,15
2016-08-17,31
2016-08-18,31
2016-08-19,16
2016-08-20,18
2016-08-21,18
2016-08-22,15
2016-08-23,39
2016-08-24,15
2016-08-25,54
2016-08-26,16
2016-08-27,54
2016-08-28,0
2016-08-29,45
2016-08-30,0
2016-08-31,37
2016-09-01,53
2016-09-02,39
2016-09-03,36
2016-09-04,17
2016-09-05,0
2016-09-06,67
2016-09-07,45
2016-09-08,45
2016-09-09,31
2016-09-10,35
2016-09-11,0
