date,NCLH
2015-04-10,23
2015-04-11,0
2015-04-12,26
2015-04-13,0
2015-04-14,21
2015-04-15,0
2015-04-16,43
2015-04-17,0
2015-04-18,0
2015-04-19,0
2015-04-20,0
2015-04-21,43
2015-04-22,21
2015-04-23,22
2015-04-24,45
2015-04-25,25
2015-04-26,25
2015-04-27,21
2015-04-28,21
2015-04-29,32
2015-04-30,22
2015-05-01,48
2015-05-02,26
2015-05-03,0
2015-05-04,32
2015-05-05,32
2015-05-06,64
2015-05-07,65
2015-05-08,34
2015-05-09,0
2015-05-10,26
2015-05-11,21
2015-05-12,21
2015-05-13,32
2015-05-14,44
2015-05-15,57
2015-05-16,26
2015-05-17,0
2015-05-18,42
2015-05-19,73
2015-05-20,63
2015-05-21,21
2015-05-22,22
2015-05-23,26
2015-05-24,0
2015-05-25,0
2015-05-26,21
2015-05-27,21
2015-05-28,21
2015-05-29,0
2015-05-30,0
2015-05-31,25
2015-06-01,0
2015-06-02,0
2015-06-03,0
2015-06-04,22
2015-06-05,0
2015-06-06,26
2015-06-07,0
2015-06-08,21
2015-06-09,31
2015-06-10,0
2015-06-11,22
2015-06-12,0
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,0
2015-06-17,21
2015-06-18,22
2015-06-19,23
2015-06-20,0
2015-06-21,25
2015-06-22,0
2015-06-23,21
2015-06-24,21
2015-06-25,22
2015-06-26,23
2015-06-27,0
2015-06-28,26
2015-06-29,0
2015-06-30,0
2015-07-01,65
2015-07-02,44
2015-07-03,46
2015-07-04,0
2015-07-05,0
2015-07-06,22
2015-07-07,42
2015-07-08,43
2015-07-09,22
2015-07-10,0
2015-07-11,0
2015-07-12,0
2015-07-13,21
2015-07-14,32
2015-07-15,43
2015-07-16,22
2015-07-17,23
2015-07-18,28
2015-07-19,0
2015-07-20,23
2015-07-21,22
2015-07-22,43
2015-07-23,0
2015-07-24,23
2015-07-25,0
2015-07-26,26
2015-07-27,74
2015-07-28,43
2015-07-29,21
2015-07-30,0
2015-07-31,56
2015-08-01,0
2015-08-02,0
2015-08-03,65
2015-08-04,32
2015-08-05,0
2015-08-06,0
2015-08-07,56
2015-08-08,0
2015-08-09,26
2015-08-10,43
2015-08-11,32
2015-08-12,64
2015-08-13,21
2015-08-14,22
2015-08-15,26
2015-08-16,100
2015-08-17,21
2015-08-18,42
2015-08-19,0
2015-08-20,22
2015-08-21,33
2015-08-22,38
2015-08-23,0
2015-08-24,52
2015-08-25,21
2015-08-26,63
2015-08-27,42
2015-08-28,22
2015-08-29,26
2015-08-30,25
2015-08-31,20
2015-09-01,31
2015-09-02,0
2015-09-03,21
2015-09-04,21
2015-09-05,0
2015-09-06,25
2015-09-07,0
2015-09-08,61
2015-09-09,20
2015-09-10,42
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,0
2015-09-15,20
2015-09-16,0
2015-09-17,20
2015-09-18,63
2015-09-19,0
2015-09-20,0
2015-09-21,20
2015-09-22,20
2015-09-23,41
2015-09-24,63
2015-09-25,33
2015-09-26,0
2015-09-27,0
2015-09-28,30
2015-09-29,60
2015-09-30,20
2015-10-01,40
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,40
2015-10-06,20
2015-10-07,0
2015-10-08,60
2015-10-09,21
2015-10-10,0
2015-10-11,0
2015-10-12,20
2015-10-13,20
2015-10-14,39
2015-10-15,0
2015-10-16,0
2015-10-17,0
2015-10-18,0
2015-10-19,0
2015-10-20,0
2015-10-21,0
2015-10-22,20
2015-10-23,21
2015-10-24,0
2015-10-25,0
2015-10-26,20
2015-10-27,20
2015-10-28,0
2015-10-29,40
2015-10-30,21
2015-10-31,24
2015-11-01,0
2015-11-02,20
2015-11-03,49
2015-11-04,20
2015-11-05,20
2015-11-06,0
2015-11-07,0
2015-11-08,0
2015-11-09,0
2015-11-10,20
2015-11-11,20
2015-11-12,20
2015-11-13,0
2015-11-14,23
2015-11-15,0
2015-11-16,20
2015-11-17,0
2015-11-18,20
2015-11-19,20
2015-11-20,0
2015-11-21,23
2015-11-22,0
2015-11-23,20
2015-11-24,0
2015-11-25,20
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,0
2015-12-01,0
2015-12-02,39
2015-12-03,20
2015-12-04,0
2015-12-05,0
2015-12-06,23
2015-12-07,20
2015-12-08,20
2015-12-09,20
2015-12-10,40
2015-12-11,0
2015-12-12,23
2015-12-13,0
2015-12-14,29
2015-12-15,21
2015-12-16,21
2015-12-17,21
2015-12-18,0
2015-12-19,25
2015-12-20,0
2015-12-21,21
2015-12-22,0
2015-12-23,23
2015-12-24,0
2015-12-25,0
2015-12-26,25
