date,online trading
2011-01-01,65
2011-01-02,63
2011-01-03,87
2011-01-04,68
2011-01-05,74
2011-01-06,77
2011-01-07,64
2011-01-08,63
2011-01-09,54
2011-01-10,68
2011-01-11,64
2011-01-12,71
2011-01-13,60
2011-01-14,62
2011-01-15,51
2011-01-16,53
2011-01-17,68
2011-01-18,73
2011-01-19,80
2011-01-20,62
2011-01-21,69
2011-01-22,59
2011-01-23,55
2011-01-24,72
2011-01-25,69
2011-01-26,50
2011-01-27,62
2011-01-28,67
2011-01-29,70
2011-01-30,57
2011-01-31,68
2011-02-01,65
2011-02-02,66
2011-02-03,65
2011-02-04,65
2011-02-05,56
2011-02-06,53
2011-02-07,64
2011-02-08,71
2011-02-09,67
2011-02-10,64
2011-02-11,63
2011-02-12,65
2011-02-13,58
2011-02-14,69
2011-02-15,64
2011-02-16,67
2011-02-17,71
2011-02-18,62
2011-02-19,59
2011-02-20,56
2011-02-21,60
2011-02-22,63
2011-02-23,62
2011-02-24,59
2011-02-25,55
2011-02-26,59
2011-02-27,53
2011-02-28,61
2011-03-01,63
2011-03-02,65
2011-03-03,58
2011-03-04,64
2011-03-05,40
2011-03-06,53
2011-03-07,63
2011-03-08,64
2011-03-09,63
2011-03-10,75
2011-03-11,61
2011-03-12,43
2011-03-13,51
2011-03-14,60
2011-03-15,57
2011-03-16,58
2011-03-17,60
2011-03-18,52
2011-03-19,49
2011-03-20,44
2011-03-21,76
2011-03-22,73
2011-03-23,51
2011-03-24,59
2011-03-25,69
2011-03-26,62
2011-03-27,55
2011-03-28,73
2011-03-29,57
2011-03-30,64
2011-03-31,67
2011-04-01,60
2011-04-02,49
2011-04-03,57
2011-04-04,57
2011-04-05,74
2011-04-06,61
2011-04-07,59
2011-04-08,63
2011-04-09,53
2011-04-10,53
2011-04-11,65
2011-04-12,57
2011-04-13,64
2011-04-14,56
2011-04-15,60
2011-04-16,54
2011-04-17,59
2011-04-18,72
2011-04-19,68
2011-04-20,67
2011-04-21,67
2011-04-22,58
2011-04-23,67
2011-04-24,59
2011-04-25,69
2011-04-26,65
2011-04-27,68
2011-04-28,64
2011-04-29,64
2011-04-30,64
2011-05-01,59
2011-05-02,68
2011-05-03,74
2011-05-04,61
2011-05-05,64
2011-05-06,60
2011-05-07,58
2011-05-08,66
2011-05-09,63
2011-05-10,61
2011-05-11,59
2011-05-12,60
2011-05-13,58
2011-05-14,52
2011-05-15,56
2011-05-16,64
2011-05-17,56
2011-05-18,55
2011-05-19,59
2011-05-20,55
2011-05-21,52
2011-05-22,59
2011-05-23,61
2011-05-24,70
2011-05-25,52
2011-05-26,63
2011-05-27,54
2011-05-28,58
2011-05-29,52
2011-05-30,63
2011-05-31,64
2011-06-01,73
2011-06-02,58
2011-06-03,68
2011-06-04,56
2011-06-05,55
2011-06-06,66
2011-06-07,70
2011-06-08,67
2011-06-09,58
2011-06-10,55
2011-06-11,56
2011-06-12,49
2011-06-13,59
2011-06-14,59
2011-06-15,63
2011-06-16,56
2011-06-17,50
2011-06-18,49
2011-06-19,60
2011-06-20,65
2011-06-21,65
2011-06-22,67
2011-06-23,62
2011-06-24,67
2011-06-25,47
2011-06-26,67
2011-06-27,74
2011-06-28,68
2011-06-29,60
2011-06-30,61
2011-07-01,69
2011-07-02,70
2011-07-03,41
2011-07-04,63
2011-07-05,71
2011-07-06,70
2011-07-07,62
2011-07-08,63
2011-07-09,62
2011-07-10,59
2011-07-11,62
2011-07-12,65
2011-07-13,72
2011-07-14,63
2011-07-15,60
2011-07-16,59
2011-07-17,61
2011-07-18,60
2011-07-19,71
2011-07-20,70
2011-07-21,72
2011-07-22,69
2011-07-23,66
2011-07-24,59
2011-07-25,76
2011-07-26,66
2011-07-27,70
2011-07-28,62
2011-07-29,59
2011-07-30,61
2011-07-31,51
2011-08-01,69
2011-08-02,65
2011-08-03,57
2011-08-04,75
2011-08-05,68
2011-08-06,66
2011-08-07,67
2011-08-08,85
2011-08-09,100
2011-08-10,83
2011-08-11,90
2011-08-12,83
2011-08-13,67
2011-08-14,61
2011-08-15,72
2011-08-16,67
2011-08-17,70
2011-08-18,74
2011-08-19,77
2011-08-20,68
2011-08-21,50
2011-08-22,64
2011-08-23,72
2011-08-24,68
2011-08-25,65
2011-08-26,76
2011-08-27,72
2011-08-28,67
2011-08-29,69
2011-08-30,72
2011-08-31,66
2011-09-01,53
2011-09-02,83
2011-09-03,60
2011-09-04,56
2011-09-05,73
2011-09-06,67
2011-09-07,69
2011-09-08,71
2011-09-09,67
2011-09-10,66
2011-09-11,54
2011-09-12,59
2011-09-13,64
2011-09-14,76
2011-09-15,60
2011-09-16,57
2011-09-17,60
2011-09-18,53
