date,online trading
2016-08-02,50
2016-08-03,50
2016-08-04,52
2016-08-05,46
2016-08-06,40
2016-08-07,47
2016-08-08,45
2016-08-09,40
2016-08-10,45
2016-08-11,42
2016-08-12,45
2016-08-13,38
2016-08-14,38
2016-08-15,43
2016-08-16,41
2016-08-17,45
2016-08-18,50
2016-08-19,50
2016-08-20,43
2016-08-21,42
2016-08-22,46
2016-08-23,48
2016-08-24,46
2016-08-25,49
2016-08-26,43
2016-08-27,43
2016-08-28,38
2016-08-29,47
2016-08-30,47
2016-08-31,46
2016-09-01,40
2016-09-02,43
2016-09-03,38
2016-09-04,37
2016-09-05,38
2016-09-06,38
2016-09-07,40
2016-09-08,42
2016-09-09,40
2016-09-10,48
2016-09-11,37
2016-09-12,38
2016-09-13,41
2016-09-14,44
2016-09-15,39
2016-09-16,42
2016-09-17,39
2016-09-18,47
2016-09-19,48
2016-09-20,46
2016-09-21,40
2016-09-22,47
2016-09-23,41
2016-09-24,37
2016-09-25,36
2016-09-26,39
2016-09-27,39
2016-09-28,52
2016-09-29,44
2016-09-30,39
2016-10-01,39
2016-10-02,35
2016-10-03,38
2016-10-04,44
2016-10-05,45
2016-10-06,45
2016-10-07,38
2016-10-08,34
2016-10-09,32
2016-10-10,43
2016-10-11,38
2016-10-12,39
2016-10-13,42
2016-10-14,40
2016-10-15,39
2016-10-16,34
2016-10-17,39
2016-10-18,39
2016-10-19,65
2016-10-20,55
2016-10-21,50
2016-10-22,54
2016-10-23,54
2016-10-24,46
2016-10-25,45
2016-10-26,37
2016-10-27,38
2016-10-28,39
2016-10-29,32
2016-10-30,37
2016-10-31,38
2016-11-01,39
2016-11-02,44
2016-11-03,44
2016-11-04,38
2016-11-05,40
2016-11-06,38
2016-11-07,43
2016-11-08,46
2016-11-09,47
2016-11-10,53
2016-11-11,45
2016-11-12,32
2016-11-13,37
2016-11-14,46
2016-11-15,43
2016-11-16,41
2016-11-17,41
2016-11-18,37
2016-11-19,35
2016-11-20,34
2016-11-21,38
2016-11-22,37
2016-11-23,40
2016-11-24,35
2016-11-25,43
2016-11-26,36
2016-11-27,36
2016-11-28,39
2016-11-29,38
2016-11-30,41
2016-12-01,42
2016-12-02,38
2016-12-03,34
2016-12-04,30
2016-12-05,40
2016-12-06,41
2016-12-07,33
2016-12-08,43
2016-12-09,40
2016-12-10,30
2016-12-11,34
2016-12-12,37
2016-12-13,37
2016-12-14,46
2016-12-15,43
2016-12-16,34
2016-12-17,42
2016-12-18,38
2016-12-19,41
2016-12-20,41
2016-12-21,45
2016-12-22,39
2016-12-23,46
2016-12-24,32
2016-12-25,41
2016-12-26,33
2016-12-27,44
2016-12-28,44
2016-12-29,39
2016-12-30,56
2016-12-31,67
2017-01-01,56
2017-01-02,44
2017-01-03,45
2017-01-04,42
2017-01-05,46
2017-01-06,38
2017-01-07,39
2017-01-08,36
2017-01-09,42
2017-01-10,44
2017-01-11,40
2017-01-12,49
2017-01-13,38
2017-01-14,35
2017-01-15,37
2017-01-16,45
2017-01-17,41
2017-01-18,47
2017-01-19,43
2017-01-20,42
2017-01-21,33
2017-01-22,33
2017-01-23,40
2017-01-24,45
2017-01-25,41
2017-01-26,40
2017-01-27,44
2017-01-28,39
2017-01-29,34
2017-01-30,50
2017-01-31,64
2017-02-01,51
2017-02-02,47
2017-02-03,41
2017-02-04,45
2017-02-05,37
2017-02-06,47
2017-02-07,41
2017-02-08,43
2017-02-09,48
2017-02-10,47
2017-02-11,36
2017-02-12,34
2017-02-13,38
2017-02-14,46
2017-02-15,45
2017-02-16,41
2017-02-17,46
2017-02-18,38
2017-02-19,36
2017-02-20,41
2017-02-21,44
2017-02-22,43
2017-02-23,43
2017-02-24,38
2017-02-25,38
2017-02-26,35
2017-02-27,47
2017-02-28,53
2017-03-01,44
2017-03-02,43
2017-03-03,42
2017-03-04,38
2017-03-05,31
2017-03-06,43
2017-03-07,34
2017-03-08,41
2017-03-09,34
2017-03-10,39
2017-03-11,34
2017-03-12,32
2017-03-13,37
2017-03-14,39
2017-03-15,38
2017-03-16,42
2017-03-17,42
2017-03-18,36
2017-03-19,31
2017-03-20,41
2017-03-21,35
2017-03-22,40
2017-03-23,43
2017-03-24,36
2017-03-25,32
2017-03-26,32
2017-03-27,40
2017-03-28,37
2017-03-29,41
2017-03-30,79
2017-03-31,100
2017-04-01,40
2017-04-02,36
2017-04-03,44
2017-04-04,41
2017-04-05,42
2017-04-06,40
2017-04-07,38
2017-04-08,31
2017-04-09,34
2017-04-10,39
2017-04-11,42
2017-04-12,38
2017-04-13,40
2017-04-14,32
2017-04-15,27
2017-04-16,33
2017-04-17,32
2017-04-18,40
