date,online trading
2015-08-18,72
2015-08-19,69
2015-08-20,74
2015-08-21,72
2015-08-22,59
2015-08-23,62
2015-08-24,100
2015-08-25,96
2015-08-26,96
2015-08-27,83
2015-08-28,75
2015-08-29,62
2015-08-30,61
2015-08-31,73
2015-09-01,67
2015-09-02,65
2015-09-03,67
2015-09-04,71
2015-09-05,59
2015-09-06,59
2015-09-07,75
2015-09-08,71
2015-09-09,68
2015-09-10,69
2015-09-11,67
2015-09-12,50
2015-09-13,60
2015-09-14,67
2015-09-15,74
2015-09-16,75
2015-09-17,67
2015-09-18,63
2015-09-19,53
2015-09-20,48
2015-09-21,70
2015-09-22,59
2015-09-23,69
2015-09-24,66
2015-09-25,64
2015-09-26,56
2015-09-27,60
2015-09-28,68
2015-09-29,67
2015-09-30,75
2015-10-01,59
2015-10-02,53
2015-10-03,74
2015-10-04,58
2015-10-05,64
2015-10-06,80
2015-10-07,79
2015-10-08,64
2015-10-09,65
2015-10-10,60
2015-10-11,66
2015-10-12,69
2015-10-13,71
2015-10-14,65
2015-10-15,70
2015-10-16,68
2015-10-17,51
2015-10-18,52
2015-10-19,63
2015-10-20,73
2015-10-21,60
2015-10-22,60
2015-10-23,67
2015-10-24,56
2015-10-25,50
2015-10-26,53
2015-10-27,66
2015-10-28,65
2015-10-29,59
2015-10-30,50
2015-10-31,47
2015-11-01,52
2015-11-02,67
2015-11-03,59
2015-11-04,70
2015-11-05,60
2015-11-06,67
2015-11-07,60
2015-11-08,56
2015-11-09,64
2015-11-10,71
2015-11-11,58
2015-11-12,70
2015-11-13,53
2015-11-14,42
2015-11-15,48
2015-11-16,56
2015-11-17,58
2015-11-18,70
2015-11-19,73
2015-11-20,55
2015-11-21,51
2015-11-22,57
2015-11-23,55
2015-11-24,61
2015-11-25,57
2015-11-26,59
2015-11-27,61
2015-11-28,46
2015-11-29,58
2015-11-30,67
2015-12-01,65
2015-12-02,62
2015-12-03,64
2015-12-04,56
2015-12-05,59
2015-12-06,59
2015-12-07,66
2015-12-08,63
2015-12-09,67
2015-12-10,57
2015-12-11,63
2015-12-12,53
2015-12-13,53
2015-12-14,63
2015-12-15,70
2015-12-16,60
2015-12-17,63
2015-12-18,71
2015-12-19,56
2015-12-20,63
2015-12-21,58
2015-12-22,70
2015-12-23,64
2015-12-24,66
2015-12-25,69
2015-12-26,64
2015-12-27,65
2015-12-28,74
2015-12-29,76
2015-12-30,64
2015-12-31,69
2016-01-01,63
2016-01-02,53
2016-01-03,57
2016-01-04,88
2016-01-05,95
2016-01-06,72
2016-01-07,73
2016-01-08,79
2016-01-09,59
2016-01-10,64
2016-01-11,68
2016-01-12,72
2016-01-13,72
2016-01-14,63
2016-01-15,73
2016-01-16,58
2016-01-17,56
2016-01-18,77
2016-01-19,89
2016-01-20,73
2016-01-21,75
2016-01-22,74
2016-01-23,67
2016-01-24,57
2016-01-25,75
2016-01-26,64
2016-01-27,75
2016-01-28,69
2016-01-29,63
2016-01-30,66
2016-01-31,56
2016-02-01,74
2016-02-02,68
2016-02-03,67
2016-02-04,70
2016-02-05,69
2016-02-06,62
2016-02-07,61
2016-02-08,71
2016-02-09,67
2016-02-10,63
2016-02-11,70
2016-02-12,70
2016-02-13,59
2016-02-14,59
2016-02-15,81
2016-02-16,69
2016-02-17,78
2016-02-18,66
2016-02-19,69
2016-02-20,51
2016-02-21,59
2016-02-22,73
2016-02-23,66
2016-02-24,54
2016-02-25,66
2016-02-26,67
2016-02-27,57
2016-02-28,68
2016-02-29,66
2016-03-01,69
2016-03-02,66
2016-03-03,74
2016-03-04,74
2016-03-05,61
2016-03-06,50
2016-03-07,69
2016-03-08,73
2016-03-09,66
2016-03-10,59
2016-03-11,67
2016-03-12,65
2016-03-13,62
2016-03-14,67
2016-03-15,72
2016-03-16,71
2016-03-17,77
2016-03-18,73
2016-03-19,59
2016-03-20,65
2016-03-21,77
2016-03-22,58
2016-03-23,71
2016-03-24,62
2016-03-25,59
2016-03-26,63
2016-03-27,47
2016-03-28,63
2016-03-29,69
2016-03-30,62
2016-03-31,64
2016-04-01,68
2016-04-02,52
2016-04-03,55
2016-04-04,69
2016-04-05,59
2016-04-06,66
2016-04-07,69
2016-04-08,68
2016-04-09,64
2016-04-10,66
2016-04-11,70
2016-04-12,75
2016-04-13,71
2016-04-14,70
2016-04-15,57
2016-04-16,57
2016-04-17,53
2016-04-18,70
2016-04-19,66
2016-04-20,65
2016-04-21,66
2016-04-22,69
2016-04-23,66
2016-04-24,57
2016-04-25,59
2016-04-26,77
2016-04-27,67
2016-04-28,64
2016-04-29,66
2016-04-30,69
2016-05-01,57
2016-05-02,73
2016-05-03,80
2016-05-04,65
