date,online trading
2012-01-26,61
2012-01-27,63
2012-01-28,61
2012-01-29,57
2012-01-30,63
2012-01-31,76
2012-02-01,65
2012-02-02,64
2012-02-03,64
2012-02-04,59
2012-02-05,67
2012-02-06,67
2012-02-07,65
2012-02-08,70
2012-02-09,62
2012-02-10,68
2012-02-11,65
2012-02-12,50
2012-02-13,64
2012-02-14,61
2012-02-15,62
2012-02-16,70
2012-02-17,73
2012-02-18,64
2012-02-19,61
2012-02-20,68
2012-02-21,61
2012-02-22,72
2012-02-23,55
2012-02-24,59
2012-02-25,52
2012-02-26,53
2012-02-27,72
2012-02-28,67
2012-02-29,68
2012-03-01,65
2012-03-02,63
2012-03-03,71
2012-03-04,62
2012-03-05,68
2012-03-06,61
2012-03-07,61
2012-03-08,55
2012-03-09,61
2012-03-10,62
2012-03-11,65
2012-03-12,64
2012-03-13,67
2012-03-14,64
2012-03-15,60
2012-03-16,66
2012-03-17,54
2012-03-18,59
2012-03-19,75
2012-03-20,57
2012-03-21,63
2012-03-22,60
2012-03-23,52
2012-03-24,62
2012-03-25,55
2012-03-26,78
2012-03-27,70
2012-03-28,67
2012-03-29,54
2012-03-30,52
2012-03-31,63
2012-04-01,54
2012-04-02,64
2012-04-03,62
2012-04-04,59
2012-04-05,53
2012-04-06,60
2012-04-07,59
2012-04-08,62
2012-04-09,60
2012-04-10,63
2012-04-11,68
2012-04-12,66
2012-04-13,54
2012-04-14,46
2012-04-15,63
2012-04-16,64
2012-04-17,60
2012-04-18,60
2012-04-19,60
2012-04-20,52
2012-04-21,55
2012-04-22,50
2012-04-23,63
2012-04-24,65
2012-04-25,78
2012-04-26,58
2012-04-27,51
2012-04-28,54
2012-04-29,51
2012-04-30,56
2012-05-01,58
2012-05-02,54
2012-05-03,62
2012-05-04,59
2012-05-05,61
2012-05-06,55
2012-05-07,68
2012-05-08,61
2012-05-09,61
2012-05-10,59
2012-05-11,61
2012-05-12,42
2012-05-13,57
2012-05-14,63
2012-05-15,65
2012-05-16,63
2012-05-17,64
2012-05-18,100
2012-05-19,73
2012-05-20,50
2012-05-21,66
2012-05-22,63
2012-05-23,63
2012-05-24,64
2012-05-25,58
2012-05-26,44
2012-05-27,47
2012-05-28,61
2012-05-29,68
2012-05-30,64
2012-05-31,69
2012-06-01,50
2012-06-02,50
2012-06-03,50
2012-06-04,52
2012-06-05,54
2012-06-06,54
2012-06-07,60
2012-06-08,58
2012-06-09,49
2012-06-10,49
2012-06-11,59
2012-06-12,59
2012-06-13,59
2012-06-14,56
2012-06-15,62
2012-06-16,53
2012-06-17,56
2012-06-18,56
2012-06-19,66
2012-06-20,58
2012-06-21,61
2012-06-22,49
2012-06-23,47
2012-06-24,55
2012-06-25,62
2012-06-26,70
2012-06-27,60
2012-06-28,63
2012-06-29,61
2012-06-30,45
2012-07-01,59
2012-07-02,65
2012-07-03,70
2012-07-04,57
2012-07-05,59
2012-07-06,50
2012-07-07,58
2012-07-08,51
2012-07-09,65
2012-07-10,57
2012-07-11,61
2012-07-12,60
2012-07-13,70
2012-07-14,53
2012-07-15,55
2012-07-16,56
2012-07-17,72
2012-07-18,59
2012-07-19,61
2012-07-20,60
2012-07-21,52
2012-07-22,56
2012-07-23,56
2012-07-24,53
2012-07-25,58
2012-07-26,63
2012-07-27,51
2012-07-28,55
2012-07-29,56
2012-07-30,56
2012-07-31,63
2012-08-01,58
2012-08-02,57
2012-08-03,57
2012-08-04,52
2012-08-05,51
2012-08-06,57
2012-08-07,65
2012-08-08,60
2012-08-09,58
2012-08-10,60
2012-08-11,60
2012-08-12,56
2012-08-13,60
2012-08-14,63
2012-08-15,52
2012-08-16,59
2012-08-17,59
2012-08-18,53
2012-08-19,52
2012-08-20,57
2012-08-21,65
2012-08-22,67
2012-08-23,61
2012-08-24,62
2012-08-25,59
2012-08-26,52
2012-08-27,59
2012-08-28,60
2012-08-29,70
2012-08-30,65
2012-08-31,57
2012-09-01,49
2012-09-02,51
2012-09-03,60
2012-09-04,56
2012-09-05,65
2012-09-06,65
2012-09-07,67
2012-09-08,59
2012-09-09,47
2012-09-10,53
2012-09-11,57
2012-09-12,60
2012-09-13,62
2012-09-14,65
2012-09-15,53
2012-09-16,66
2012-09-17,67
2012-09-18,74
2012-09-19,57
2012-09-20,60
2012-09-21,64
2012-09-22,56
2012-09-23,47
2012-09-24,65
2012-09-25,61
2012-09-26,57
2012-09-27,65
2012-09-28,57
2012-09-29,56
2012-09-30,56
2012-10-01,61
2012-10-02,58
2012-10-03,64
2012-10-04,58
2012-10-05,63
2012-10-06,54
2012-10-07,51
2012-10-08,68
2012-10-09,59
2012-10-10,71
2012-10-11,63
2012-10-12,66
