date,online trading
2011-05-11,64
2011-05-12,61
2011-05-13,62
2011-05-14,55
2011-05-15,53
2011-05-16,53
2011-05-17,55
2011-05-18,56
2011-05-19,53
2011-05-20,51
2011-05-21,45
2011-05-22,60
2011-05-23,64
2011-05-24,65
2011-05-25,49
2011-05-26,55
2011-05-27,60
2011-05-28,49
2011-05-29,52
2011-05-30,61
2011-05-31,63
2011-06-01,69
2011-06-02,52
2011-06-03,74
2011-06-04,56
2011-06-05,54
2011-06-06,60
2011-06-07,59
2011-06-08,57
2011-06-09,52
2011-06-10,57
2011-06-11,48
2011-06-12,55
2011-06-13,55
2011-06-14,67
2011-06-15,53
2011-06-16,56
2011-06-17,65
2011-06-18,43
2011-06-19,58
2011-06-20,65
2011-06-21,69
2011-06-22,65
2011-06-23,57
2011-06-24,62
2011-06-25,53
2011-06-26,54
2011-06-27,69
2011-06-28,66
2011-06-29,58
2011-06-30,70
2011-07-01,69
2011-07-02,63
2011-07-03,51
2011-07-04,57
2011-07-05,71
2011-07-06,62
2011-07-07,64
2011-07-08,75
2011-07-09,57
2011-07-10,56
2011-07-11,61
2011-07-12,64
2011-07-13,67
2011-07-14,61
2011-07-15,57
2011-07-16,50
2011-07-17,55
2011-07-18,70
2011-07-19,59
2011-07-20,67
2011-07-21,73
2011-07-22,71
2011-07-23,58
2011-07-24,66
2011-07-25,65
2011-07-26,72
2011-07-27,75
2011-07-28,65
2011-07-29,64
2011-07-30,66
2011-07-31,48
2011-08-01,71
2011-08-02,74
2011-08-03,57
2011-08-04,62
2011-08-05,70
2011-08-06,72
2011-08-07,55
2011-08-08,90
2011-08-09,100
2011-08-10,79
2011-08-11,96
2011-08-12,81
2011-08-13,63
2011-08-14,63
2011-08-15,85
2011-08-16,71
2011-08-17,60
2011-08-18,83
2011-08-19,76
2011-08-20,64
2011-08-21,55
2011-08-22,66
2011-08-23,64
2011-08-24,68
2011-08-25,61
2011-08-26,80
2011-08-27,66
2011-08-28,73
2011-08-29,71
2011-08-30,69
2011-08-31,54
2011-09-01,66
2011-09-02,77
2011-09-03,54
2011-09-04,61
2011-09-05,75
2011-09-06,62
2011-09-07,70
2011-09-08,65
2011-09-09,65
2011-09-10,55
2011-09-11,55
2011-09-12,50
2011-09-13,67
2011-09-14,71
2011-09-15,58
2011-09-16,63
2011-09-17,57
2011-09-18,50
2011-09-19,70
2011-09-20,69
2011-09-21,55
2011-09-22,66
2011-09-23,94
2011-09-24,75
2011-09-25,68
2011-09-26,75
2011-09-27,73
2011-09-28,63
2011-09-29,63
2011-09-30,67
2011-10-01,55
2011-10-02,55
2011-10-03,67
2011-10-04,63
2011-10-05,56
2011-10-06,50
2011-10-07,62
2011-10-08,57
2011-10-09,57
2011-10-10,62
2011-10-11,52
2011-10-12,57
2011-10-13,64
2011-10-14,62
2011-10-15,67
2011-10-16,61
2011-10-17,53
2011-10-18,62
2011-10-19,61
2011-10-20,67
2011-10-21,64
2011-10-22,56
2011-10-23,46
2011-10-24,53
2011-10-25,54
2011-10-26,61
2011-10-27,64
2011-10-28,57
2011-10-29,54
2011-10-30,58
2011-10-31,68
2011-11-01,66
2011-11-02,60
2011-11-03,63
2011-11-04,64
2011-11-05,56
2011-11-06,54
2011-11-07,60
2011-11-08,61
2011-11-09,50
2011-11-10,55
2011-11-11,65
2011-11-12,53
2011-11-13,48
2011-11-14,53
2011-11-15,65
2011-11-16,54
2011-11-17,61
2011-11-18,52
2011-11-19,52
2011-11-20,53
2011-11-21,56
2011-11-22,49
2011-11-23,62
2011-11-24,54
2011-11-25,61
2011-11-26,64
2011-11-27,46
2011-11-28,50
2011-11-29,65
2011-11-30,73
2011-12-01,53
2011-12-02,57
2011-12-03,48
2011-12-04,52
2011-12-05,55
2011-12-06,57
2011-12-07,52
2011-12-08,54
2011-12-09,56
2011-12-10,58
2011-12-11,56
2011-12-12,52
2011-12-13,59
2011-12-14,56
2011-12-15,54
2011-12-16,52
2011-12-17,53
2011-12-18,51
2011-12-19,63
2011-12-20,51
2011-12-21,52
2011-12-22,60
2011-12-23,62
2011-12-24,47
2011-12-25,51
2011-12-26,80
2011-12-27,59
2011-12-28,62
2011-12-29,47
2011-12-30,51
2011-12-31,37
2012-01-01,51
2012-01-02,68
2012-01-03,65
2012-01-04,64
2012-01-05,59
2012-01-06,54
2012-01-07,60
2012-01-08,60
2012-01-09,63
2012-01-10,48
2012-01-11,66
2012-01-12,64
2012-01-13,51
2012-01-14,56
2012-01-15,59
2012-01-16,55
2012-01-17,61
2012-01-18,58
2012-01-19,56
2012-01-20,57
2012-01-21,50
2012-01-22,52
2012-01-23,60
2012-01-24,60
2012-01-25,57
2012-01-26,47
