date,online trading
2012-06-04,72
2012-06-05,84
2012-06-06,74
2012-06-07,76
2012-06-08,71
2012-06-09,77
2012-06-10,62
2012-06-11,77
2012-06-12,81
2012-06-13,75
2012-06-14,65
2012-06-15,82
2012-06-16,65
2012-06-17,69
2012-06-18,91
2012-06-19,79
2012-06-20,72
2012-06-21,72
2012-06-22,55
2012-06-23,62
2012-06-24,71
2012-06-25,87
2012-06-26,87
2012-06-27,63
2012-06-28,83
2012-06-29,72
2012-06-30,56
2012-07-01,74
2012-07-02,82
2012-07-03,85
2012-07-04,85
2012-07-05,77
2012-07-06,67
2012-07-07,79
2012-07-08,50
2012-07-09,81
2012-07-10,93
2012-07-11,73
2012-07-12,64
2012-07-13,73
2012-07-14,59
2012-07-15,77
2012-07-16,65
2012-07-17,85
2012-07-18,76
2012-07-19,70
2012-07-20,92
2012-07-21,59
2012-07-22,64
2012-07-23,78
2012-07-24,75
2012-07-25,81
2012-07-26,83
2012-07-27,78
2012-07-28,65
2012-07-29,62
2012-07-30,81
2012-07-31,74
2012-08-01,80
2012-08-02,72
2012-08-03,80
2012-08-04,60
2012-08-05,73
2012-08-06,78
2012-08-07,88
2012-08-08,74
2012-08-09,70
2012-08-10,70
2012-08-11,81
2012-08-12,63
2012-08-13,72
2012-08-14,80
2012-08-15,78
2012-08-16,80
2012-08-17,73
2012-08-18,76
2012-08-19,68
2012-08-20,66
2012-08-21,89
2012-08-22,87
2012-08-23,78
2012-08-24,96
2012-08-25,73
2012-08-26,73
2012-08-27,70
2012-08-28,78
2012-08-29,90
2012-08-30,77
2012-08-31,66
2012-09-01,78
2012-09-02,59
2012-09-03,79
2012-09-04,77
2012-09-05,88
2012-09-06,93
2012-09-07,80
2012-09-08,84
2012-09-09,59
2012-09-10,82
2012-09-11,81
2012-09-12,74
2012-09-13,75
2012-09-14,83
2012-09-15,58
2012-09-16,82
2012-09-17,84
2012-09-18,76
2012-09-19,85
2012-09-20,78
2012-09-21,74
2012-09-22,79
2012-09-23,58
2012-09-24,80
2012-09-25,73
2012-09-26,83
2012-09-27,71
2012-09-28,78
2012-09-29,64
2012-09-30,77
2012-10-01,91
2012-10-02,80
2012-10-03,74
2012-10-04,75
2012-10-05,74
2012-10-06,75
2012-10-07,57
2012-10-08,95
2012-10-09,79
2012-10-10,86
2012-10-11,79
2012-10-12,89
2012-10-13,59
2012-10-14,58
2012-10-15,75
2012-10-16,70
2012-10-17,66
2012-10-18,75
2012-10-19,61
2012-10-20,66
2012-10-21,74
2012-10-22,73
2012-10-23,70
2012-10-24,64
2012-10-25,82
2012-10-26,76
2012-10-27,60
2012-10-28,55
2012-10-29,69
2012-10-30,85
2012-10-31,74
2012-11-01,71
2012-11-02,71
2012-11-03,67
2012-11-04,58
2012-11-05,79
2012-11-06,79
2012-11-07,69
2012-11-08,81
2012-11-09,74
2012-11-10,60
2012-11-11,70
2012-11-12,65
2012-11-13,60
2012-11-14,70
2012-11-15,72
2012-11-16,68
2012-11-17,77
2012-11-18,73
2012-11-19,68
2012-11-20,69
2012-11-21,65
2012-11-22,69
2012-11-23,64
2012-11-24,57
2012-11-25,51
2012-11-26,67
2012-11-27,74
2012-11-28,63
2012-11-29,75
2012-11-30,69
2012-12-01,71
2012-12-02,64
2012-12-03,70
2012-12-04,79
2012-12-05,88
2012-12-06,76
2012-12-07,68
2012-12-08,66
2012-12-09,61
2012-12-10,66
2012-12-11,87
2012-12-12,77
2012-12-13,78
2012-12-14,74
2012-12-15,59
2012-12-16,60
2012-12-17,71
2012-12-18,78
2012-12-19,76
2012-12-20,73
2012-12-21,67
2012-12-22,53
2012-12-23,66
2012-12-24,84
2012-12-25,80
2012-12-26,84
2012-12-27,84
2012-12-28,87
2012-12-29,69
2012-12-30,64
2012-12-31,83
2013-01-01,69
2013-01-02,91
2013-01-03,100
2013-01-04,94
2013-01-05,89
2013-01-06,70
2013-01-07,86
2013-01-08,75
2013-01-09,60
2013-01-10,74
2013-01-11,75
2013-01-12,62
2013-01-13,62
2013-01-14,75
2013-01-15,82
2013-01-16,79
2013-01-17,80
2013-01-18,73
2013-01-19,63
2013-01-20,76
2013-01-21,79
2013-01-22,76
2013-01-23,81
2013-01-24,66
2013-01-25,63
2013-01-26,66
2013-01-27,72
2013-01-28,71
2013-01-29,76
2013-01-30,79
2013-01-31,75
2013-02-01,100
2013-02-02,78
2013-02-03,74
2013-02-04,69
2013-02-05,93
2013-02-06,81
2013-02-07,63
2013-02-08,76
2013-02-09,73
2013-02-10,72
2013-02-11,77
2013-02-12,77
2013-02-13,80
2013-02-14,70
2013-02-15,69
2013-02-16,63
2013-02-17,59
2013-02-18,76
2013-02-19,81
