date,online trading
2014-03-16,53
2014-03-17,59
2014-03-18,61
2014-03-19,58
2014-03-20,52
2014-03-21,50
2014-03-22,50
2014-03-23,46
2014-03-24,64
2014-03-25,55
2014-03-26,67
2014-03-27,57
2014-03-28,50
2014-03-29,52
2014-03-30,44
2014-03-31,57
2014-04-01,58
2014-04-02,55
2014-04-03,66
2014-04-04,54
2014-04-05,56
2014-04-06,49
2014-04-07,56
2014-04-08,66
2014-04-09,55
2014-04-10,62
2014-04-11,62
2014-04-12,47
2014-04-13,46
2014-04-14,62
2014-04-15,58
2014-04-16,59
2014-04-17,66
2014-04-18,66
2014-04-19,57
2014-04-20,51
2014-04-21,65
2014-04-22,59
2014-04-23,58
2014-04-24,65
2014-04-25,58
2014-04-26,38
2014-04-27,44
2014-04-28,45
2014-04-29,49
2014-04-30,64
2014-05-01,53
2014-05-02,52
2014-05-03,49
2014-05-04,57
2014-05-05,59
2014-05-06,54
2014-05-07,59
2014-05-08,54
2014-05-09,52
2014-05-10,54
2014-05-11,50
2014-05-12,49
2014-05-13,65
2014-05-14,57
2014-05-15,65
2014-05-16,56
2014-05-17,55
2014-05-18,45
2014-05-19,63
2014-05-20,58
2014-05-21,57
2014-05-22,62
2014-05-23,60
2014-05-24,50
2014-05-25,47
2014-05-26,61
2014-05-27,63
2014-05-28,63
2014-05-29,53
2014-05-30,54
2014-05-31,50
2014-06-01,51
2014-06-02,58
2014-06-03,49
2014-06-04,65
2014-06-05,62
2014-06-06,63
2014-06-07,52
2014-06-08,59
2014-06-09,67
2014-06-10,65
2014-06-11,64
2014-06-12,67
2014-06-13,62
2014-06-14,49
2014-06-15,47
2014-06-16,51
2014-06-17,62
2014-06-18,52
2014-06-19,62
2014-06-20,58
2014-06-21,51
2014-06-22,45
2014-06-23,69
2014-06-24,55
2014-06-25,56
2014-06-26,52
2014-06-27,56
2014-06-28,48
2014-06-29,50
2014-06-30,58
2014-07-01,53
2014-07-02,67
2014-07-03,61
2014-07-04,54
2014-07-05,48
2014-07-06,48
2014-07-07,65
2014-07-08,67
2014-07-09,54
2014-07-10,59
2014-07-11,58
2014-07-12,49
2014-07-13,44
2014-07-14,69
2014-07-15,56
2014-07-16,58
2014-07-17,64
2014-07-18,61
2014-07-19,49
2014-07-20,59
2014-07-21,71
2014-07-22,71
2014-07-23,66
2014-07-24,59
2014-07-25,56
2014-07-26,46
2014-07-27,50
2014-07-28,61
2014-07-29,61
2014-07-30,54
2014-07-31,63
2014-08-01,64
2014-08-02,57
2014-08-03,49
2014-08-04,59
2014-08-05,59
2014-08-06,55
2014-08-07,61
2014-08-08,61
2014-08-09,49
2014-08-10,51
2014-08-11,66
2014-08-12,65
2014-08-13,65
2014-08-14,63
2014-08-15,58
2014-08-16,61
2014-08-17,62
2014-08-18,56
2014-08-19,57
2014-08-20,68
2014-08-21,68
2014-08-22,69
2014-08-23,50
2014-08-24,49
2014-08-25,63
2014-08-26,64
2014-08-27,54
2014-08-28,55
2014-08-29,52
2014-08-30,54
2014-08-31,42
2014-09-01,59
2014-09-02,71
2014-09-03,63
2014-09-04,55
2014-09-05,61
2014-09-06,48
2014-09-07,44
2014-09-08,58
2014-09-09,56
2014-09-10,57
2014-09-11,51
2014-09-12,60
2014-09-13,48
2014-09-14,52
2014-09-15,76
2014-09-16,59
2014-09-17,70
2014-09-18,63
2014-09-19,70
2014-09-20,60
2014-09-21,64
2014-09-22,100
2014-09-23,77
2014-09-24,68
2014-09-25,77
2014-09-26,68
2014-09-27,55
2014-09-28,52
2014-09-29,65
2014-09-30,59
2014-10-01,69
2014-10-02,58
2014-10-03,53
2014-10-04,56
2014-10-05,55
2014-10-06,54
2014-10-07,67
2014-10-08,72
2014-10-09,64
2014-10-10,63
2014-10-11,52
2014-10-12,43
2014-10-13,64
2014-10-14,68
2014-10-15,66
2014-10-16,65
2014-10-17,61
2014-10-18,62
2014-10-19,46
2014-10-20,59
2014-10-21,64
2014-10-22,71
2014-10-23,55
2014-10-24,58
2014-10-25,48
2014-10-26,54
2014-10-27,59
2014-10-28,53
2014-10-29,58
2014-10-30,59
2014-10-31,55
2014-11-01,44
2014-11-02,51
2014-11-03,59
2014-11-04,58
2014-11-05,59
2014-11-06,57
2014-11-07,69
2014-11-08,51
2014-11-09,52
2014-11-10,61
2014-11-11,57
2014-11-12,67
2014-11-13,49
2014-11-14,54
2014-11-15,51
2014-11-16,44
2014-11-17,56
2014-11-18,70
2014-11-19,56
2014-11-20,59
2014-11-21,56
2014-11-22,50
2014-11-23,60
2014-11-24,53
2014-11-25,54
2014-11-26,55
2014-11-27,58
2014-11-28,52
2014-11-29,56
2014-11-30,49
2014-12-01,69
