date,online trading
2017-01-19,48
2017-01-20,43
2017-01-21,40
2017-01-22,36
2017-01-23,47
2017-01-24,46
2017-01-25,47
2017-01-26,41
2017-01-27,43
2017-01-28,41
2017-01-29,35
2017-01-30,54
2017-01-31,76
2017-02-01,54
2017-02-02,48
2017-02-03,49
2017-02-04,43
2017-02-05,41
2017-02-06,50
2017-02-07,50
2017-02-08,41
2017-02-09,45
2017-02-10,45
2017-02-11,42
2017-02-12,39
2017-02-13,39
2017-02-14,43
2017-02-15,41
2017-02-16,43
2017-02-17,45
2017-02-18,41
2017-02-19,38
2017-02-20,43
2017-02-21,49
2017-02-22,45
2017-02-23,46
2017-02-24,38
2017-02-25,40
2017-02-26,35
2017-02-27,55
2017-02-28,57
2017-03-01,49
2017-03-02,49
2017-03-03,40
2017-03-04,47
2017-03-05,37
2017-03-06,41
2017-03-07,42
2017-03-08,42
2017-03-09,42
2017-03-10,42
2017-03-11,37
2017-03-12,34
2017-03-13,42
2017-03-14,45
2017-03-15,45
2017-03-16,44
2017-03-17,43
2017-03-18,36
2017-03-19,35
2017-03-20,45
2017-03-21,40
2017-03-22,45
2017-03-23,48
2017-03-24,39
2017-03-25,35
2017-03-26,32
2017-03-27,41
2017-03-28,43
2017-03-29,44
2017-03-30,80
2017-03-31,100
2017-04-01,41
