date,online trading
2016-09-11,37
2016-09-12,46
2016-09-13,39
2016-09-14,45
2016-09-15,45
2016-09-16,41
2016-09-17,36
2016-09-18,48
2016-09-19,47
2016-09-20,45
2016-09-21,44
2016-09-22,46
2016-09-23,42
2016-09-24,37
2016-09-25,38
2016-09-26,44
2016-09-27,43
2016-09-28,51
2016-09-29,47
2016-09-30,43
2016-10-01,43
2016-10-02,38
2016-10-03,42
2016-10-04,46
2016-10-05,49
2016-10-06,39
2016-10-07,44
2016-10-08,37
2016-10-09,31
2016-10-10,42
2016-10-11,39
2016-10-12,49
2016-10-13,38
2016-10-14,41
2016-10-15,40
2016-10-16,35
2016-10-17,44
2016-10-18,47
2016-10-19,67
2016-10-20,62
2016-10-21,53
2016-10-22,61
2016-10-23,52
2016-10-24,52
2016-10-25,47
2016-10-26,43
2016-10-27,40
2016-10-28,40
2016-10-29,35
2016-10-30,45
2016-10-31,41
2016-11-01,39
2016-11-02,43
2016-11-03,44
2016-11-04,42
2016-11-05,38
2016-11-06,40
2016-11-07,44
2016-11-08,46
2016-11-09,43
2016-11-10,50
2016-11-11,46
2016-11-12,36
2016-11-13,40
2016-11-14,46
2016-11-15,51
2016-11-16,38
2016-11-17,44
2016-11-18,41
2016-11-19,35
2016-11-20,38
2016-11-21,45
2016-11-22,42
2016-11-23,42
2016-11-24,42
2016-11-25,44
2016-11-26,37
2016-11-27,35
2016-11-28,42
2016-11-29,44
2016-11-30,48
2016-12-01,43
2016-12-02,38
2016-12-03,37
2016-12-04,37
2016-12-05,43
2016-12-06,43
2016-12-07,45
2016-12-08,41
2016-12-09,41
2016-12-10,34
2016-12-11,40
2016-12-12,37
2016-12-13,43
2016-12-14,49
2016-12-15,47
2016-12-16,39
2016-12-17,44
2016-12-18,36
2016-12-19,46
2016-12-20,40
2016-12-21,47
2016-12-22,40
2016-12-23,49
2016-12-24,39
2016-12-25,42
2016-12-26,43
2016-12-27,44
2016-12-28,52
2016-12-29,45
2016-12-30,63
2016-12-31,73
2017-01-01,64
2017-01-02,44
2017-01-03,46
2017-01-04,46
2017-01-05,44
2017-01-06,41
2017-01-07,39
2017-01-08,38
2017-01-09,43
2017-01-10,44
2017-01-11,45
2017-01-12,50
2017-01-13,39
2017-01-14,32
2017-01-15,38
2017-01-16,45
2017-01-17,43
2017-01-18,48
2017-01-19,46
2017-01-20,43
2017-01-21,35
2017-01-22,38
2017-01-23,43
2017-01-24,45
2017-01-25,50
2017-01-26,43
2017-01-27,42
2017-01-28,39
2017-01-29,35
2017-01-30,55
2017-01-31,71
2017-02-01,54
2017-02-02,47
2017-02-03,49
2017-02-04,48
2017-02-05,36
2017-02-06,52
2017-02-07,51
2017-02-08,45
2017-02-09,48
2017-02-10,43
2017-02-11,44
2017-02-12,37
2017-02-13,45
2017-02-14,45
2017-02-15,47
2017-02-16,46
2017-02-17,47
2017-02-18,39
2017-02-19,36
2017-02-20,47
2017-02-21,49
2017-02-22,47
2017-02-23,45
2017-02-24,39
2017-02-25,43
2017-02-26,37
2017-02-27,51
2017-02-28,56
2017-03-01,51
2017-03-02,44
2017-03-03,40
2017-03-04,47
2017-03-05,35
2017-03-06,46
2017-03-07,40
2017-03-08,44
2017-03-09,45
2017-03-10,44
2017-03-11,34
2017-03-12,35
2017-03-13,40
2017-03-14,47
2017-03-15,41
2017-03-16,42
2017-03-17,44
2017-03-18,36
2017-03-19,33
2017-03-20,46
2017-03-21,42
2017-03-22,45
2017-03-23,45
2017-03-24,39
2017-03-25,34
2017-03-26,32
2017-03-27,45
2017-03-28,44
2017-03-29,47
2017-03-30,88
2017-03-31,100
2017-04-01,37
