date,online trading
2011-09-18,54
2011-09-19,67
2011-09-20,75
2011-09-21,67
2011-09-22,65
2011-09-23,88
2011-09-24,92
2011-09-25,65
2011-09-26,72
2011-09-27,73
2011-09-28,68
2011-09-29,73
2011-09-30,70
2011-10-01,65
2011-10-02,58
2011-10-03,69
2011-10-04,65
2011-10-05,75
2011-10-06,55
2011-10-07,63
2011-10-08,58
2011-10-09,51
2011-10-10,65
2011-10-11,71
2011-10-12,63
2011-10-13,65
2011-10-14,60
2011-10-15,62
2011-10-16,53
2011-10-17,60
2011-10-18,63
2011-10-19,59
2011-10-20,56
2011-10-21,52
2011-10-22,55
2011-10-23,65
2011-10-24,67
2011-10-25,59
2011-10-26,65
2011-10-27,61
2011-10-28,63
2011-10-29,62
2011-10-30,67
2011-10-31,74
2011-11-01,71
2011-11-02,76
2011-11-03,69
2011-11-04,60
2011-11-05,64
2011-11-06,57
2011-11-07,58
2011-11-08,55
2011-11-09,64
2011-11-10,61
2011-11-11,64
2011-11-12,61
2011-11-13,48
2011-11-14,63
2011-11-15,55
2011-11-16,57
2011-11-17,63
2011-11-18,55
2011-11-19,54
2011-11-20,57
2011-11-21,61
2011-11-22,64
2011-11-23,66
2011-11-24,62
2011-11-25,55
2011-11-26,63
2011-11-27,43
2011-11-28,62
2011-11-29,59
2011-11-30,68
2011-12-01,59
2011-12-02,63
2011-12-03,50
2011-12-04,52
2011-12-05,62
2011-12-06,61
2011-12-07,55
2011-12-08,53
2011-12-09,54
2011-12-10,57
2011-12-11,57
2011-12-12,57
2011-12-13,63
2011-12-14,51
2011-12-15,54
2011-12-16,59
2011-12-17,62
2011-12-18,58
2011-12-19,58
2011-12-20,50
2011-12-21,68
2011-12-22,71
2011-12-23,65
2011-12-24,62
2011-12-25,52
2011-12-26,81
2011-12-27,65
2011-12-28,61
2011-12-29,76
2011-12-30,54
2011-12-31,45
2012-01-01,57
2012-01-02,70
2012-01-03,62
2012-01-04,74
2012-01-05,69
2012-01-06,64
2012-01-07,60
2012-01-08,67
2012-01-09,70
2012-01-10,53
2012-01-11,68
2012-01-12,63
2012-01-13,56
2012-01-14,53
2012-01-15,68
2012-01-16,67
2012-01-17,59
2012-01-18,61
2012-01-19,57
2012-01-20,66
2012-01-21,60
2012-01-22,54
2012-01-23,69
2012-01-24,64
2012-01-25,61
2012-01-26,60
2012-01-27,64
2012-01-28,52
2012-01-29,64
2012-01-30,67
2012-01-31,63
2012-02-01,64
2012-02-02,66
2012-02-03,60
2012-02-04,56
2012-02-05,58
2012-02-06,60
2012-02-07,65
2012-02-08,69
2012-02-09,55
2012-02-10,65
2012-02-11,55
2012-02-12,59
2012-02-13,63
2012-02-14,60
2012-02-15,51
2012-02-16,60
2012-02-17,78
2012-02-18,67
2012-02-19,50
2012-02-20,72
2012-02-21,60
2012-02-22,67
2012-02-23,57
2012-02-24,66
2012-02-25,53
2012-02-26,58
2012-02-27,68
2012-02-28,73
2012-02-29,60
2012-03-01,60
2012-03-02,60
2012-03-03,73
2012-03-04,56
2012-03-05,59
2012-03-06,55
2012-03-07,52
2012-03-08,53
2012-03-09,54
2012-03-10,52
2012-03-11,62
2012-03-12,59
2012-03-13,60
2012-03-14,58
2012-03-15,54
2012-03-16,65
2012-03-17,58
2012-03-18,59
2012-03-19,76
2012-03-20,54
2012-03-21,62
2012-03-22,50
2012-03-23,53
2012-03-24,58
2012-03-25,59
2012-03-26,66
2012-03-27,60
2012-03-28,69
2012-03-29,56
2012-03-30,51
2012-03-31,52
2012-04-01,54
2012-04-02,70
2012-04-03,69
2012-04-04,59
2012-04-05,52
2012-04-06,56
2012-04-07,65
2012-04-08,63
2012-04-09,61
2012-04-10,58
2012-04-11,67
2012-04-12,68
2012-04-13,45
2012-04-14,50
2012-04-15,65
2012-04-16,62
2012-04-17,53
2012-04-18,54
2012-04-19,50
2012-04-20,52
2012-04-21,55
2012-04-22,49
2012-04-23,66
2012-04-24,53
2012-04-25,67
2012-04-26,61
2012-04-27,54
2012-04-28,59
2012-04-29,48
2012-04-30,58
2012-05-01,59
2012-05-02,59
2012-05-03,66
2012-05-04,56
2012-05-05,56
2012-05-06,47
2012-05-07,62
2012-05-08,54
2012-05-09,56
2012-05-10,61
2012-05-11,61
2012-05-12,46
2012-05-13,48
2012-05-14,53
2012-05-15,61
2012-05-16,57
2012-05-17,57
2012-05-18,100
2012-05-19,63
2012-05-20,51
2012-05-21,70
2012-05-22,56
2012-05-23,54
2012-05-24,56
2012-05-25,51
2012-05-26,52
2012-05-27,49
2012-05-28,63
2012-05-29,59
2012-05-30,61
2012-05-31,61
2012-06-01,50
2012-06-02,62
2012-06-03,52
2012-06-04,46
