date,online trading
2015-04-10,70
2015-04-11,53
2015-04-12,53
2015-04-13,67
2015-04-14,68
2015-04-15,71
2015-04-16,68
2015-04-17,72
2015-04-18,57
2015-04-19,54
2015-04-20,67
2015-04-21,69
2015-04-22,65
2015-04-23,70
2015-04-24,65
2015-04-25,64
2015-04-26,51
2015-04-27,66
2015-04-28,65
2015-04-29,73
2015-04-30,66
2015-05-01,65
2015-05-02,61
2015-05-03,50
2015-05-04,51
2015-05-05,64
2015-05-06,71
2015-05-07,63
2015-05-08,62
2015-05-09,65
2015-05-10,56
2015-05-11,70
2015-05-12,66
2015-05-13,71
2015-05-14,52
2015-05-15,71
2015-05-16,60
2015-05-17,57
2015-05-18,58
2015-05-19,56
2015-05-20,68
2015-05-21,62
2015-05-22,57
2015-05-23,60
2015-05-24,57
2015-05-25,69
2015-05-26,62
2015-05-27,51
2015-05-28,63
2015-05-29,58
2015-05-30,59
2015-05-31,57
2015-06-01,61
2015-06-02,64
2015-06-03,78
2015-06-04,68
2015-06-05,68
2015-06-06,56
2015-06-07,60
2015-06-08,66
2015-06-09,63
2015-06-10,72
2015-06-11,64
2015-06-12,62
2015-06-13,50
2015-06-14,56
2015-06-15,62
2015-06-16,71
2015-06-17,66
2015-06-18,72
2015-06-19,70
2015-06-20,54
2015-06-21,49
2015-06-22,60
2015-06-23,69
2015-06-24,71
2015-06-25,72
2015-06-26,65
2015-06-27,58
2015-06-28,62
2015-06-29,77
2015-06-30,61
2015-07-01,62
2015-07-02,61
2015-07-03,69
2015-07-04,54
2015-07-05,58
2015-07-06,80
2015-07-07,74
2015-07-08,71
2015-07-09,81
2015-07-10,60
2015-07-11,55
2015-07-12,49
2015-07-13,75
2015-07-14,60
2015-07-15,71
2015-07-16,63
2015-07-17,63
2015-07-18,51
2015-07-19,56
2015-07-20,69
2015-07-21,75
2015-07-22,67
2015-07-23,66
2015-07-24,63
2015-07-25,62
2015-07-26,62
2015-07-27,68
2015-07-28,68
2015-07-29,70
2015-07-30,61
2015-07-31,70
2015-08-01,57
2015-08-02,64
2015-08-03,70
2015-08-04,70
2015-08-05,71
2015-08-06,66
2015-08-07,56
2015-08-08,61
2015-08-09,51
2015-08-10,67
2015-08-11,73
2015-08-12,74
2015-08-13,72
2015-08-14,65
2015-08-15,58
2015-08-16,54
2015-08-17,62
2015-08-18,59
2015-08-19,67
2015-08-20,74
2015-08-21,68
2015-08-22,60
2015-08-23,60
2015-08-24,100
2015-08-25,94
2015-08-26,89
2015-08-27,86
2015-08-28,76
2015-08-29,60
2015-08-30,59
2015-08-31,64
2015-09-01,72
2015-09-02,72
2015-09-03,73
2015-09-04,72
2015-09-05,55
2015-09-06,58
2015-09-07,67
2015-09-08,68
2015-09-09,68
2015-09-10,61
2015-09-11,74
2015-09-12,59
2015-09-13,60
2015-09-14,72
2015-09-15,76
2015-09-16,71
2015-09-17,62
2015-09-18,51
2015-09-19,50
2015-09-20,47
2015-09-21,70
2015-09-22,65
2015-09-23,65
2015-09-24,63
2015-09-25,65
2015-09-26,51
2015-09-27,54
2015-09-28,69
2015-09-29,71
2015-09-30,73
2015-10-01,69
2015-10-02,64
2015-10-03,62
2015-10-04,63
2015-10-05,68
2015-10-06,78
2015-10-07,77
2015-10-08,67
2015-10-09,66
2015-10-10,57
2015-10-11,65
2015-10-12,62
2015-10-13,64
2015-10-14,65
2015-10-15,61
2015-10-16,61
2015-10-17,57
2015-10-18,54
2015-10-19,64
2015-10-20,64
2015-10-21,55
2015-10-22,57
2015-10-23,66
2015-10-24,53
2015-10-25,49
2015-10-26,59
2015-10-27,65
2015-10-28,58
2015-10-29,65
2015-10-30,56
2015-10-31,53
2015-11-01,53
2015-11-02,64
2015-11-03,69
2015-11-04,67
2015-11-05,60
2015-11-06,65
2015-11-07,51
2015-11-08,45
2015-11-09,61
2015-11-10,63
2015-11-11,65
2015-11-12,58
2015-11-13,55
2015-11-14,56
2015-11-15,42
2015-11-16,61
2015-11-17,63
2015-11-18,61
2015-11-19,67
2015-11-20,58
2015-11-21,57
2015-11-22,54
2015-11-23,58
2015-11-24,63
2015-11-25,57
2015-11-26,59
2015-11-27,58
2015-11-28,51
2015-11-29,53
2015-11-30,69
2015-12-01,60
2015-12-02,71
2015-12-03,62
2015-12-04,57
2015-12-05,56
2015-12-06,54
2015-12-07,70
2015-12-08,60
2015-12-09,61
2015-12-10,61
2015-12-11,63
2015-12-12,55
2015-12-13,52
2015-12-14,69
2015-12-15,71
2015-12-16,64
2015-12-17,61
2015-12-18,67
2015-12-19,59
2015-12-20,58
2015-12-21,56
2015-12-22,66
2015-12-23,66
2015-12-24,63
2015-12-25,61
2015-12-26,68
