date,online trading
2016-07-30,37
2016-07-31,43
2016-08-01,48
2016-08-02,53
2016-08-03,56
2016-08-04,56
2016-08-05,43
2016-08-06,38
2016-08-07,44
2016-08-08,52
2016-08-09,43
2016-08-10,49
2016-08-11,47
2016-08-12,44
2016-08-13,39
2016-08-14,39
2016-08-15,47
2016-08-16,48
2016-08-17,48
2016-08-18,53
2016-08-19,49
2016-08-20,44
2016-08-21,42
2016-08-22,48
2016-08-23,49
2016-08-24,47
2016-08-25,49
2016-08-26,46
2016-08-27,40
2016-08-28,42
2016-08-29,47
2016-08-30,43
2016-08-31,49
2016-09-01,42
2016-09-02,48
2016-09-03,42
2016-09-04,41
2016-09-05,40
2016-09-06,45
2016-09-07,40
2016-09-08,44
2016-09-09,41
2016-09-10,41
2016-09-11,36
2016-09-12,49
2016-09-13,44
2016-09-14,50
2016-09-15,42
2016-09-16,37
2016-09-17,38
2016-09-18,50
2016-09-19,48
2016-09-20,46
2016-09-21,42
2016-09-22,48
2016-09-23,42
2016-09-24,35
2016-09-25,39
2016-09-26,46
2016-09-27,41
2016-09-28,52
2016-09-29,46
2016-09-30,40
2016-10-01,43
2016-10-02,41
2016-10-03,41
2016-10-04,42
2016-10-05,48
2016-10-06,43
2016-10-07,45
2016-10-08,39
2016-10-09,40
2016-10-10,45
2016-10-11,41
2016-10-12,47
2016-10-13,39
2016-10-14,41
2016-10-15,39
2016-10-16,35
2016-10-17,45
2016-10-18,41
2016-10-19,62
2016-10-20,66
2016-10-21,51
2016-10-22,53
2016-10-23,51
2016-10-24,45
2016-10-25,45
2016-10-26,52
2016-10-27,46
2016-10-28,45
2016-10-29,34
2016-10-30,43
2016-10-31,39
2016-11-01,43
2016-11-02,41
2016-11-03,43
2016-11-04,46
2016-11-05,37
2016-11-06,38
2016-11-07,44
2016-11-08,48
2016-11-09,48
2016-11-10,48
2016-11-11,51
2016-11-12,37
2016-11-13,42
2016-11-14,40
2016-11-15,42
2016-11-16,38
2016-11-17,44
2016-11-18,42
2016-11-19,38
2016-11-20,37
2016-11-21,42
2016-11-22,39
2016-11-23,41
2016-11-24,38
2016-11-25,41
2016-11-26,39
2016-11-27,35
2016-11-28,43
2016-11-29,41
2016-11-30,38
2016-12-01,44
2016-12-02,40
2016-12-03,36
2016-12-04,34
2016-12-05,40
2016-12-06,50
2016-12-07,40
2016-12-08,40
2016-12-09,43
2016-12-10,30
2016-12-11,35
2016-12-12,36
2016-12-13,37
2016-12-14,46
2016-12-15,44
2016-12-16,36
2016-12-17,44
2016-12-18,34
2016-12-19,43
2016-12-20,44
2016-12-21,46
2016-12-22,44
2016-12-23,44
2016-12-24,41
2016-12-25,37
2016-12-26,40
2016-12-27,51
2016-12-28,45
2016-12-29,41
2016-12-30,63
2016-12-31,77
2017-01-01,57
2017-01-02,48
2017-01-03,48
2017-01-04,44
2017-01-05,50
2017-01-06,42
2017-01-07,42
2017-01-08,35
2017-01-09,41
2017-01-10,47
2017-01-11,41
2017-01-12,54
2017-01-13,36
2017-01-14,39
2017-01-15,38
2017-01-16,49
2017-01-17,42
2017-01-18,51
2017-01-19,46
2017-01-20,45
2017-01-21,37
2017-01-22,33
2017-01-23,43
2017-01-24,43
2017-01-25,44
2017-01-26,46
2017-01-27,48
2017-01-28,36
2017-01-29,39
2017-01-30,50
2017-01-31,67
2017-02-01,49
2017-02-02,49
2017-02-03,43
2017-02-04,45
2017-02-05,42
2017-02-06,56
2017-02-07,48
2017-02-08,40
2017-02-09,47
2017-02-10,52
2017-02-11,41
2017-02-12,37
2017-02-13,44
2017-02-14,45
2017-02-15,46
2017-02-16,44
2017-02-17,52
2017-02-18,38
2017-02-19,32
2017-02-20,44
2017-02-21,46
2017-02-22,44
2017-02-23,44
2017-02-24,39
2017-02-25,41
2017-02-26,30
2017-02-27,49
2017-02-28,61
2017-03-01,46
2017-03-02,45
2017-03-03,42
2017-03-04,43
2017-03-05,33
2017-03-06,48
2017-03-07,39
2017-03-08,44
2017-03-09,35
2017-03-10,38
2017-03-11,36
2017-03-12,34
2017-03-13,42
2017-03-14,40
2017-03-15,43
2017-03-16,45
2017-03-17,40
2017-03-18,37
2017-03-19,33
2017-03-20,46
2017-03-21,38
2017-03-22,41
2017-03-23,45
2017-03-24,37
2017-03-25,32
2017-03-26,28
2017-03-27,43
2017-03-28,41
2017-03-29,41
2017-03-30,84
2017-03-31,100
2017-04-01,37
2017-04-02,32
2017-04-03,44
2017-04-04,47
2017-04-05,47
2017-04-06,40
2017-04-07,38
2017-04-08,33
2017-04-09,31
2017-04-10,37
2017-04-11,42
2017-04-12,44
2017-04-13,41
2017-04-14,36
