date,online trading
2014-12-01,65
2014-12-02,76
2014-12-03,87
2014-12-04,82
2014-12-05,72
2014-12-06,69
2014-12-07,67
2014-12-08,83
2014-12-09,87
2014-12-10,67
2014-12-11,62
2014-12-12,74
2014-12-13,68
2014-12-14,69
2014-12-15,85
2014-12-16,89
2014-12-17,89
2014-12-18,100
2014-12-19,85
2014-12-20,68
2014-12-21,70
2014-12-22,93
2014-12-23,79
2014-12-24,72
2014-12-25,78
2014-12-26,68
2014-12-27,62
2014-12-28,64
2014-12-29,84
2014-12-30,77
2014-12-31,79
2015-01-01,84
2015-01-02,80
2015-01-03,80
2015-01-04,69
2015-01-05,88
2015-01-06,81
2015-01-07,86
2015-01-08,80
2015-01-09,88
2015-01-10,71
2015-01-11,74
2015-01-12,86
2015-01-13,75
2015-01-14,83
2015-01-15,85
2015-01-16,84
2015-01-17,71
2015-01-18,68
2015-01-19,83
2015-01-20,84
2015-01-21,77
2015-01-22,94
2015-01-23,89
2015-01-24,63
2015-01-25,61
2015-01-26,69
2015-01-27,69
2015-01-28,73
2015-01-29,76
2015-01-30,83
2015-01-31,61
2015-02-01,67
2015-02-02,73
2015-02-03,72
2015-02-04,82
2015-02-05,75
2015-02-06,70
2015-02-07,70
2015-02-08,60
2015-02-09,78
2015-02-10,85
2015-02-11,72
2015-02-12,78
2015-02-13,88
2015-02-14,69
2015-02-15,61
2015-02-16,89
2015-02-17,82
2015-02-18,83
2015-02-19,72
2015-02-20,68
2015-02-21,74
2015-02-22,64
2015-02-23,77
2015-02-24,74
2015-02-25,79
2015-02-26,72
2015-02-27,85
2015-02-28,82
2015-03-01,61
2015-03-02,70
2015-03-03,77
2015-03-04,72
2015-03-05,83
2015-03-06,62
2015-03-07,61
2015-03-08,69
2015-03-09,75
2015-03-10,72
2015-03-11,75
2015-03-12,72
2015-03-13,72
2015-03-14,65
2015-03-15,64
2015-03-16,82
2015-03-17,74
2015-03-18,67
2015-03-19,70
2015-03-20,69
2015-03-21,81
2015-03-22,62
2015-03-23,75
2015-03-24,62
2015-03-25,76
2015-03-26,76
2015-03-27,69
2015-03-28,58
2015-03-29,57
2015-03-30,71
2015-03-31,79
2015-04-01,79
2015-04-02,83
2015-04-03,72
2015-04-04,71
2015-04-05,74
2015-04-06,73
2015-04-07,71
2015-04-08,78
2015-04-09,78
2015-04-10,80
2015-04-11,58
2015-04-12,63
2015-04-13,68
2015-04-14,68
2015-04-15,64
2015-04-16,75
2015-04-17,65
2015-04-18,67
2015-04-19,57
2015-04-20,72
2015-04-21,70
2015-04-22,77
2015-04-23,69
2015-04-24,72
2015-04-25,67
2015-04-26,64
2015-04-27,75
2015-04-28,65
2015-04-29,65
2015-04-30,75
2015-05-01,54
2015-05-02,48
2015-05-03,51
2015-05-04,62
2015-05-05,68
2015-05-06,72
2015-05-07,68
2015-05-08,63
2015-05-09,51
2015-05-10,44
2015-05-11,62
2015-05-12,69
2015-05-13,68
2015-05-14,63
2015-05-15,68
2015-05-16,67
2015-05-17,52
2015-05-18,74
2015-05-19,76
2015-05-20,72
2015-05-21,69
2015-05-22,72
2015-05-23,64
2015-05-24,57
2015-05-25,67
2015-05-26,63
2015-05-27,68
2015-05-28,59
2015-05-29,72
2015-05-30,58
2015-05-31,52
2015-06-01,71
2015-06-02,64
2015-06-03,79
2015-06-04,73
2015-06-05,69
2015-06-06,57
2015-06-07,50
2015-06-08,71
2015-06-09,63
2015-06-10,66
2015-06-11,63
2015-06-12,77
2015-06-13,54
2015-06-14,60
2015-06-15,71
2015-06-16,64
2015-06-17,68
2015-06-18,68
2015-06-19,71
2015-06-20,65
2015-06-21,55
2015-06-22,73
2015-06-23,73
2015-06-24,72
2015-06-25,70
2015-06-26,73
2015-06-27,63
2015-06-28,57
2015-06-29,76
2015-06-30,68
2015-07-01,75
2015-07-02,62
2015-07-03,64
2015-07-04,54
2015-07-05,56
2015-07-06,60
2015-07-07,77
2015-07-08,71
2015-07-09,72
2015-07-10,67
2015-07-11,65
2015-07-12,48
2015-07-13,73
2015-07-14,69
2015-07-15,63
2015-07-16,62
2015-07-17,69
2015-07-18,54
2015-07-19,55
2015-07-20,73
2015-07-21,76
2015-07-22,75
2015-07-23,62
2015-07-24,62
2015-07-25,62
2015-07-26,59
2015-07-27,82
2015-07-28,76
2015-07-29,76
2015-07-30,63
2015-07-31,74
2015-08-01,58
2015-08-02,59
2015-08-03,76
2015-08-04,65
2015-08-05,75
2015-08-06,73
2015-08-07,74
2015-08-08,64
2015-08-09,70
2015-08-10,71
2015-08-11,84
2015-08-12,81
2015-08-13,90
2015-08-14,67
2015-08-15,62
2015-08-16,54
2015-08-17,66
2015-08-18,74
