date,NXPI
2011-05-11,30
2011-05-12,15
2011-05-13,32
2011-05-14,19
2011-05-15,19
2011-05-16,22
2011-05-17,38
2011-05-18,0
2011-05-19,46
2011-05-20,24
2011-05-21,19
2011-05-22,28
2011-05-23,60
2011-05-24,67
2011-05-25,15
2011-05-26,61
2011-05-27,55
2011-05-28,39
2011-05-29,20
2011-05-30,32
2011-05-31,30
2011-06-01,31
2011-06-02,32
2011-06-03,33
2011-06-04,20
2011-06-05,38
2011-06-06,37
2011-06-07,29
2011-06-08,0
2011-06-09,22
2011-06-10,24
2011-06-11,20
2011-06-12,19
2011-06-13,30
2011-06-14,15
2011-06-15,15
2011-06-16,76
2011-06-17,39
2011-06-18,0
2011-06-19,19
2011-06-20,29
2011-06-21,22
2011-06-22,30
2011-06-23,31
2011-06-24,32
2011-06-25,0
2011-06-26,0
2011-06-27,15
2011-06-28,15
2011-06-29,38
2011-06-30,15
2011-07-01,16
2011-07-02,0
2011-07-03,0
2011-07-04,16
2011-07-05,15
2011-07-06,53
2011-07-07,31
2011-07-08,16
2011-07-09,20
2011-07-10,0
2011-07-11,30
2011-07-12,23
2011-07-13,23
2011-07-14,46
2011-07-15,25
2011-07-16,20
2011-07-17,0
2011-07-18,15
2011-07-19,0
2011-07-20,15
2011-07-21,15
2011-07-22,16
2011-07-23,19
2011-07-24,0
2011-07-25,22
2011-07-26,38
2011-07-27,61
2011-07-28,31
2011-07-29,32
2011-07-30,0
2011-07-31,20
2011-08-01,31
2011-08-02,46
2011-08-03,30
2011-08-04,30
2011-08-05,64
2011-08-06,38
2011-08-07,0
2011-08-08,59
2011-08-09,89
2011-08-10,22
2011-08-11,45
2011-08-12,40
2011-08-13,29
2011-08-14,0
2011-08-15,39
2011-08-16,0
2011-08-17,0
2011-08-18,23
2011-08-19,15
2011-08-20,28
2011-08-21,18
2011-08-22,14
2011-08-23,29
2011-08-24,29
2011-08-25,22
2011-08-26,15
2011-08-27,18
2011-08-28,18
2011-08-29,14
2011-08-30,29
2011-08-31,15
2011-09-01,22
2011-09-02,15
2011-09-03,0
2011-09-04,18
2011-09-05,14
2011-09-06,14
2011-09-07,42
2011-09-08,14
2011-09-09,22
2011-09-10,0
2011-09-11,17
2011-09-12,14
2011-09-13,34
2011-09-14,69
2011-09-15,84
2011-09-16,44
2011-09-17,35
2011-09-18,0
2011-09-19,27
2011-09-20,75
2011-09-21,27
2011-09-22,21
2011-09-23,29
2011-09-24,17
2011-09-25,0
2011-09-26,14
2011-09-27,20
2011-09-28,27
2011-09-29,35
2011-09-30,22
2011-10-01,44
2011-10-02,42
2011-10-03,62
2011-10-04,34
2011-10-05,48
2011-10-06,20
2011-10-07,43
2011-10-08,17
2011-10-09,0
2011-10-10,14
2011-10-11,19
2011-10-12,13
2011-10-13,0
2011-10-14,14
2011-10-15,0
2011-10-16,16
2011-10-17,20
2011-10-18,27
2011-10-19,13
2011-10-20,27
2011-10-21,21
2011-10-22,58
2011-10-23,32
2011-10-24,86
2011-10-25,100
2011-10-26,41
2011-10-27,54
2011-10-28,28
2011-10-29,33
2011-10-30,24
2011-10-31,55
2011-11-01,49
2011-11-02,27
2011-11-03,34
2011-11-04,35
2011-11-05,65
2011-11-06,16
2011-11-07,13
2011-11-08,39
2011-11-09,40
2011-11-10,40
2011-11-11,41
2011-11-12,33
2011-11-13,0
2011-11-14,20
2011-11-15,27
2011-11-16,13
2011-11-17,27
2011-11-18,28
2011-11-19,16
2011-11-20,16
2011-11-21,26
2011-11-22,26
2011-11-23,20
2011-11-24,21
2011-11-25,29
2011-11-26,0
2011-11-27,16
2011-11-28,25
2011-11-29,26
2011-11-30,26
2011-12-01,26
2011-12-02,41
2011-12-03,16
2011-12-04,0
2011-12-05,19
2011-12-06,58
2011-12-07,32
2011-12-08,40
2011-12-09,34
2011-12-10,16
2011-12-11,31
2011-12-12,19
2011-12-13,39
2011-12-14,26
2011-12-15,40
2011-12-16,21
2011-12-17,16
2011-12-18,0
2011-12-19,39
2011-12-20,20
2011-12-21,14
2011-12-22,35
2011-12-23,15
2011-12-24,18
2011-12-25,19
2011-12-26,16
2011-12-27,21
2011-12-28,35
2011-12-29,35
2011-12-30,15
2011-12-31,34
2012-01-01,18
2012-01-02,21
2012-01-03,19
2012-01-04,26
2012-01-05,13
2012-01-06,20
2012-01-07,31
2012-01-08,14
2012-01-09,0
2012-01-10,25
2012-01-11,12
2012-01-12,38
2012-01-13,45
2012-01-14,15
2012-01-15,30
2012-01-16,12
2012-01-17,0
2012-01-18,61
2012-01-19,43
2012-01-20,52
2012-01-21,37
2012-01-22,14
2012-01-23,25
2012-01-24,36
2012-01-25,25
2012-01-26,44
