date,NXPI
2011-01-01,0
2011-01-02,0
2011-01-03,40
2011-01-04,57
2011-01-05,26
2011-01-06,29
2011-01-07,20
2011-01-08,23
2011-01-09,23
2011-01-10,28
2011-01-11,27
2011-01-12,24
2011-01-13,19
2011-01-14,19
2011-01-15,23
2011-01-16,0
2011-01-17,24
2011-01-18,24
2011-01-19,0
2011-01-20,18
2011-01-21,25
2011-01-22,22
2011-01-23,0
2011-01-24,18
2011-01-25,18
2011-01-26,45
2011-01-27,36
2011-01-28,45
2011-01-29,0
2011-01-30,0
2011-01-31,51
2011-02-01,34
2011-02-02,26
2011-02-03,35
2011-02-04,25
2011-02-05,22
2011-02-06,32
2011-02-07,34
2011-02-08,41
2011-02-09,18
2011-02-10,18
2011-02-11,31
2011-02-12,22
2011-02-13,22
2011-02-14,41
2011-02-15,57
2011-02-16,41
2011-02-17,36
2011-02-18,37
2011-02-19,33
2011-02-20,22
2011-02-21,41
2011-02-22,41
2011-02-23,23
2011-02-24,62
2011-02-25,37
2011-02-26,44
2011-02-27,21
2011-02-28,63
2011-03-01,23
2011-03-02,26
2011-03-03,54
2011-03-04,28
2011-03-05,22
2011-03-06,0
2011-03-07,54
2011-03-08,27
2011-03-09,35
2011-03-10,44
2011-03-11,18
2011-03-12,0
2011-03-13,0
2011-03-14,31
2011-03-15,18
2011-03-16,61
2011-03-17,53
2011-03-18,19
2011-03-19,33
2011-03-20,43
2011-03-21,41
2011-03-22,23
2011-03-23,29
2011-03-24,30
2011-03-25,56
2011-03-26,44
2011-03-27,21
2011-03-28,29
2011-03-29,40
2011-03-30,52
2011-03-31,17
2011-04-01,50
2011-04-02,34
2011-04-03,0
2011-04-04,17
2011-04-05,26
2011-04-06,23
2011-04-07,36
2011-04-08,93
2011-04-09,67
2011-04-10,44
2011-04-11,17
2011-04-12,43
2011-04-13,35
2011-04-14,27
2011-04-15,56
2011-04-16,34
2011-04-17,0
2011-04-18,27
2011-04-19,18
2011-04-20,18
2011-04-21,26
2011-04-22,21
2011-04-23,0
2011-04-24,0
2011-04-25,64
2011-04-26,46
2011-04-27,35
2011-04-28,23
2011-04-29,50
2011-04-30,44
2011-05-01,0
2011-05-02,34
2011-05-03,17
2011-05-04,47
2011-05-05,24
2011-05-06,28
2011-05-07,45
2011-05-08,22
2011-05-09,17
2011-05-10,35
2011-05-11,23
2011-05-12,23
2011-05-13,18
2011-05-14,44
2011-05-15,21
2011-05-16,42
2011-05-17,17
2011-05-18,17
2011-05-19,26
2011-05-20,18
2011-05-21,0
2011-05-22,43
2011-05-23,25
2011-05-24,51
2011-05-25,35
2011-05-26,70
2011-05-27,43
2011-05-28,22
2011-05-29,23
2011-05-30,37
2011-05-31,26
2011-06-01,41
2011-06-02,30
2011-06-03,19
2011-06-04,34
2011-06-05,22
2011-06-06,0
2011-06-07,26
2011-06-08,26
2011-06-09,23
2011-06-10,36
2011-06-11,22
2011-06-12,0
2011-06-13,23
2011-06-14,28
2011-06-15,26
2011-06-16,40
2011-06-17,55
2011-06-18,22
2011-06-19,33
2011-06-20,34
2011-06-21,26
2011-06-22,35
2011-06-23,30
2011-06-24,19
2011-06-25,0
2011-06-26,0
2011-06-27,43
2011-06-28,34
2011-06-29,23
2011-06-30,29
2011-07-01,28
2011-07-02,23
2011-07-03,0
2011-07-04,18
2011-07-05,0
2011-07-06,52
2011-07-07,18
2011-07-08,19
2011-07-09,23
2011-07-10,0
2011-07-11,26
2011-07-12,17
2011-07-13,35
2011-07-14,30
2011-07-15,37
2011-07-16,34
2011-07-17,34
2011-07-18,29
2011-07-19,17
2011-07-20,26
2011-07-21,26
2011-07-22,19
2011-07-23,22
2011-07-24,22
2011-07-25,34
2011-07-26,17
2011-07-27,35
2011-07-28,59
2011-07-29,67
2011-07-30,22
2011-07-31,0
2011-08-01,29
2011-08-02,18
2011-08-03,0
2011-08-04,29
2011-08-05,100
2011-08-06,22
2011-08-07,32
2011-08-08,34
2011-08-09,68
2011-08-10,40
2011-08-11,52
2011-08-12,18
2011-08-13,33
2011-08-14,0
2011-08-15,36
2011-08-16,35
2011-08-17,23
2011-08-18,0
2011-08-19,27
2011-08-20,43
2011-08-21,21
2011-08-22,17
2011-08-23,22
2011-08-24,41
2011-08-25,0
2011-08-26,35
2011-08-27,20
2011-08-28,20
2011-08-29,33
2011-08-30,65
2011-08-31,25
2011-09-01,17
2011-09-02,17
2011-09-03,20
2011-09-04,20
2011-09-05,32
2011-09-06,16
2011-09-07,0
2011-09-08,16
2011-09-09,34
2011-09-10,40
2011-09-11,19
2011-09-12,48
2011-09-13,36
2011-09-14,69
2011-09-15,80
2011-09-16,45
2011-09-17,26
2011-09-18,19
