date,NXPI
2015-04-10,21
2015-04-11,5
2015-04-12,6
2015-04-13,17
2015-04-14,12
2015-04-15,19
2015-04-16,13
2015-04-17,17
2015-04-18,3
2015-04-19,4
2015-04-20,14
2015-04-21,17
2015-04-22,7
2015-04-23,24
2015-04-24,31
2015-04-25,9
2015-04-26,8
2015-04-27,19
2015-04-28,18
2015-04-29,29
2015-04-30,33
2015-05-01,26
2015-05-02,3
2015-05-03,9
2015-05-04,8
2015-05-05,13
2015-05-06,21
2015-05-07,20
2015-05-08,21
2015-05-09,6
2015-05-10,6
2015-05-11,22
2015-05-12,7
2015-05-13,19
2015-05-14,14
2015-05-15,17
2015-05-16,6
2015-05-17,4
2015-05-18,8
2015-05-19,13
2015-05-20,17
2015-05-21,19
2015-05-22,22
2015-05-23,9
2015-05-24,3
2015-05-25,6
2015-05-26,15
2015-05-27,16
2015-05-28,18
2015-05-29,30
2015-05-30,12
2015-05-31,3
2015-06-01,17
2015-06-02,20
2015-06-03,19
2015-06-04,17
2015-06-05,24
2015-06-06,5
2015-06-07,4
2015-06-08,17
2015-06-09,15
2015-06-10,24
2015-06-11,27
2015-06-12,13
2015-06-13,5
2015-06-14,7
2015-06-15,10
2015-06-16,22
2015-06-17,17
2015-06-18,19
2015-06-19,14
2015-06-20,4
2015-06-21,4
2015-06-22,12
2015-06-23,19
2015-06-24,11
2015-06-25,15
2015-06-26,19
2015-06-27,4
2015-06-28,5
2015-06-29,21
2015-06-30,18
2015-07-01,14
2015-07-02,22
2015-07-03,6
2015-07-04,3
2015-07-05,4
2015-07-06,14
2015-07-07,16
2015-07-08,20
2015-07-09,19
2015-07-10,17
2015-07-11,5
2015-07-12,6
2015-07-13,23
2015-07-14,13
2015-07-15,19
2015-07-16,14
2015-07-17,24
2015-07-18,7
2015-07-19,9
2015-07-20,13
2015-07-21,27
2015-07-22,30
2015-07-23,27
2015-07-24,21
2015-07-25,9
2015-07-26,5
2015-07-27,21
2015-07-28,19
2015-07-29,52
2015-07-30,52
2015-07-31,24
2015-08-01,5
2015-08-02,3
2015-08-03,17
2015-08-04,19
2015-08-05,21
2015-08-06,15
2015-08-07,19
2015-08-08,6
2015-08-09,0
2015-08-10,19
2015-08-11,26
2015-08-12,21
2015-08-13,16
2015-08-14,19
2015-08-15,3
2015-08-16,2
2015-08-17,11
2015-08-18,11
2015-08-19,11
2015-08-20,26
2015-08-21,16
2015-08-22,6
2015-08-23,2
2015-08-24,21
2015-08-25,33
2015-08-26,18
2015-08-27,16
2015-08-28,23
2015-08-29,10
2015-08-30,4
2015-08-31,12
2015-09-01,14
2015-09-02,20
2015-09-03,22
2015-09-04,13
2015-09-05,6
2015-09-06,2
2015-09-07,7
2015-09-08,15
2015-09-09,16
2015-09-10,16
2015-09-11,18
2015-09-12,9
2015-09-13,6
2015-09-14,11
2015-09-15,11
2015-09-16,17
2015-09-17,9
2015-09-18,13
2015-09-19,2
2015-09-20,4
2015-09-21,17
2015-09-22,8
2015-09-23,13
2015-09-24,10
2015-09-25,12
2015-09-26,6
2015-09-27,5
2015-09-28,12
2015-09-29,9
2015-09-30,10
2015-10-01,6
2015-10-02,10
2015-10-03,5
2015-10-04,8
2015-10-05,7
2015-10-06,8
2015-10-07,11
2015-10-08,12
2015-10-09,10
2015-10-10,3
2015-10-11,5
2015-10-12,11
2015-10-13,12
2015-10-14,17
2015-10-15,16
2015-10-16,14
2015-10-17,10
2015-10-18,7
2015-10-19,15
2015-10-20,12
2015-10-21,12
2015-10-22,17
2015-10-23,15
2015-10-24,7
2015-10-25,2
2015-10-26,15
2015-10-27,16
2015-10-28,34
2015-10-29,100
2015-10-30,55
2015-10-31,12
2015-11-01,4
2015-11-02,24
2015-11-03,27
2015-11-04,23
2015-11-05,18
2015-11-06,17
2015-11-07,6
2015-11-08,9
2015-11-09,12
2015-11-10,16
2015-11-11,8
2015-11-12,15
2015-11-13,10
2015-11-14,2
2015-11-15,10
2015-11-16,13
2015-11-17,15
2015-11-18,12
2015-11-19,13
2015-11-20,15
2015-11-21,5
2015-11-22,3
2015-11-23,21
2015-11-24,25
2015-11-25,13
2015-11-26,9
2015-11-27,15
2015-11-28,10
2015-11-29,4
2015-11-30,26
2015-12-01,26
2015-12-02,22
2015-12-03,20
2015-12-04,9
2015-12-05,7
2015-12-06,5
2015-12-07,28
2015-12-08,18
2015-12-09,15
2015-12-10,17
2015-12-11,12
2015-12-12,2
2015-12-13,3
2015-12-14,10
2015-12-15,12
2015-12-16,12
2015-12-17,16
2015-12-18,14
2015-12-19,8
2015-12-20,4
2015-12-21,9
2015-12-22,12
2015-12-23,10
2015-12-24,14
2015-12-25,7
2015-12-26,5
