date,NXPI
2010-08-24,25
2010-08-25,26
2010-08-26,43
2010-08-27,41
2010-08-28,0
2010-08-29,0
2010-08-30,38
2010-08-31,49
2010-09-01,25
2010-09-02,26
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,26
2010-09-07,33
2010-09-08,25
2010-09-09,51
2010-09-10,27
2010-09-11,0
2010-09-12,0
2010-09-13,36
2010-09-14,0
2010-09-15,50
2010-09-16,0
2010-09-17,26
2010-09-18,0
2010-09-19,0
2010-09-20,25
2010-09-21,24
2010-09-22,25
2010-09-23,24
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,24
2010-09-28,24
2010-09-29,0
2010-09-30,0
2010-10-01,52
2010-10-02,0
2010-10-03,0
2010-10-04,24
2010-10-05,0
2010-10-06,37
2010-10-07,26
2010-10-08,26
2010-10-09,0
2010-10-10,31
2010-10-11,25
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,25
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,23
2010-10-27,24
2010-10-28,0
2010-10-29,25
2010-10-30,30
2010-10-31,0
2010-11-01,24
2010-11-02,31
2010-11-03,0
2010-11-04,46
2010-11-05,75
2010-11-06,0
2010-11-07,0
2010-11-08,23
2010-11-09,23
2010-11-10,0
2010-11-11,24
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,23
2010-11-17,0
2010-11-18,23
2010-11-19,0
2010-11-20,29
2010-11-21,28
2010-11-22,22
2010-11-23,0
2010-11-24,0
2010-11-25,25
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,22
2010-11-30,67
2010-12-01,45
2010-12-02,0
2010-12-03,24
2010-12-04,43
2010-12-05,0
2010-12-06,0
2010-12-07,23
2010-12-08,24
2010-12-09,35
2010-12-10,49
2010-12-11,58
2010-12-12,56
2010-12-13,68
2010-12-14,46
2010-12-15,24
2010-12-16,23
2010-12-17,50
2010-12-18,30
2010-12-19,0
2010-12-20,35
2010-12-21,48
2010-12-22,49
2010-12-23,44
2010-12-24,31
2010-12-25,54
2010-12-26,0
2010-12-27,64
2010-12-28,25
2010-12-29,26
2010-12-30,0
2010-12-31,31
2011-01-01,0
2011-01-02,29
2011-01-03,47
2011-01-04,23
2011-01-05,46
2011-01-06,35
2011-01-07,24
2011-01-08,37
2011-01-09,0
2011-01-10,0
2011-01-11,33
2011-01-12,54
2011-01-13,44
2011-01-14,34
2011-01-15,27
2011-01-16,0
2011-01-17,22
2011-01-18,32
2011-01-19,0
2011-01-20,22
2011-01-21,34
2011-01-22,53
2011-01-23,0
2011-01-24,21
2011-01-25,28
2011-01-26,64
2011-01-27,43
2011-01-28,79
2011-01-29,0
2011-01-30,0
2011-01-31,30
2011-02-01,47
2011-02-02,41
2011-02-03,42
2011-02-04,29
2011-02-05,26
2011-02-06,25
2011-02-07,0
2011-02-08,49
2011-02-09,42
2011-02-10,21
2011-02-11,34
2011-02-12,53
2011-02-13,52
2011-02-14,56
2011-02-15,68
2011-02-16,84
2011-02-17,57
2011-02-18,52
2011-02-19,65
2011-02-20,39
2011-02-21,63
2011-02-22,82
2011-02-23,32
2011-02-24,32
2011-02-25,37
2011-02-26,39
2011-02-27,0
2011-02-28,55
2011-03-01,41
2011-03-02,63
2011-03-03,86
2011-03-04,45
2011-03-05,0
2011-03-06,27
2011-03-07,43
2011-03-08,29
2011-03-09,42
2011-03-10,56
2011-03-11,43
2011-03-12,53
2011-03-13,0
2011-03-14,22
2011-03-15,62
2011-03-16,34
2011-03-17,42
2011-03-18,22
2011-03-19,39
2011-03-20,26
2011-03-21,42
2011-03-22,41
2011-03-23,73
2011-03-24,32
2011-03-25,44
2011-03-26,26
2011-03-27,51
2011-03-28,51
2011-03-29,82
2011-03-30,42
2011-03-31,63
2011-04-01,33
2011-04-02,36
2011-04-03,0
2011-04-04,20
2011-04-05,31
2011-04-06,42
2011-04-07,53
2011-04-08,74
2011-04-09,40
2011-04-10,66
2011-04-11,82
2011-04-12,31
2011-04-13,21
2011-04-14,64
2011-04-15,37
2011-04-16,40
2011-04-17,0
2011-04-18,21
2011-04-19,21
2011-04-20,22
2011-04-21,46
2011-04-22,25
2011-04-23,0
2011-04-24,0
2011-04-25,69
2011-04-26,34
2011-04-27,41
2011-04-28,28
2011-04-29,100
2011-04-30,27
2011-05-01,0
2011-05-02,42
2011-05-03,31
2011-05-04,49
2011-05-05,49
2011-05-06,22
2011-05-07,27
2011-05-08,54
2011-05-09,31
2011-05-10,62
2011-05-11,48
