date,NXPI
2011-09-18,0
2011-09-19,21
2011-09-20,56
2011-09-21,21
2011-09-22,21
2011-09-23,0
2011-09-24,17
2011-09-25,0
2011-09-26,28
2011-09-27,14
2011-09-28,42
2011-09-29,57
2011-09-30,45
2011-10-01,44
2011-10-02,51
2011-10-03,77
2011-10-04,27
2011-10-05,69
2011-10-06,21
2011-10-07,29
2011-10-08,34
2011-10-09,33
2011-10-10,27
2011-10-11,32
2011-10-12,13
2011-10-13,14
2011-10-14,29
2011-10-15,0
2011-10-16,0
2011-10-17,27
2011-10-18,27
2011-10-19,14
2011-10-20,27
2011-10-21,22
2011-10-22,76
2011-10-23,16
2011-10-24,100
2011-10-25,94
2011-10-26,34
2011-10-27,83
2011-10-28,50
2011-10-29,25
2011-10-30,50
2011-10-31,21
2011-11-01,64
2011-11-02,27
2011-11-03,55
2011-11-04,56
2011-11-05,49
2011-11-06,16
2011-11-07,13
2011-11-08,33
2011-11-09,54
2011-11-10,55
2011-11-11,28
2011-11-12,17
2011-11-13,0
2011-11-14,33
2011-11-15,27
2011-11-16,26
2011-11-17,27
2011-11-18,21
2011-11-19,16
2011-11-20,16
2011-11-21,20
2011-11-22,27
2011-11-23,20
2011-11-24,0
2011-11-25,14
2011-11-26,65
2011-11-27,16
2011-11-28,26
2011-11-29,13
2011-11-30,13
2011-12-01,27
2011-12-02,35
2011-12-03,16
2011-12-04,0
2011-12-05,33
2011-12-06,65
2011-12-07,46
2011-12-08,34
2011-12-09,28
2011-12-10,16
2011-12-11,32
2011-12-12,26
2011-12-13,26
2011-12-14,20
2011-12-15,47
2011-12-16,21
2011-12-17,0
2011-12-18,0
2011-12-19,53
2011-12-20,27
2011-12-21,14
2011-12-22,28
2011-12-23,23
2011-12-24,18
2011-12-25,0
2011-12-26,16
2011-12-27,14
2011-12-28,49
2011-12-29,28
2011-12-30,0
2011-12-31,18
2012-01-01,18
2012-01-02,28
2012-01-03,39
2012-01-04,13
2012-01-05,13
2012-01-06,27
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,25
2012-01-11,25
2012-01-12,38
2012-01-13,33
2012-01-14,23
2012-01-15,15
2012-01-16,25
2012-01-17,0
2012-01-18,43
2012-01-19,44
2012-01-20,52
2012-01-21,30
2012-01-22,15
2012-01-23,37
2012-01-24,25
2012-01-25,31
2012-01-26,51
2012-01-27,39
2012-01-28,15
2012-01-29,15
2012-01-30,30
2012-01-31,12
2012-02-01,30
2012-02-02,31
2012-02-03,39
2012-02-04,15
2012-02-05,15
2012-02-06,12
2012-02-07,37
2012-02-08,37
2012-02-09,50
2012-02-10,32
2012-02-11,30
2012-02-12,0
2012-02-13,36
2012-02-14,37
2012-02-15,31
2012-02-16,37
2012-02-17,45
2012-02-18,22
2012-02-19,44
2012-02-20,38
2012-02-21,38
2012-02-22,18
2012-02-23,25
2012-02-24,26
2012-02-25,15
2012-02-26,29
2012-02-27,12
2012-02-28,36
2012-02-29,30
2012-03-01,19
2012-03-02,20
2012-03-03,15
2012-03-04,0
2012-03-05,13
2012-03-06,12
2012-03-07,72
2012-03-08,25
2012-03-09,26
2012-03-10,15
2012-03-11,14
2012-03-12,24
2012-03-13,12
2012-03-14,36
2012-03-15,31
2012-03-16,26
2012-03-17,30
2012-03-18,15
2012-03-19,12
2012-03-20,30
2012-03-21,24
2012-03-22,25
2012-03-23,26
2012-03-24,75
2012-03-25,52
2012-03-26,55
2012-03-27,37
2012-03-28,25
2012-03-29,0
2012-03-30,19
2012-03-31,0
2012-04-01,0
2012-04-02,31
2012-04-03,56
2012-04-04,38
2012-04-05,32
2012-04-06,28
2012-04-07,16
2012-04-08,32
2012-04-09,0
2012-04-10,32
2012-04-11,18
2012-04-12,12
2012-04-13,38
2012-04-14,0
2012-04-15,0
2012-04-16,30
2012-04-17,36
2012-04-18,18
2012-04-19,0
2012-04-20,13
2012-04-21,29
2012-04-22,0
2012-04-23,18
2012-04-24,18
2012-04-25,36
2012-04-26,67
2012-04-27,38
2012-04-28,15
2012-04-29,15
2012-04-30,19
2012-05-01,40
2012-05-02,61
2012-05-03,49
2012-05-04,25
2012-05-05,36
2012-05-06,22
2012-05-07,24
2012-05-08,24
2012-05-09,18
2012-05-10,24
2012-05-11,51
2012-05-12,15
2012-05-13,15
2012-05-14,12
2012-05-15,24
2012-05-16,36
2012-05-17,25
2012-05-18,58
2012-05-19,15
2012-05-20,15
2012-05-21,35
2012-05-22,12
2012-05-23,48
2012-05-24,12
2012-05-25,38
2012-05-26,46
2012-05-27,23
2012-05-28,13
2012-05-29,23
2012-05-30,12
2012-05-31,36
2012-06-01,25
2012-06-02,15
2012-06-03,15
2012-06-04,24
