date,NXPI
2015-08-18,14
2015-08-19,16
2015-08-20,17
2015-08-21,20
2015-08-22,4
2015-08-23,5
2015-08-24,28
2015-08-25,35
2015-08-26,22
2015-08-27,17
2015-08-28,19
2015-08-29,10
2015-08-30,3
2015-08-31,10
2015-09-01,15
2015-09-02,16
2015-09-03,22
2015-09-04,14
2015-09-05,9
2015-09-06,7
2015-09-07,7
2015-09-08,18
2015-09-09,20
2015-09-10,15
2015-09-11,19
2015-09-12,7
2015-09-13,3
2015-09-14,10
2015-09-15,11
2015-09-16,12
2015-09-17,14
2015-09-18,11
2015-09-19,6
2015-09-20,3
2015-09-21,7
2015-09-22,12
2015-09-23,13
2015-09-24,8
2015-09-25,12
2015-09-26,5
2015-09-27,4
2015-09-28,11
2015-09-29,9
2015-09-30,12
2015-10-01,8
2015-10-02,10
2015-10-03,4
2015-10-04,13
2015-10-05,7
2015-10-06,15
2015-10-07,10
2015-10-08,13
2015-10-09,10
2015-10-10,2
2015-10-11,4
2015-10-12,18
2015-10-13,9
2015-10-14,18
2015-10-15,18
2015-10-16,21
2015-10-17,10
2015-10-18,2
2015-10-19,10
2015-10-20,11
2015-10-21,15
2015-10-22,22
2015-10-23,20
2015-10-24,5
2015-10-25,2
2015-10-26,19
2015-10-27,19
2015-10-28,29
2015-10-29,100
2015-10-30,50
2015-10-31,11
2015-11-01,3
2015-11-02,24
2015-11-03,22
2015-11-04,16
2015-11-05,13
2015-11-06,16
2015-11-07,6
2015-11-08,6
2015-11-09,15
2015-11-10,14
2015-11-11,11
2015-11-12,12
2015-11-13,10
2015-11-14,3
2015-11-15,3
2015-11-16,12
2015-11-17,15
2015-11-18,16
2015-11-19,17
2015-11-20,9
2015-11-21,5
2015-11-22,4
2015-11-23,19
2015-11-24,21
2015-11-25,13
2015-11-26,7
2015-11-27,9
2015-11-28,8
2015-11-29,6
2015-11-30,24
2015-12-01,32
2015-12-02,23
2015-12-03,12
2015-12-04,13
2015-12-05,5
2015-12-06,4
2015-12-07,23
2015-12-08,16
2015-12-09,17
2015-12-10,13
2015-12-11,12
2015-12-12,3
2015-12-13,7
2015-12-14,9
2015-12-15,13
2015-12-16,11
2015-12-17,12
2015-12-18,18
2015-12-19,5
2015-12-20,2
2015-12-21,13
2015-12-22,13
2015-12-23,12
2015-12-24,9
2015-12-25,8
2015-12-26,3
2015-12-27,3
2015-12-28,9
2015-12-29,14
2015-12-30,12
2015-12-31,8
2016-01-01,9
2016-01-02,7
2016-01-03,3
2016-01-04,14
2016-01-05,12
2016-01-06,16
2016-01-07,16
2016-01-08,18
2016-01-09,4
2016-01-10,5
2016-01-11,15
2016-01-12,11
2016-01-13,12
2016-01-14,13
2016-01-15,20
2016-01-16,5
2016-01-17,5
2016-01-18,15
2016-01-19,19
2016-01-20,17
2016-01-21,14
2016-01-22,9
2016-01-23,5
2016-01-24,4
2016-01-25,9
2016-01-26,14
2016-01-27,16
2016-01-28,18
2016-01-29,19
2016-01-30,8
2016-01-31,5
2016-02-01,21
2016-02-02,15
2016-02-03,22
2016-02-04,31
2016-02-05,15
2016-02-06,4
2016-02-07,4
2016-02-08,24
2016-02-09,18
2016-02-10,10
2016-02-11,16
2016-02-12,11
2016-02-13,5
2016-02-14,4
2016-02-15,7
2016-02-16,10
2016-02-17,12
2016-02-18,10
2016-02-19,12
2016-02-20,4
2016-02-21,4
2016-02-22,12
2016-02-23,16
2016-02-24,14
2016-02-25,13
2016-02-26,13
2016-02-27,4
2016-02-28,5
2016-02-29,12
2016-03-01,16
2016-03-02,20
2016-03-03,15
2016-03-04,15
2016-03-05,7
2016-03-06,3
2016-03-07,25
2016-03-08,16
2016-03-09,10
2016-03-10,17
2016-03-11,12
2016-03-12,6
2016-03-13,2
2016-03-14,21
2016-03-15,12
2016-03-16,16
2016-03-17,15
2016-03-18,22
2016-03-19,6
2016-03-20,7
2016-03-21,13
2016-03-22,16
2016-03-23,14
2016-03-24,14
2016-03-25,5
2016-03-26,4
2016-03-27,3
2016-03-28,13
2016-03-29,17
2016-03-30,9
2016-03-31,10
2016-04-01,13
2016-04-02,4
2016-04-03,3
2016-04-04,12
2016-04-05,7
2016-04-06,9
2016-04-07,15
2016-04-08,10
2016-04-09,7
2016-04-10,2
2016-04-11,14
2016-04-12,12
2016-04-13,14
2016-04-14,18
2016-04-15,12
2016-04-16,7
2016-04-17,3
2016-04-18,16
2016-04-19,12
2016-04-20,11
2016-04-21,14
2016-04-22,13
2016-04-23,5
2016-04-24,9
2016-04-25,19
2016-04-26,49
2016-04-27,22
2016-04-28,29
2016-04-29,21
2016-04-30,3
2016-05-01,4
2016-05-02,14
2016-05-03,16
2016-05-04,11
