date,NXPI
2014-07-24,21
2014-07-25,7
2014-07-26,6
2014-07-27,3
2014-07-28,5
2014-07-29,13
2014-07-30,4
2014-07-31,9
2014-08-01,13
2014-08-02,6
2014-08-03,8
2014-08-04,12
2014-08-05,5
2014-08-06,8
2014-08-07,8
2014-08-08,13
2014-08-09,10
2014-08-10,6
2014-08-11,5
2014-08-12,8
2014-08-13,10
2014-08-14,8
2014-08-15,10
2014-08-16,3
2014-08-17,6
2014-08-18,9
2014-08-19,6
2014-08-20,5
2014-08-21,17
2014-08-22,22
2014-08-23,6
2014-08-24,8
2014-08-25,10
2014-08-26,6
2014-08-27,11
2014-08-28,5
2014-08-29,36
2014-08-30,6
2014-08-31,6
2014-09-01,11
2014-09-02,25
2014-09-03,14
2014-09-04,18
2014-09-05,20
2014-09-06,6
2014-09-07,3
2014-09-08,19
2014-09-09,55
2014-09-10,36
2014-09-11,21
2014-09-12,28
2014-09-13,19
2014-09-14,15
2014-09-15,12
2014-09-16,15
2014-09-17,15
2014-09-18,24
2014-09-19,30
2014-09-20,3
2014-09-21,6
2014-09-22,16
2014-09-23,16
2014-09-24,17
2014-09-25,25
2014-09-26,12
2014-09-27,6
2014-09-28,0
2014-09-29,11
2014-09-30,15
2014-10-01,12
2014-10-02,20
2014-10-03,13
2014-10-04,9
2014-10-05,3
2014-10-06,7
2014-10-07,16
2014-10-08,10
2014-10-09,12
2014-10-10,53
2014-10-11,6
2014-10-12,3
2014-10-13,15
2014-10-14,16
2014-10-15,23
2014-10-16,17
2014-10-17,25
2014-10-18,4
2014-10-19,3
2014-10-20,14
2014-10-21,12
2014-10-22,30
2014-10-23,33
2014-10-24,23
2014-10-25,12
2014-10-26,3
2014-10-27,18
2014-10-28,12
2014-10-29,13
2014-10-30,13
2014-10-31,12
2014-11-01,3
2014-11-02,0
2014-11-03,14
2014-11-04,25
2014-11-05,20
2014-11-06,22
2014-11-07,14
2014-11-08,3
2014-11-09,10
2014-11-10,22
2014-11-11,11
2014-11-12,12
2014-11-13,11
2014-11-14,11
2014-11-15,6
2014-11-16,3
2014-11-17,20
2014-11-18,10
2014-11-19,12
2014-11-20,14
2014-11-21,15
2014-11-22,11
2014-11-23,3
2014-11-24,14
2014-11-25,13
2014-11-26,17
2014-11-27,16
2014-11-28,11
2014-11-29,3
2014-11-30,4
2014-12-01,8
2014-12-02,16
2014-12-03,17
2014-12-04,12
2014-12-05,17
2014-12-06,6
2014-12-07,6
2014-12-08,10
2014-12-09,7
2014-12-10,20
2014-12-11,14
2014-12-12,19
2014-12-13,9
2014-12-14,0
2014-12-15,9
2014-12-16,17
2014-12-17,15
2014-12-18,12
2014-12-19,17
2014-12-20,7
2014-12-21,4
2014-12-22,4
2014-12-23,9
2014-12-24,13
2014-12-25,6
2014-12-26,7
2014-12-27,9
2014-12-28,4
2014-12-29,6
2014-12-30,10
2014-12-31,9
2015-01-01,8
2015-01-02,10
2015-01-03,3
2015-01-04,3
2015-01-05,8
2015-01-06,14
2015-01-07,9
2015-01-08,12
2015-01-09,13
2015-01-10,11
2015-01-11,8
2015-01-12,13
2015-01-13,25
2015-01-14,11
2015-01-15,14
2015-01-16,14
2015-01-17,8
2015-01-18,3
2015-01-19,5
2015-01-20,7
2015-01-21,13
2015-01-22,10
2015-01-23,11
2015-01-24,3
2015-01-25,11
2015-01-26,10
2015-01-27,10
2015-01-28,15
2015-01-29,20
2015-01-30,25
2015-01-31,4
2015-02-01,10
2015-02-02,10
2015-02-03,16
2015-02-04,40
2015-02-05,45
2015-02-06,35
2015-02-07,9
2015-02-08,13
2015-02-09,20
2015-02-10,27
2015-02-11,18
2015-02-12,20
2015-02-13,23
2015-02-14,7
2015-02-15,4
2015-02-16,11
2015-02-17,6
2015-02-18,13
2015-02-19,15
2015-02-20,12
2015-02-21,12
2015-02-22,4
2015-02-23,8
2015-02-24,17
2015-02-25,13
2015-02-26,17
2015-02-27,16
2015-02-28,9
2015-03-01,4
2015-03-02,100
2015-03-03,64
2015-03-04,30
2015-03-05,36
2015-03-06,25
2015-03-07,11
2015-03-08,9
2015-03-09,19
2015-03-10,23
2015-03-11,18
2015-03-12,19
2015-03-13,39
2015-03-14,5
2015-03-15,9
2015-03-16,22
2015-03-17,22
2015-03-18,17
2015-03-19,17
2015-03-20,30
2015-03-21,9
2015-03-22,8
2015-03-23,19
2015-03-24,22
2015-03-25,31
2015-03-26,28
2015-03-27,16
2015-03-28,11
2015-03-29,8
2015-03-30,22
2015-03-31,15
2015-04-01,26
2015-04-02,18
2015-04-03,6
2015-04-04,7
2015-04-05,3
2015-04-06,6
2015-04-07,13
2015-04-08,20
2015-04-09,18
2015-04-10,12
