date,NXPI
2016-08-02,13
2016-08-03,15
2016-08-04,15
2016-08-05,13
2016-08-06,4
2016-08-07,2
2016-08-08,12
2016-08-09,12
2016-08-10,9
2016-08-11,14
2016-08-12,9
2016-08-13,5
2016-08-14,4
2016-08-15,13
2016-08-16,9
2016-08-17,9
2016-08-18,11
2016-08-19,10
2016-08-20,5
2016-08-21,5
2016-08-22,12
2016-08-23,16
2016-08-24,10
2016-08-25,10
2016-08-26,10
2016-08-27,6
2016-08-28,0
2016-08-29,9
2016-08-30,14
2016-08-31,10
2016-09-01,14
2016-09-02,16
2016-09-03,5
2016-09-04,7
2016-09-05,4
2016-09-06,12
2016-09-07,16
2016-09-08,9
2016-09-09,11
2016-09-10,5
2016-09-11,3
2016-09-12,13
2016-09-13,13
2016-09-14,11
2016-09-15,9
2016-09-16,15
2016-09-17,4
2016-09-18,2
2016-09-19,10
2016-09-20,11
2016-09-21,13
2016-09-22,11
2016-09-23,6
2016-09-24,3
2016-09-25,5
2016-09-26,10
2016-09-27,11
2016-09-28,11
2016-09-29,71
2016-09-30,100
2016-10-01,18
2016-10-02,12
2016-10-03,32
2016-10-04,39
2016-10-05,33
2016-10-06,33
2016-10-07,35
2016-10-08,9
2016-10-09,9
2016-10-10,23
2016-10-11,22
2016-10-12,20
2016-10-13,18
2016-10-14,16
2016-10-15,3
2016-10-16,6
2016-10-17,13
2016-10-18,21
2016-10-19,18
2016-10-20,26
2016-10-21,51
2016-10-22,16
2016-10-23,11
2016-10-24,27
2016-10-25,34
2016-10-26,54
2016-10-27,99
2016-10-28,29
2016-10-29,12
2016-10-30,7
2016-10-31,22
2016-11-01,15
2016-11-02,14
2016-11-03,12
2016-11-04,15
2016-11-05,7
2016-11-06,5
2016-11-07,17
2016-11-08,8
2016-11-09,18
2016-11-10,13
2016-11-11,11
2016-11-12,4
2016-11-13,4
2016-11-14,9
2016-11-15,9
2016-11-16,12
2016-11-17,15
2016-11-18,14
2016-11-19,4
2016-11-20,4
2016-11-21,9
2016-11-22,8
2016-11-23,11
2016-11-24,7
2016-11-25,7
2016-11-26,5
2016-11-27,5
2016-11-28,9
2016-11-29,10
2016-11-30,11
2016-12-01,12
2016-12-02,9
2016-12-03,4
2016-12-04,4
2016-12-05,9
2016-12-06,7
2016-12-07,6
2016-12-08,11
2016-12-09,9
2016-12-10,4
2016-12-11,3
2016-12-12,9
2016-12-13,14
2016-12-14,7
2016-12-15,11
2016-12-16,8
2016-12-17,3
2016-12-18,2
2016-12-19,4
2016-12-20,13
2016-12-21,9
2016-12-22,10
2016-12-23,6
2016-12-24,4
2016-12-25,3
2016-12-26,3
2016-12-27,10
2016-12-28,7
2016-12-29,9
2016-12-30,10
2016-12-31,6
2017-01-01,4
2017-01-02,3
2017-01-03,9
2017-01-04,9
2017-01-05,10
2017-01-06,7
2017-01-07,2
2017-01-08,2
2017-01-09,9
2017-01-10,7
2017-01-11,6
2017-01-12,7
2017-01-13,10
2017-01-14,5
2017-01-15,5
2017-01-16,6
2017-01-17,12
2017-01-18,7
2017-01-19,10
2017-01-20,5
2017-01-21,6
2017-01-22,4
2017-01-23,11
2017-01-24,12
2017-01-25,9
2017-01-26,12
2017-01-27,11
2017-01-28,8
2017-01-29,2
2017-01-30,8
2017-01-31,6
2017-02-01,15
2017-02-02,26
2017-02-03,18
2017-02-04,5
2017-02-05,2
2017-02-06,12
2017-02-07,14
2017-02-08,16
2017-02-09,13
2017-02-10,10
2017-02-11,4
2017-02-12,4
2017-02-13,5
2017-02-14,13
2017-02-15,12
2017-02-16,9
2017-02-17,9
2017-02-18,5
2017-02-19,2
2017-02-20,3
2017-02-21,11
2017-02-22,6
2017-02-23,13
2017-02-24,10
2017-02-25,3
2017-02-26,2
2017-02-27,11
2017-02-28,10
2017-03-01,7
2017-03-02,13
2017-03-03,7
2017-03-04,4
2017-03-05,4
2017-03-06,11
2017-03-07,12
2017-03-08,7
2017-03-09,7
2017-03-10,7
2017-03-11,4
2017-03-12,1
2017-03-13,9
2017-03-14,6
2017-03-15,6
2017-03-16,8
2017-03-17,7
2017-03-18,4
2017-03-19,0
2017-03-20,6
2017-03-21,10
2017-03-22,4
2017-03-23,6
2017-03-24,4
2017-03-25,4
2017-03-26,2
2017-03-27,3
2017-03-28,7
2017-03-29,4
2017-03-30,4
2017-03-31,4
2017-04-01,2
2017-04-02,2
2017-04-03,6
2017-04-04,10
2017-04-05,10
2017-04-06,8
2017-04-07,4
2017-04-08,3
2017-04-09,0
2017-04-10,5
2017-04-11,6
2017-04-12,6
2017-04-13,4
2017-04-14,3
2017-04-15,2
2017-04-16,2
2017-04-17,7
2017-04-18,6
