date,AMZN,isPartial
2010-08-24,10,False
2010-08-25,17,False
2010-08-26,15,False
2010-08-27,21,False
2010-08-28,13,False
2010-08-29,3,False
2010-08-30,10,False
2010-08-31,14,False
2010-09-01,29,False
2010-09-02,17,False
2010-09-03,18,False
2010-09-04,10,False
2010-09-05,3,False
2010-09-06,7,False
2010-09-07,10,False
2010-09-08,14,False
2010-09-09,19,False
2010-09-10,15,False
2010-09-11,9,False
2010-09-12,0,False
2010-09-13,14,False
2010-09-14,25,False
2010-09-15,12,False
2010-09-16,10,False
2010-09-17,15,False
2010-09-18,3,False
2010-09-19,6,False
2010-09-20,26,False
2010-09-21,37,False
2010-09-22,23,False
2010-09-23,19,False
2010-09-24,42,False
2010-09-25,9,False
2010-09-26,3,False
2010-09-27,22,False
2010-09-28,32,False
2010-09-29,30,False
2010-09-30,16,False
2010-10-01,32,False
2010-10-02,6,False
2010-10-03,3,False
2010-10-04,11,False
2010-10-05,25,False
2010-10-06,18,False
2010-10-07,15,False
2010-10-08,20,False
2010-10-09,9,False
2010-10-10,6,False
2010-10-11,21,False
2010-10-12,23,False
2010-10-13,34,False
2010-10-14,11,False
2010-10-15,24,False
2010-10-16,14,False
2010-10-17,11,False
2010-10-18,24,False
2010-10-19,20,False
2010-10-20,23,False
2010-10-21,100,False
2010-10-22,71,False
2010-10-23,20,False
2010-10-24,3,False
2010-10-25,18,False
2010-10-26,41,False
2010-10-27,18,False
2010-10-28,23,False
2010-10-29,39,False
2010-10-30,3,False
2010-10-31,6,False
2010-11-01,21,False
2010-11-02,28,False
2010-11-03,21,False
2010-11-04,28,False
2010-11-05,36,False
2010-11-06,8,False
2010-11-07,8,False
2010-11-08,28,False
2010-11-09,15,False
2010-11-10,26,False
2010-11-11,29,False
2010-11-12,42,False
2010-11-13,17,False
2010-11-14,5,False
2010-11-15,38,False
2010-11-16,24,False
2010-11-17,31,False
2010-11-18,29,False
2010-11-19,23,False
2010-11-20,11,False
2010-11-21,8,False
2010-11-22,34,False
2010-11-23,41,False
2010-11-24,37,False
2010-11-25,17,False
2010-11-26,15,False
2010-11-27,19,False
2010-11-28,14,False
2010-11-29,40,False
2010-11-30,42,False
2010-12-01,50,False
2010-12-02,26,False
2010-12-03,21,False
2010-12-04,8,False
2010-12-05,11,False
2010-12-06,26,False
2010-12-07,24,False
2010-12-08,18,False
2010-12-09,13,False
2010-12-10,14,False
2010-12-11,0,False
2010-12-12,3,False
2010-12-13,24,False
2010-12-14,26,False
2010-12-15,36,False
2010-12-16,16,False
2010-12-17,12,False
2010-12-18,8,False
2010-12-19,14,False
2010-12-20,25,False
2010-12-21,20,False
2010-12-22,23,False
2010-12-23,17,False
2010-12-24,18,False
2010-12-25,14,False
2010-12-26,9,False
2010-12-27,27,False
2010-12-28,24,False
2010-12-29,19,False
2010-12-30,15,False
2010-12-31,21,False
2011-01-01,13,False
2011-01-02,3,False
2011-01-03,25,False
2011-01-04,15,False
2011-01-05,26,False
2011-01-06,27,False
2011-01-07,25,False
2011-01-08,16,False
2011-01-09,5,False
2011-01-10,15,False
2011-01-11,21,False
2011-01-12,21,False
2011-01-13,25,False
2011-01-14,19,False
2011-01-15,3,False
2011-01-16,13,False
2011-01-17,12,False
2011-01-18,18,False
2011-01-19,29,False
2011-01-20,18,False
2011-01-21,28,False
2011-01-22,20,False
2011-01-23,10,False
2011-01-24,28,False
2011-01-25,31,False
2011-01-26,35,False
2011-01-27,66,False
2011-01-28,100,False
2011-01-29,20,False
2011-01-30,19,False
2011-01-31,31,False
2011-02-01,31,False
