date,AMZN,isPartial
2013-06-29,5,False
2013-06-30,1,False
2013-07-01,9,False
2013-07-02,11,False
2013-07-03,8,False
2013-07-04,4,False
2013-07-05,8,False
2013-07-06,2,False
2013-07-07,3,False
2013-07-08,9,False
2013-07-09,8,False
2013-07-10,17,False
2013-07-11,13,False
2013-07-12,19,False
2013-07-13,8,False
2013-07-14,7,False
2013-07-15,15,False
2013-07-16,14,False
2013-07-17,19,False
2013-07-18,12,False
2013-07-19,12,False
2013-07-20,5,False
2013-07-21,3,False
2013-07-22,13,False
2013-07-23,11,False
2013-07-24,8,False
2013-07-25,42,False
2013-07-26,46,False
2013-07-27,11,False
2013-07-28,6,False
2013-07-29,16,False
2013-07-30,18,False
2013-07-31,10,False
2013-08-01,11,False
2013-08-02,11,False
2013-08-03,8,False
2013-08-04,5,False
2013-08-05,15,False
2013-08-06,19,False
2013-08-07,15,False
2013-08-08,14,False
2013-08-09,11,False
2013-08-10,4,False
2013-08-11,7,False
2013-08-12,11,False
2013-08-13,11,False
2013-08-14,10,False
2013-08-15,10,False
2013-08-16,11,False
2013-08-17,9,False
2013-08-18,5,False
2013-08-19,9,False
2013-08-20,15,False
2013-08-21,14,False
2013-08-22,15,False
2013-08-23,8,False
2013-08-24,4,False
2013-08-25,3,False
2013-08-26,10,False
2013-08-27,12,False
2013-08-28,8,False
2013-08-29,9,False
2013-08-30,8,False
2013-08-31,4,False
2013-09-01,3,False
2013-09-02,5,False
2013-09-03,11,False
2013-09-04,10,False
2013-09-05,13,False
2013-09-06,9,False
2013-09-07,4,False
2013-09-08,3,False
2013-09-09,10,False
2013-09-10,10,False
2013-09-11,10,False
2013-09-12,10,False
2013-09-13,6,False
2013-09-14,2,False
2013-09-15,2,False
2013-09-16,7,False
2013-09-17,13,False
2013-09-18,14,False
2013-09-19,15,False
2013-09-20,16,False
2013-09-21,4,False
2013-09-22,5,False
2013-09-23,16,False
2013-09-24,12,False
2013-09-25,18,False
2013-09-26,12,False
2013-09-27,10,False
2013-09-28,8,False
2013-09-29,2,False
2013-09-30,12,False
2013-10-01,10,False
2013-10-02,10,False
2013-10-03,14,False
2013-10-04,15,False
2013-10-05,3,False
2013-10-06,2,False
2013-10-07,9,False
2013-10-08,15,False
2013-10-09,11,False
2013-10-10,12,False
2013-10-11,11,False
2013-10-12,6,False
2013-10-13,2,False
2013-10-14,9,False
2013-10-15,6,False
2013-10-16,10,False
2013-10-17,12,False
2013-10-18,19,False
2013-10-19,10,False
2013-10-20,8,False
2013-10-21,15,False
2013-10-22,22,False
2013-10-23,23,False
2013-10-24,49,False
2013-10-25,77,False
2013-10-26,11,False
2013-10-27,11,False
2013-10-28,20,False
2013-10-29,14,False
2013-10-30,15,False
2013-10-31,18,False
2013-11-01,16,False
2013-11-02,8,False
2013-11-03,5,False
2013-11-04,19,False
2013-11-05,11,False
2013-11-06,14,False
2013-11-07,20,False
2013-11-08,15,False
2013-11-09,7,False
2013-11-10,4,False
2013-11-11,17,False
2013-11-12,17,False
2013-11-13,18,False
2013-11-14,18,False
2013-11-15,18,False
2013-11-16,7,False
2013-11-17,8,False
2013-11-18,17,False
2013-11-19,13,False
2013-11-20,15,False
2013-11-21,18,False
2013-11-22,10,False
2013-11-23,8,False
2013-11-24,3,False
2013-11-25,15,False
2013-11-26,14,False
2013-11-27,15,False
2013-11-28,15,False
2013-11-29,16,False
2013-11-30,8,False
2013-12-01,5,False
2013-12-02,43,False
2013-12-03,32,False
2013-12-04,23,False
2013-12-05,15,False
2013-12-06,18,False
2013-12-07,6,False
2013-12-08,7,False
2013-12-09,9,False
2013-12-10,16,False
2013-12-11,16,False
2013-12-12,12,False
2013-12-13,14,False
2013-12-14,11,False
2013-12-15,4,False
2013-12-16,11,False
2013-12-17,12,False
2013-12-18,21,False
2013-12-19,20,False
2013-12-20,26,False
2013-12-21,12,False
2013-12-22,7,False
2013-12-23,19,False
2013-12-24,21,False
2013-12-25,8,False
2013-12-26,20,False
2013-12-27,19,False
2013-12-28,12,False
2013-12-29,4,False
2013-12-30,16,False
2013-12-31,17,False
2014-01-01,11,False
2014-01-02,12,False
2014-01-03,12,False
2014-01-04,4,False
2014-01-05,8,False
2014-01-06,14,False
2014-01-07,15,False
2014-01-08,16,False
2014-01-09,16,False
2014-01-10,16,False
2014-01-11,6,False
2014-01-12,4,False
2014-01-13,17,False
2014-01-14,13,False
2014-01-15,15,False
2014-01-16,12,False
2014-01-17,19,False
2014-01-18,7,False
2014-01-19,7,False
2014-01-20,9,False
2014-01-21,14,False
2014-01-22,14,False
2014-01-23,17,False
2014-01-24,19,False
2014-01-25,8,False
2014-01-26,4,False
2014-01-27,20,False
2014-01-28,21,False
2014-01-29,22,False
2014-01-30,72,False
2014-01-31,100,False
2014-02-01,30,False
2014-02-02,13,False
2014-02-03,41,False
2014-02-04,38,False
2014-02-05,27,False
2014-02-06,22,False
2014-02-07,25,False
2014-02-08,12,False
