date,AMZN,isPartial
2012-01-26,20,False
2012-01-27,17,False
2012-01-28,4,False
2012-01-29,5,False
2012-01-30,21,False
2012-01-31,61,False
2012-02-01,88,False
2012-02-02,38,False
2012-02-03,23,False
2012-02-04,9,False
2012-02-05,5,False
2012-02-06,18,False
2012-02-07,21,False
2012-02-08,16,False
2012-02-09,18,False
2012-02-10,21,False
2012-02-11,9,False
2012-02-12,7,False
2012-02-13,22,False
2012-02-14,19,False
2012-02-15,19,False
2012-02-16,32,False
2012-02-17,17,False
2012-02-18,8,False
2012-02-19,7,False
2012-02-20,7,False
2012-02-21,15,False
2012-02-22,15,False
2012-02-23,10,False
2012-02-24,11,False
2012-02-25,6,False
2012-02-26,4,False
2012-02-27,14,False
2012-02-28,17,False
2012-02-29,11,False
2012-03-01,11,False
2012-03-02,11,False
2012-03-03,5,False
2012-03-04,2,False
2012-03-05,12,False
2012-03-06,16,False
2012-03-07,20,False
2012-03-08,18,False
2012-03-09,9,False
2012-03-10,4,False
2012-03-11,4,False
2012-03-12,13,False
2012-03-13,14,False
2012-03-14,16,False
2012-03-15,14,False
2012-03-16,21,False
2012-03-17,4,False
2012-03-18,6,False
2012-03-19,20,False
2012-03-20,17,False
2012-03-21,18,False
2012-03-22,14,False
2012-03-23,18,False
2012-03-24,6,False
2012-03-25,4,False
2012-03-26,18,False
2012-03-27,21,False
2012-03-28,16,False
2012-03-29,16,False
2012-03-30,11,False
2012-03-31,7,False
2012-04-01,3,False
2012-04-02,14,False
2012-04-03,14,False
2012-04-04,14,False
2012-04-05,15,False
2012-04-06,5,False
2012-04-07,6,False
2012-04-08,3,False
2012-04-09,14,False
2012-04-10,8,False
2012-04-11,15,False
2012-04-12,15,False
2012-04-13,16,False
2012-04-14,4,False
2012-04-15,2,False
2012-04-16,13,False
2012-04-17,15,False
2012-04-18,18,False
2012-04-19,13,False
2012-04-20,14,False
2012-04-21,3,False
2012-04-22,3,False
2012-04-23,6,False
2012-04-24,13,False
2012-04-25,15,False
2012-04-26,55,False
2012-04-27,100,False
2012-04-28,19,False
2012-04-29,10,False
2012-04-30,32,False
2012-05-01,26,False
2012-05-02,21,False
2012-05-03,25,False
2012-05-04,20,False
2012-05-05,8,False
2012-05-06,9,False
2012-05-07,10,False
2012-05-08,22,False
2012-05-09,14,False
2012-05-10,15,False
2012-05-11,18,False
2012-05-12,5,False
2012-05-13,3,False
2012-05-14,13,False
2012-05-15,21,False
2012-05-16,12,False
2012-05-17,16,False
2012-05-18,20,False
2012-05-19,10,False
2012-05-20,7,False
2012-05-21,17,False
2012-05-22,20,False
2012-05-23,15,False
2012-05-24,11,False
2012-05-25,12,False
2012-05-26,3,False
2012-05-27,2,False
2012-05-28,6,False
2012-05-29,12,False
2012-05-30,12,False
2012-05-31,15,False
2012-06-01,10,False
2012-06-02,3,False
2012-06-03,3,False
2012-06-04,10,False
2012-06-05,13,False
2012-06-06,10,False
2012-06-07,10,False
2012-06-08,10,False
2012-06-09,7,False
2012-06-10,3,False
2012-06-11,10,False
2012-06-12,10,False
2012-06-13,5,False
2012-06-14,7,False
2012-06-15,15,False
2012-06-16,4,False
2012-06-17,4,False
2012-06-18,8,False
2012-06-19,10,False
2012-06-20,11,False
2012-06-21,13,False
2012-06-22,8,False
2012-06-23,3,False
2012-06-24,5,False
2012-06-25,7,False
2012-06-26,12,False
2012-06-27,19,False
2012-06-28,11,False
2012-06-29,11,False
2012-06-30,1,False
2012-07-01,3,False
2012-07-02,11,False
2012-07-03,10,False
2012-07-04,3,False
2012-07-05,14,False
2012-07-06,11,False
2012-07-07,4,False
2012-07-08,5,False
2012-07-09,13,False
2012-07-10,11,False
2012-07-11,11,False
2012-07-12,16,False
2012-07-13,13,False
2012-07-14,1,False
2012-07-15,1,False
2012-07-16,11,False
2012-07-17,12,False
2012-07-18,6,False
2012-07-19,13,False
2012-07-20,13,False
2012-07-21,7,False
2012-07-22,3,False
2012-07-23,15,False
2012-07-24,8,False
2012-07-25,17,False
2012-07-26,44,False
2012-07-27,41,False
2012-07-28,11,False
2012-07-29,1,False
2012-07-30,15,False
2012-07-31,16,False
2012-08-01,14,False
2012-08-02,14,False
2012-08-03,26,False
2012-08-04,4,False
2012-08-05,3,False
2012-08-06,10,False
2012-08-07,12,False
2012-08-08,11,False
2012-08-09,10,False
2012-08-10,6,False
2012-08-11,2,False
2012-08-12,3,False
2012-08-13,10,False
2012-08-14,6,False
2012-08-15,8,False
2012-08-16,15,False
2012-08-17,16,False
2012-08-18,6,False
2012-08-19,4,False
2012-08-20,12,False
2012-08-21,16,False
2012-08-22,12,False
2012-08-23,14,False
2012-08-24,21,False
2012-08-25,8,False
2012-08-26,2,False
2012-08-27,15,False
2012-08-28,20,False
2012-08-29,19,False
2012-08-30,20,False
2012-08-31,11,False
2012-09-01,9,False
2012-09-02,5,False
2012-09-03,8,False
2012-09-04,11,False
2012-09-05,11,False
2012-09-06,49,False
2012-09-07,32,False
2012-09-08,17,False
2012-09-09,9,False
2012-09-10,15,False
2012-09-11,21,False
2012-09-12,17,False
2012-09-13,27,False
2012-09-14,19,False
2012-09-15,5,False
2012-09-16,4,False
2012-09-17,12,False
2012-09-18,23,False
2012-09-19,12,False
2012-09-20,12,False
2012-09-21,18,False
2012-09-22,7,False
2012-09-23,2,False
2012-09-24,14,False
2012-09-25,13,False
2012-09-26,18,False
2012-09-27,14,False
2012-09-28,11,False
2012-09-29,3,False
2012-09-30,4,False
2012-10-01,11,False
2012-10-02,12,False
2012-10-03,14,False
2012-10-04,12,False
2012-10-05,13,False
2012-10-06,4,False
2012-10-07,2,False
2012-10-08,11,False
2012-10-09,8,False
2012-10-10,14,False
2012-10-11,17,False
2012-10-12,9,False
