date,AMZN,isPartial
2017-10-06,15,False
2017-10-07,5,False
2017-10-08,3,False
2017-10-09,13,False
2017-10-10,13,False
2017-10-11,13,False
2017-10-12,18,False
2017-10-13,15,False
2017-10-14,5,False
2017-10-15,3,False
2017-10-16,13,False
2017-10-17,15,False
2017-10-18,16,False
2017-10-19,14,False
2017-10-20,14,False
2017-10-21,3,False
2017-10-22,2,False
2017-10-23,14,False
2017-10-24,16,False
2017-10-25,16,False
2017-10-26,51,False
2017-10-27,86,False
2017-10-28,21,False
2017-10-29,9,False
2017-10-30,34,False
2017-10-31,23,False
2017-11-01,19,False
2017-11-02,18,False
2017-11-03,19,False
2017-11-04,6,False
2017-11-05,4,False
2017-11-06,18,False
2017-11-07,19,False
2017-11-08,17,False
2017-11-09,17,False
2017-11-10,16,False
2017-11-11,4,False
2017-11-12,3,False
2017-11-13,15,False
2017-11-14,17,False
2017-11-15,18,False
2017-11-16,15,False
2017-11-17,16,False
2017-11-18,4,False
2017-11-19,4,False
2017-11-20,14,False
2017-11-21,14,False
2017-11-22,18,False
2017-11-23,6,False
2017-11-24,19,False
2017-11-25,15,False
2017-11-26,8,False
2017-11-27,26,False
2017-11-28,25,False
2017-11-29,30,False
2017-11-30,26,False
2017-12-01,20,False
2017-12-02,7,False
2017-12-03,4,False
2017-12-04,22,False
2017-12-05,20,False
2017-12-06,19,False
2017-12-07,17,False
2017-12-08,19,False
2017-12-09,7,False
2017-12-10,5,False
2017-12-11,15,False
2017-12-12,17,False
2017-12-13,14,False
2017-12-14,14,False
2017-12-15,14,False
2017-12-16,4,False
2017-12-17,6,False
2017-12-18,14,False
2017-12-19,15,False
2017-12-20,13,False
2017-12-21,16,False
2017-12-22,13,False
2017-12-23,4,False
2017-12-24,4,False
2017-12-25,3,False
2017-12-26,11,False
2017-12-27,15,False
2017-12-28,14,False
2017-12-29,15,False
2017-12-30,3,False
2017-12-31,3,False
2018-01-01,3,False
2018-01-02,16,False
2018-01-03,20,False
2018-01-04,17,False
2018-01-05,20,False
2018-01-06,7,False
2018-01-07,5,False
2018-01-08,20,False
2018-01-09,22,False
2018-01-10,20,False
2018-01-11,21,False
2018-01-12,29,False
2018-01-13,8,False
2018-01-14,5,False
2018-01-15,8,False
2018-01-16,26,False
2018-01-17,24,False
2018-01-18,24,False
2018-01-19,21,False
2018-01-20,7,False
2018-01-21,4,False
2018-01-22,24,False
2018-01-23,30,False
2018-01-24,28,False
2018-01-25,27,False
2018-01-26,34,False
2018-01-27,10,False
2018-01-28,5,False
2018-01-29,29,False
2018-01-30,40,False
2018-01-31,41,False
2018-02-01,80,False
2018-02-02,95,False
2018-02-03,20,False
2018-02-04,8,False
2018-02-05,47,False
2018-02-06,53,False
2018-02-07,39,False
2018-02-08,41,False
2018-02-09,52,False
2018-02-10,11,False
2018-02-11,6,False
2018-02-12,35,False
2018-02-13,37,False
2018-02-14,33,False
2018-02-15,32,False
2018-02-16,26,False
2018-02-17,7,False
2018-02-18,3,False
2018-02-19,10,False
2018-02-20,27,False
2018-02-21,32,False
2018-02-22,31,False
2018-02-23,28,False
2018-02-24,11,False
2018-02-25,4,False
2018-02-26,28,False
2018-02-27,33,False
2018-02-28,29,False
2018-03-01,27,False
2018-03-02,30,False
2018-03-03,10,False
2018-03-04,6,False
2018-03-05,22,False
2018-03-06,27,False
2018-03-07,28,False
2018-03-08,27,False
2018-03-09,29,False
2018-03-10,9,False
2018-03-11,7,False
2018-03-12,28,False
2018-03-13,27,False
2018-03-14,31,False
2018-03-15,25,False
2018-03-16,24,False
2018-03-17,7,False
2018-03-18,5,False
2018-03-19,29,False
2018-03-20,33,False
2018-03-21,29,False
2018-03-22,33,False
2018-03-23,32,False
2018-03-24,9,False
2018-03-25,5,False
2018-03-26,32,False
2018-03-27,33,False
2018-03-28,66,False
2018-03-29,63,False
2018-03-30,26,False
2018-03-31,10,False
2018-04-01,8,False
2018-04-02,61,False
2018-04-03,58,False
2018-04-04,48,False
2018-04-05,45,False
2018-04-06,42,False
2018-04-07,10,False
2018-04-08,7,False
2018-04-09,31,False
2018-04-10,32,False
2018-04-11,29,False
2018-04-12,26,False
2018-04-13,25,False
2018-04-14,7,False
2018-04-15,5,False
2018-04-16,26,False
2018-04-17,32,False
2018-04-18,37,False
2018-04-19,48,False
2018-04-20,38,False
2018-04-21,9,False
2018-04-22,6,False
2018-04-23,30,False
2018-04-24,36,False
2018-04-25,38,False
2018-04-26,83,False
2018-04-27,100,False
2018-04-28,14,False
2018-04-29,7,False
2018-04-30,36,False
2018-05-01,33,False
2018-05-02,29,False
2018-05-03,30,False
2018-05-04,28,False
2018-05-05,8,False
2018-05-06,5,False
2018-05-07,30,False
2018-05-08,28,False
2018-05-09,29,False
2018-05-10,28,False
2018-05-11,25,False
2018-05-12,7,False
2018-05-13,5,False
2018-05-14,26,False
2018-05-15,26,False
2018-05-16,22,False
2018-05-17,22,False
2018-05-18,20,False
2018-05-19,7,False
2018-05-20,5,False
2018-05-21,26,False
2018-05-22,21,False
2018-05-23,21,False
2018-05-24,24,False
2018-05-25,23,False
2018-05-26,7,False
2018-05-27,3,False
2018-05-28,7,False
2018-05-29,21,False
2018-05-30,26,False
2018-05-31,25,False
2018-06-01,22,False
