date,AMZN,isPartial
2013-11-06,14,False
2013-11-07,17,False
2013-11-08,16,False
2013-11-09,4,False
2013-11-10,3,False
2013-11-11,17,False
2013-11-12,16,False
2013-11-13,17,False
2013-11-14,22,False
2013-11-15,18,False
2013-11-16,6,False
2013-11-17,6,False
2013-11-18,15,False
2013-11-19,14,False
2013-11-20,18,False
2013-11-21,16,False
2013-11-22,14,False
2013-11-23,7,False
2013-11-24,4,False
2013-11-25,16,False
2013-11-26,18,False
2013-11-27,17,False
2013-11-28,9,False
2013-11-29,16,False
2013-11-30,7,False
2013-12-01,7,False
2013-12-02,39,False
2013-12-03,29,False
2013-12-04,18,False
2013-12-05,16,False
2013-12-06,16,False
2013-12-07,8,False
2013-12-08,7,False
2013-12-09,12,False
2013-12-10,15,False
2013-12-11,14,False
2013-12-12,14,False
2013-12-13,15,False
2013-12-14,10,False
2013-12-15,5,False
2013-12-16,14,False
2013-12-17,13,False
2013-12-18,17,False
2013-12-19,16,False
2013-12-20,19,False
2013-12-21,10,False
2013-12-22,6,False
2013-12-23,20,False
2013-12-24,21,False
2013-12-25,8,False
2013-12-26,18,False
2013-12-27,20,False
2013-12-28,7,False
2013-12-29,4,False
2013-12-30,16,False
2013-12-31,18,False
2014-01-01,8,False
2014-01-02,14,False
2014-01-03,17,False
2014-01-04,9,False
2014-01-05,6,False
2014-01-06,19,False
2014-01-07,16,False
2014-01-08,14,False
2014-01-09,14,False
2014-01-10,12,False
2014-01-11,6,False
2014-01-12,5,False
2014-01-13,12,False
2014-01-14,16,False
2014-01-15,16,False
2014-01-16,13,False
2014-01-17,20,False
2014-01-18,6,False
2014-01-19,5,False
2014-01-20,8,False
2014-01-21,12,False
2014-01-22,15,False
2014-01-23,17,False
2014-01-24,18,False
2014-01-25,7,False
2014-01-26,5,False
2014-01-27,16,False
2014-01-28,20,False
2014-01-29,22,False
2014-01-30,70,False
2014-01-31,100,False
2014-02-01,30,False
2014-02-02,13,False
2014-02-03,50,False
2014-02-04,40,False
2014-02-05,30,False
2014-02-06,23,False
2014-02-07,23,False
2014-02-08,9,False
2014-02-09,6,False
2014-02-10,22,False
2014-02-11,19,False
2014-02-12,30,False
2014-02-13,27,False
2014-02-14,20,False
2014-02-15,8,False
2014-02-16,4,False
2014-02-17,11,False
2014-02-18,18,False
2014-02-19,20,False
2014-02-20,23,False
2014-02-21,19,False
2014-02-22,6,False
2014-02-23,5,False
2014-02-24,20,False
2014-02-25,17,False
2014-02-26,22,False
2014-02-27,20,False
2014-02-28,18,False
2014-03-01,7,False
2014-03-02,4,False
2014-03-03,16,False
2014-03-04,15,False
2014-03-05,20,False
2014-03-06,16,False
2014-03-07,17,False
2014-03-08,7,False
2014-03-09,4,False
2014-03-10,13,False
2014-03-11,16,False
2014-03-12,12,False
2014-03-13,35,False
2014-03-14,19,False
2014-03-15,7,False
2014-03-16,6,False
2014-03-17,16,False
2014-03-18,17,False
2014-03-19,12,False
2014-03-20,17,False
2014-03-21,13,False
2014-03-22,6,False
2014-03-23,3,False
2014-03-24,14,False
2014-03-25,17,False
2014-03-26,13,False
2014-03-27,17,False
2014-03-28,19,False
2014-03-29,5,False
2014-03-30,6,False
2014-03-31,18,False
2014-04-01,17,False
2014-04-02,26,False
2014-04-03,25,False
2014-04-04,25,False
2014-04-05,10,False
2014-04-06,6,False
2014-04-07,22,False
2014-04-08,20,False
2014-04-09,25,False
2014-04-10,26,False
2014-04-11,26,False
2014-04-12,6,False
2014-04-13,6,False
2014-04-14,22,False
2014-04-15,22,False
2014-04-16,20,False
2014-04-17,19,False
2014-04-18,15,False
2014-04-19,4,False
2014-04-20,5,False
2014-04-21,21,False
2014-04-22,24,False
2014-04-23,25,False
2014-04-24,61,False
2014-04-25,80,False
2014-04-26,24,False
2014-04-27,14,False
2014-04-28,46,False
2014-04-29,40,False
2014-04-30,28,False
2014-05-01,37,False
2014-05-02,24,False
2014-05-03,8,False
2014-05-04,3,False
2014-05-05,22,False
2014-05-06,26,False
2014-05-07,26,False
2014-05-08,25,False
2014-05-09,31,False
2014-05-10,9,False
2014-05-11,7,False
2014-05-12,25,False
2014-05-13,25,False
