date,AMZN,isPartial
2014-07-24,59,False
2014-07-25,100,False
2014-07-26,24,False
2014-07-27,11,False
2014-07-28,30,False
2014-07-29,26,False
2014-07-30,23,False
2014-07-31,24,False
2014-08-01,21,False
2014-08-02,6,False
2014-08-03,6,False
2014-08-04,24,False
2014-08-05,18,False
2014-08-06,21,False
2014-08-07,20,False
2014-08-08,17,False
2014-08-09,12,False
2014-08-10,4,False
2014-08-11,17,False
2014-08-12,18,False
2014-08-13,26,False
2014-08-14,24,False
2014-08-15,17,False
2014-08-16,8,False
2014-08-17,8,False
2014-08-18,14,False
2014-08-19,16,False
2014-08-20,14,False
2014-08-21,17,False
2014-08-22,14,False
2014-08-23,7,False
2014-08-24,2,False
2014-08-25,24,False
2014-08-26,31,False
2014-08-27,21,False
2014-08-28,21,False
2014-08-29,13,False
2014-08-30,7,False
2014-08-31,3,False
2014-09-01,7,False
2014-09-02,14,False
2014-09-03,13,False
2014-09-04,17,False
2014-09-05,19,False
2014-09-06,8,False
2014-09-07,6,False
2014-09-08,14,False
2014-09-09,15,False
2014-09-10,16,False
2014-09-11,14,False
2014-09-12,13,False
2014-09-13,4,False
2014-09-14,3,False
2014-09-15,18,False
2014-09-16,13,False
2014-09-17,13,False
2014-09-18,15,False
2014-09-19,16,False
2014-09-20,8,False
2014-09-21,7,False
2014-09-22,9,False
2014-09-23,16,False
2014-09-24,13,False
2014-09-25,14,False
2014-09-26,13,False
2014-09-27,4,False
2014-09-28,6,False
2014-09-29,12,False
2014-09-30,11,False
2014-10-01,14,False
2014-10-02,11,False
2014-10-03,11,False
2014-10-04,2,False
2014-10-05,3,False
2014-10-06,14,False
2014-10-07,11,False
2014-10-08,13,False
2014-10-09,13,False
2014-10-10,14,False
2014-10-11,7,False
2014-10-12,3,False
2014-10-13,12,False
2014-10-14,18,False
2014-10-15,13,False
2014-10-16,17,False
2014-10-17,15,False
2014-10-18,6,False
2014-10-19,2,False
2014-10-20,16,False
2014-10-21,13,False
2014-10-22,16,False
2014-10-23,68,False
2014-10-24,89,False
2014-10-25,21,False
2014-10-26,9,False
2014-10-27,33,False
