date,AMZN,isPartial
2011-09-18,7,False
2011-09-19,15,False
2011-09-20,24,False
2011-09-21,10,False
2011-09-22,11,False
2011-09-23,13,False
2011-09-24,4,False
2011-09-25,6,False
2011-09-26,14,False
2011-09-27,24,False
2011-09-28,52,False
2011-09-29,41,False
2011-09-30,21,False
2011-10-01,5,False
2011-10-02,9,False
2011-10-03,16,False
2011-10-04,17,False
2011-10-05,20,False
2011-10-06,15,False
2011-10-07,14,False
2011-10-08,0,False
2011-10-09,5,False
2011-10-10,16,False
2011-10-11,11,False
2011-10-12,17,False
2011-10-13,9,False
2011-10-14,24,False
2011-10-15,9,False
2011-10-16,4,False
2011-10-17,23,False
2011-10-18,15,False
2011-10-19,16,False
2011-10-20,18,False
2011-10-21,16,False
2011-10-22,6,False
2011-10-23,2,False
2011-10-24,18,False
2011-10-25,66,False
2011-10-26,100,False
2011-10-27,42,False
2011-10-28,36,False
2011-10-29,12,False
2011-10-30,4,False
2011-10-31,33,False
2011-11-01,19,False
2011-11-02,32,False
2011-11-03,16,False
2011-11-04,14,False
2011-11-05,9,False
2011-11-06,3,False
2011-11-07,13,False
2011-11-08,10,False
2011-11-09,16,False
2011-11-10,19,False
2011-11-11,13,False
2011-11-12,9,False
2011-11-13,2,False
2011-11-14,14,False
2011-11-15,24,False
2011-11-16,16,False
2011-11-17,12,False
2011-11-18,20,False
2011-11-19,11,False
2011-11-20,6,False
2011-11-21,22,False
2011-11-22,22,False
2011-11-23,20,False
2011-11-24,9,False
2011-11-25,12,False
2011-11-26,10,False
2011-11-27,6,False
2011-11-28,22,False
2011-11-29,32,False
2011-11-30,21,False
2011-12-01,18,False
2011-12-02,20,False
2011-12-03,5,False
2011-12-04,3,False
2011-12-05,12,False
2011-12-06,10,False
2011-12-07,16,False
2011-12-08,10,False
2011-12-09,14,False
2011-12-10,7,False
2011-12-11,4,False
2011-12-12,9,False
2011-12-13,19,False
2011-12-14,18,False
2011-12-15,24,False
2011-12-16,19,False
2011-12-17,6,False
2011-12-18,4,False
2011-12-19,15,False
2011-12-20,15,False
2011-12-21,31,False
2011-12-22,13,False
2011-12-23,9,False
2011-12-24,4,False
2011-12-25,10,False
2011-12-26,6,False
2011-12-27,10,False
2011-12-28,14,False
2011-12-29,21,False
2011-12-30,13,False
2011-12-31,7,False
2012-01-01,3,False
2012-01-02,7,False
2012-01-03,22,False
2012-01-04,19,False
2012-01-05,21,False
2012-01-06,17,False
2012-01-07,6,False
2012-01-08,3,False
2012-01-09,11,False
