date,LRCX,isPartial
2017-09-22,14,False
2017-09-23,0,False
2017-09-24,5,False
2017-09-25,11,False
2017-09-26,26,False
2017-09-27,13,False
2017-09-28,16,False
2017-09-29,14,False
2017-09-30,3,False
2017-10-01,8,False
2017-10-02,24,False
2017-10-03,26,False
2017-10-04,20,False
2017-10-05,18,False
2017-10-06,16,False
2017-10-07,3,False
2017-10-08,0,False
2017-10-09,15,False
2017-10-10,17,False
2017-10-11,11,False
2017-10-12,16,False
2017-10-13,14,False
2017-10-14,8,False
2017-10-15,5,False
2017-10-16,15,False
2017-10-17,52,False
2017-10-18,46,False
2017-10-19,25,False
2017-10-20,35,False
2017-10-21,10,False
2017-10-22,2,False
2017-10-23,24,False
2017-10-24,19,False
2017-10-25,24,False
2017-10-26,24,False
2017-10-27,25,False
2017-10-28,3,False
2017-10-29,5,False
2017-10-30,13,False
2017-10-31,27,False
2017-11-01,23,False
2017-11-02,22,False
2017-11-03,25,False
2017-11-04,5,False
2017-11-05,5,False
2017-11-06,6,False
2017-11-07,17,False
2017-11-08,13,False
2017-11-09,38,False
2017-11-10,29,False
2017-11-11,2,False
2017-11-12,7,False
2017-11-13,15,False
2017-11-14,17,False
2017-11-15,21,False
2017-11-16,21,False
2017-11-17,27,False
2017-11-18,2,False
2017-11-19,2,False
2017-11-20,23,False
2017-11-21,32,False
2017-11-22,24,False
2017-11-23,2,False
2017-11-24,18,False
2017-11-25,15,False
2017-11-26,10,False
2017-11-27,29,False
2017-11-28,19,False
2017-11-29,54,False
2017-11-30,34,False
2017-12-01,36,False
2017-12-02,15,False
2017-12-03,2,False
2017-12-04,42,False
2017-12-05,34,False
2017-12-06,36,False
2017-12-07,46,False
2017-12-08,36,False
2017-12-09,5,False
2017-12-10,5,False
2017-12-11,29,False
2017-12-12,13,False
2017-12-13,19,False
2017-12-14,26,False
2017-12-15,20,False
2017-12-16,12,False
2017-12-17,0,False
2017-12-18,15,False
2017-12-19,29,False
2017-12-20,38,False
2017-12-21,14,False
2017-12-22,24,False
2017-12-23,3,False
2017-12-24,0,False
2017-12-25,3,False
2017-12-26,2,False
2017-12-27,11,False
2017-12-28,21,False
2017-12-29,17,False
2017-12-30,10,False
2017-12-31,5,False
2018-01-01,3,False
2018-01-02,29,False
2018-01-03,21,False
2018-01-04,30,False
2018-01-05,37,False
2018-01-06,10,False
2018-01-07,7,False
2018-01-08,15,False
2018-01-09,23,False
2018-01-10,21,False
2018-01-11,34,False
2018-01-12,26,False
2018-01-13,14,False
2018-01-14,0,False
2018-01-15,8,False
2018-01-16,18,False
2018-01-17,35,False
2018-01-18,31,False
2018-01-19,41,False
2018-01-20,9,False
2018-01-21,5,False
2018-01-22,27,False
2018-01-23,60,False
2018-01-24,99,False
2018-01-25,100,False
2018-01-26,98,False
2018-01-27,22,False
2018-01-28,7,False
2018-01-29,52,False
2018-01-30,52,False
2018-01-31,39,False
2018-02-01,21,False
2018-02-02,45,False
2018-02-03,17,False
2018-02-04,9,False
2018-02-05,21,False
2018-02-06,43,False
2018-02-07,43,False
2018-02-08,46,False
2018-02-09,41,False
2018-02-10,5,False
2018-02-11,9,False
2018-02-12,36,False
2018-02-13,33,False
