date,SBUX
2015-08-18,38
2015-08-19,29
2015-08-20,34
2015-08-21,45
2015-08-22,26
2015-08-23,14
2015-08-24,60
2015-08-25,62
2015-08-26,58
2015-08-27,47
2015-08-28,48
2015-08-29,16
2015-08-30,14
2015-08-31,35
2015-09-01,37
2015-09-02,36
2015-09-03,29
2015-09-04,26
2015-09-05,13
2015-09-06,11
2015-09-07,9
2015-09-08,33
2015-09-09,29
2015-09-10,19
2015-09-11,26
2015-09-12,12
2015-09-13,7
2015-09-14,26
2015-09-15,26
2015-09-16,25
2015-09-17,29
2015-09-18,23
2015-09-19,15
2015-09-20,8
2015-09-21,29
2015-09-22,29
2015-09-23,24
2015-09-24,29
2015-09-25,31
2015-09-26,8
2015-09-27,11
2015-09-28,24
2015-09-29,29
2015-09-30,27
2015-10-01,25
2015-10-02,27
2015-10-03,11
2015-10-04,10
2015-10-05,27
2015-10-06,35
2015-10-07,30
2015-10-08,34
2015-10-09,33
2015-10-10,11
2015-10-11,14
2015-10-12,29
2015-10-13,34
2015-10-14,22
2015-10-15,34
2015-10-16,32
2015-10-17,18
2015-10-18,10
2015-10-19,28
2015-10-20,32
2015-10-21,30
2015-10-22,39
2015-10-23,35
2015-10-24,12
2015-10-25,11
2015-10-26,39
2015-10-27,44
2015-10-28,38
2015-10-29,100
2015-10-30,74
2015-10-31,21
2015-11-01,11
2015-11-02,47
2015-11-03,41
2015-11-04,39
2015-11-05,36
2015-11-06,31
2015-11-07,16
2015-11-08,8
2015-11-09,35
2015-11-10,40
2015-11-11,35
2015-11-12,34
2015-11-13,37
2015-11-14,16
2015-11-15,12
2015-11-16,30
2015-11-17,36
2015-11-18,33
2015-11-19,37
2015-11-20,36
2015-11-21,11
2015-11-22,10
2015-11-23,34
2015-11-24,35
2015-11-25,30
2015-11-26,12
2015-11-27,21
2015-11-28,13
2015-11-29,12
2015-11-30,26
2015-12-01,34
2015-12-02,34
2015-12-03,28
2015-12-04,31
2015-12-05,17
2015-12-06,9
2015-12-07,31
2015-12-08,34
2015-12-09,34
2015-12-10,26
2015-12-11,32
2015-12-12,10
2015-12-13,7
2015-12-14,31
2015-12-15,27
2015-12-16,29
2015-12-17,32
2015-12-18,29
2015-12-19,13
2015-12-20,7
2015-12-21,18
2015-12-22,32
2015-12-23,29
2015-12-24,25
2015-12-25,8
2015-12-26,8
2015-12-27,12
2015-12-28,22
2015-12-29,30
2015-12-30,26
2015-12-31,27
2016-01-01,9
2016-01-02,8
2016-01-03,10
2016-01-04,27
2016-01-05,33
2016-01-06,30
2016-01-07,36
2016-01-08,33
2016-01-09,12
2016-01-10,11
2016-01-11,25
2016-01-12,40
2016-01-13,36
2016-01-14,36
2016-01-15,38
2016-01-16,13
2016-01-17,10
2016-01-18,11
2016-01-19,33
2016-01-20,53
2016-01-21,91
2016-01-22,82
2016-01-23,19
2016-01-24,12
2016-01-25,32
2016-01-26,34
2016-01-27,32
2016-01-28,35
2016-01-29,35
2016-01-30,14
2016-01-31,10
2016-02-01,36
2016-02-02,37
2016-02-03,32
2016-02-04,29
2016-02-05,42
2016-02-06,22
2016-02-07,8
2016-02-08,38
2016-02-09,37
2016-02-10,34
2016-02-11,38
2016-02-12,32
2016-02-13,12
2016-02-14,8
2016-02-15,14
2016-02-16,29
2016-02-17,25
2016-02-18,32
2016-02-19,30
2016-02-20,17
2016-02-21,8
2016-02-22,34
2016-02-23,29
2016-02-24,32
2016-02-25,32
2016-02-26,30
2016-02-27,12
2016-02-28,11
2016-02-29,30
2016-03-01,29
2016-03-02,31
2016-03-03,38
2016-03-04,31
2016-03-05,13
2016-03-06,12
2016-03-07,24
2016-03-08,29
2016-03-09,29
2016-03-10,28
2016-03-11,34
2016-03-12,13
2016-03-13,6
2016-03-14,20
2016-03-15,25
2016-03-16,24
2016-03-17,25
2016-03-18,27
2016-03-19,11
2016-03-20,10
2016-03-21,24
2016-03-22,26
2016-03-23,32
2016-03-24,26
2016-03-25,18
2016-03-26,10
2016-03-27,8
2016-03-28,21
2016-03-29,29
2016-03-30,23
2016-03-31,30
2016-04-01,29
2016-04-02,10
2016-04-03,10
2016-04-04,25
2016-04-05,29
2016-04-06,28
2016-04-07,30
2016-04-08,30
2016-04-09,13
2016-04-10,6
2016-04-11,29
2016-04-12,45
2016-04-13,33
2016-04-14,31
2016-04-15,26
2016-04-16,13
2016-04-17,7
2016-04-18,18
2016-04-19,29
2016-04-20,31
2016-04-21,59
2016-04-22,86
2016-04-23,16
2016-04-24,9
2016-04-25,39
2016-04-26,31
2016-04-27,34
2016-04-28,37
2016-04-29,33
2016-04-30,12
2016-05-01,15
2016-05-02,27
2016-05-03,36
2016-05-04,36
