date,SBUX
2015-12-26,8
2015-12-27,12
2015-12-28,19
2015-12-29,23
2015-12-30,34
2015-12-31,29
2016-01-01,14
2016-01-02,7
2016-01-03,8
2016-01-04,32
2016-01-05,37
2016-01-06,32
2016-01-07,38
2016-01-08,36
2016-01-09,14
2016-01-10,8
2016-01-11,29
2016-01-12,39
2016-01-13,35
2016-01-14,32
2016-01-15,30
2016-01-16,14
2016-01-17,7
2016-01-18,11
2016-01-19,28
2016-01-20,44
2016-01-21,100
2016-01-22,78
2016-01-23,18
2016-01-24,9
2016-01-25,32
2016-01-26,36
2016-01-27,31
2016-01-28,36
2016-01-29,35
2016-01-30,15
2016-01-31,7
2016-02-01,31
2016-02-02,31
2016-02-03,33
2016-02-04,30
2016-02-05,40
2016-02-06,19
2016-02-07,7
2016-02-08,35
2016-02-09,27
2016-02-10,32
2016-02-11,37
2016-02-12,25
2016-02-13,8
2016-02-14,8
2016-02-15,10
2016-02-16,26
2016-02-17,26
2016-02-18,28
2016-02-19,31
2016-02-20,10
2016-02-21,11
2016-02-22,29
2016-02-23,23
2016-02-24,26
2016-02-25,24
2016-02-26,28
2016-02-27,11
2016-02-28,8
2016-02-29,22
2016-03-01,25
2016-03-02,25
2016-03-03,31
2016-03-04,27
2016-03-05,12
2016-03-06,9
2016-03-07,23
2016-03-08,28
2016-03-09,26
2016-03-10,25
2016-03-11,28
2016-03-12,12
2016-03-13,7
2016-03-14,21
2016-03-15,19
2016-03-16,15
2016-03-17,33
2016-03-18,24
2016-03-19,10
2016-03-20,10
2016-03-21,22
2016-03-22,25
2016-03-23,26
2016-03-24,23
2016-03-25,17
2016-03-26,11
2016-03-27,7
2016-03-28,23
2016-03-29,29
2016-03-30,22
2016-03-31,19
2016-04-01,23
2016-04-02,9
2016-04-03,6
2016-04-04,26
2016-04-05,24
2016-04-06,32
2016-04-07,32
2016-04-08,27
2016-04-09,10
2016-04-10,7
2016-04-11,22
2016-04-12,38
2016-04-13,38
2016-04-14,28
2016-04-15,25
2016-04-16,12
2016-04-17,4
2016-04-18,18
2016-04-19,25
2016-04-20,29
2016-04-21,57
2016-04-22,75
2016-04-23,18
2016-04-24,7
2016-04-25,33
2016-04-26,25
2016-04-27,31
2016-04-28,32
2016-04-29,34
2016-04-30,14
2016-05-01,11
2016-05-02,23
2016-05-03,28
2016-05-04,27
2016-05-05,25
2016-05-06,26
2016-05-07,11
2016-05-08,8
2016-05-09,22
2016-05-10,22
2016-05-11,24
2016-05-12,22
2016-05-13,25
2016-05-14,9
2016-05-15,11
2016-05-16,30
2016-05-17,27
2016-05-18,26
2016-05-19,20
2016-05-20,26
2016-05-21,12
2016-05-22,7
2016-05-23,22
2016-05-24,19
2016-05-25,35
2016-05-26,25
2016-05-27,22
2016-05-28,15
2016-05-29,10
2016-05-30,11
2016-05-31,24
2016-06-01,26
2016-06-02,27
2016-06-03,26
2016-06-04,11
2016-06-05,7
2016-06-06,18
2016-06-07,23
2016-06-08,23
2016-06-09,20
2016-06-10,20
2016-06-11,9
2016-06-12,6
2016-06-13,22
2016-06-14,22
2016-06-15,20
2016-06-16,22
2016-06-17,20
2016-06-18,8
2016-06-19,9
2016-06-20,22
2016-06-21,24
2016-06-22,21
2016-06-23,15
2016-06-24,34
2016-06-25,15
2016-06-26,9
2016-06-27,25
2016-06-28,25
2016-06-29,24
2016-06-30,25
2016-07-01,22
2016-07-02,8
2016-07-03,8
2016-07-04,10
2016-07-05,24
2016-07-06,18
2016-07-07,15
2016-07-08,24
2016-07-09,17
2016-07-10,11
2016-07-11,22
2016-07-12,29
2016-07-13,26
2016-07-14,33
2016-07-15,23
2016-07-16,10
2016-07-17,6
2016-07-18,21
2016-07-19,18
2016-07-20,25
2016-07-21,64
2016-07-22,56
2016-07-23,17
2016-07-24,13
2016-07-25,23
2016-07-26,33
2016-07-27,20
2016-07-28,19
2016-07-29,19
2016-07-30,12
2016-07-31,9
2016-08-01,27
2016-08-02,25
2016-08-03,26
2016-08-04,32
2016-08-05,28
2016-08-06,10
2016-08-07,3
2016-08-08,17
2016-08-09,22
2016-08-10,22
2016-08-11,22
2016-08-12,15
2016-08-13,6
2016-08-14,4
2016-08-15,19
2016-08-16,24
2016-08-17,21
2016-08-18,24
2016-08-19,26
2016-08-20,12
2016-08-21,4
2016-08-22,28
2016-08-23,25
2016-08-24,25
2016-08-25,22
2016-08-26,23
2016-08-27,10
2016-08-28,12
2016-08-29,19
2016-08-30,13
2016-08-31,13
2016-09-01,23
2016-09-02,21
2016-09-03,6
2016-09-04,5
2016-09-05,10
2016-09-06,15
2016-09-07,23
2016-09-08,25
2016-09-09,16
2016-09-10,10
2016-09-11,7
