date,SBUX
2011-09-18,14
2011-09-19,29
2011-09-20,36
2011-09-21,30
2011-09-22,32
2011-09-23,33
2011-09-24,16
2011-09-25,16
2011-09-26,32
2011-09-27,32
2011-09-28,27
2011-09-29,27
2011-09-30,26
2011-10-01,7
2011-10-02,14
2011-10-03,30
2011-10-04,20
2011-10-05,31
2011-10-06,41
2011-10-07,23
2011-10-08,13
2011-10-09,7
2011-10-10,30
2011-10-11,31
2011-10-12,32
2011-10-13,25
2011-10-14,18
2011-10-15,18
2011-10-16,10
2011-10-17,30
2011-10-18,21
2011-10-19,19
2011-10-20,18
2011-10-21,37
2011-10-22,15
2011-10-23,12
2011-10-24,33
2011-10-25,30
2011-10-26,34
2011-10-27,25
2011-10-28,37
2011-10-29,20
2011-10-30,23
2011-10-31,22
2011-11-01,32
2011-11-02,35
2011-11-03,55
2011-11-04,57
2011-11-05,27
2011-11-06,16
2011-11-07,38
2011-11-08,44
2011-11-09,30
2011-11-10,31
2011-11-11,34
2011-11-12,22
2011-11-13,15
2011-11-14,34
2011-11-15,25
2011-11-16,40
2011-11-17,25
2011-11-18,29
2011-11-19,22
2011-11-20,17
2011-11-21,36
2011-11-22,37
2011-11-23,21
2011-11-24,8
2011-11-25,23
2011-11-26,12
2011-11-27,18
2011-11-28,26
2011-11-29,27
2011-11-30,43
2011-12-01,33
2011-12-02,38
2011-12-03,30
2011-12-04,17
2011-12-05,33
2011-12-06,29
2011-12-07,23
2011-12-08,38
2011-12-09,31
2011-12-10,19
2011-12-11,17
2011-12-12,23
2011-12-13,30
2011-12-14,34
2011-12-15,17
2011-12-16,22
2011-12-17,12
2011-12-18,6
2011-12-19,24
2011-12-20,32
2011-12-21,21
2011-12-22,27
2011-12-23,36
2011-12-24,26
2011-12-25,13
2011-12-26,14
2011-12-27,19
2011-12-28,25
2011-12-29,22
2011-12-30,26
2011-12-31,10
2012-01-01,14
2012-01-02,15
2012-01-03,36
2012-01-04,21
2012-01-05,28
2012-01-06,25
2012-01-07,8
2012-01-08,7
2012-01-09,23
2012-01-10,25
2012-01-11,24
2012-01-12,22
2012-01-13,20
2012-01-14,18
2012-01-15,19
2012-01-16,21
2012-01-17,19
2012-01-18,22
2012-01-19,23
2012-01-20,19
2012-01-21,20
2012-01-22,7
2012-01-23,20
2012-01-24,25
2012-01-25,32
2012-01-26,65
2012-01-27,59
2012-01-28,19
2012-01-29,17
2012-01-30,30
2012-01-31,36
2012-02-01,28
2012-02-02,22
2012-02-03,31
2012-02-04,9
2012-02-05,12
2012-02-06,25
2012-02-07,20
2012-02-08,23
2012-02-09,32
2012-02-10,19
2012-02-11,11
2012-02-12,7
2012-02-13,27
2012-02-14,31
2012-02-15,32
2012-02-16,34
2012-02-17,32
2012-02-18,21
2012-02-19,5
2012-02-20,14
2012-02-21,28
2012-02-22,21
2012-02-23,19
2012-02-24,31
2012-02-25,17
2012-02-26,12
2012-02-27,23
2012-02-28,28
2012-02-29,26
2012-03-01,34
2012-03-02,26
2012-03-03,16
2012-03-04,15
2012-03-05,28
2012-03-06,25
2012-03-07,36
2012-03-08,62
2012-03-09,70
2012-03-10,32
2012-03-11,18
2012-03-12,36
2012-03-13,40
2012-03-14,40
2012-03-15,32
2012-03-16,38
2012-03-17,16
2012-03-18,12
2012-03-19,34
2012-03-20,43
2012-03-21,43
2012-03-22,46
2012-03-23,38
2012-03-24,19
2012-03-25,15
2012-03-26,30
2012-03-27,46
2012-03-28,43
2012-03-29,38
2012-03-30,41
2012-03-31,18
2012-04-01,9
2012-04-02,33
2012-04-03,35
2012-04-04,46
2012-04-05,37
2012-04-06,36
2012-04-07,27
2012-04-08,21
2012-04-09,32
2012-04-10,42
2012-04-11,33
2012-04-12,57
2012-04-13,66
2012-04-14,28
2012-04-15,29
2012-04-16,63
2012-04-17,60
2012-04-18,57
2012-04-19,47
2012-04-20,47
2012-04-21,22
2012-04-22,20
2012-04-23,52
2012-04-24,40
2012-04-25,62
2012-04-26,97
2012-04-27,100
2012-04-28,38
2012-04-29,25
2012-04-30,53
2012-05-01,46
2012-05-02,48
2012-05-03,56
2012-05-04,38
2012-05-05,20
2012-05-06,14
2012-05-07,48
2012-05-08,53
2012-05-09,33
2012-05-10,51
2012-05-11,44
2012-05-12,18
2012-05-13,6
2012-05-14,44
2012-05-15,51
2012-05-16,48
2012-05-17,37
2012-05-18,48
2012-05-19,23
2012-05-20,12
2012-05-21,33
2012-05-22,41
2012-05-23,46
2012-05-24,33
2012-05-25,38
2012-05-26,11
2012-05-27,12
2012-05-28,7
2012-05-29,32
2012-05-30,37
2012-05-31,34
2012-06-01,35
2012-06-02,27
2012-06-03,12
2012-06-04,45
