date,SBUX
2010-08-24,21
2010-08-25,13
2010-08-26,30
2010-08-27,24
2010-08-28,14
2010-08-29,20
2010-08-30,14
2010-08-31,29
2010-09-01,33
2010-09-02,18
2010-09-03,32
2010-09-04,20
2010-09-05,14
2010-09-06,18
2010-09-07,21
2010-09-08,24
2010-09-09,19
2010-09-10,22
2010-09-11,22
2010-09-12,13
2010-09-13,23
2010-09-14,24
2010-09-15,27
2010-09-16,19
2010-09-17,35
2010-09-18,13
2010-09-19,11
2010-09-20,27
2010-09-21,19
2010-09-22,19
2010-09-23,46
2010-09-24,20
2010-09-25,13
2010-09-26,17
2010-09-27,20
2010-09-28,20
2010-09-29,15
2010-09-30,24
2010-10-01,19
2010-10-02,11
2010-10-03,8
2010-10-04,28
2010-10-05,40
2010-10-06,25
2010-10-07,20
2010-10-08,18
2010-10-09,10
2010-10-10,16
2010-10-11,20
2010-10-12,31
2010-10-13,40
2010-10-14,40
2010-10-15,23
2010-10-16,15
2010-10-17,14
2010-10-18,34
2010-10-19,31
2010-10-20,41
2010-10-21,30
2010-10-22,35
2010-10-23,16
2010-10-24,8
2010-10-25,21
2010-10-26,43
2010-10-27,21
2010-10-28,30
2010-10-29,38
2010-10-30,6
2010-10-31,10
2010-11-01,25
2010-11-02,45
2010-11-03,30
2010-11-04,64
2010-11-05,100
2010-11-06,37
2010-11-07,24
2010-11-08,36
2010-11-09,38
2010-11-10,35
2010-11-11,34
2010-11-12,39
2010-11-13,16
2010-11-14,14
2010-11-15,36
2010-11-16,32
2010-11-17,44
2010-11-18,45
2010-11-19,26
2010-11-20,16
2010-11-21,16
2010-11-22,31
2010-11-23,33
2010-11-24,32
2010-11-25,20
2010-11-26,19
2010-11-27,30
2010-11-28,14
2010-11-29,32
2010-11-30,25
2010-12-01,31
2010-12-02,35
2010-12-03,50
2010-12-04,14
2010-12-05,25
2010-12-06,42
2010-12-07,41
2010-12-08,42
2010-12-09,40
2010-12-10,42
2010-12-11,20
2010-12-12,27
2010-12-13,30
2010-12-14,22
2010-12-15,47
2010-12-16,36
2010-12-17,47
2010-12-18,12
2010-12-19,18
2010-12-20,29
2010-12-21,25
2010-12-22,38
2010-12-23,38
2010-12-24,43
2010-12-25,7
2010-12-26,16
2010-12-27,23
2010-12-28,23
2010-12-29,21
2010-12-30,22
2010-12-31,28
2011-01-01,16
2011-01-02,14
2011-01-03,23
2011-01-04,36
2011-01-05,44
2011-01-06,44
2011-01-07,23
2011-01-08,27
2011-01-09,11
2011-01-10,24
2011-01-11,29
2011-01-12,36
2011-01-13,28
2011-01-14,36
2011-01-15,21
2011-01-16,11
2011-01-17,21
2011-01-18,40
2011-01-19,42
2011-01-20,35
2011-01-21,33
2011-01-22,9
2011-01-23,20
2011-01-24,22
2011-01-25,31
2011-01-26,55
2011-01-27,81
2011-01-28,33
2011-01-29,14
2011-01-30,25
2011-01-31,41
2011-02-01,31
2011-02-02,30
2011-02-03,45
2011-02-04,20
2011-02-05,20
2011-02-06,9
2011-02-07,30
2011-02-08,19
2011-02-09,35
2011-02-10,19
2011-02-11,31
2011-02-12,18
2011-02-13,14
2011-02-14,41
2011-02-15,37
2011-02-16,26
2011-02-17,41
2011-02-18,22
2011-02-19,22
2011-02-20,14
2011-02-21,26
2011-02-22,30
2011-02-23,22
2011-02-24,22
2011-02-25,18
2011-02-26,18
2011-02-27,18
2011-02-28,23
2011-03-01,34
2011-03-02,33
2011-03-03,16
2011-03-04,29
2011-03-05,17
2011-03-06,9
2011-03-07,31
2011-03-08,50
2011-03-09,33
2011-03-10,82
2011-03-11,74
2011-03-12,20
2011-03-13,14
2011-03-14,39
2011-03-15,42
2011-03-16,39
2011-03-17,40
2011-03-18,43
2011-03-19,22
2011-03-20,13
2011-03-21,32
2011-03-22,27
2011-03-23,38
2011-03-24,37
2011-03-25,57
2011-03-26,20
2011-03-27,14
2011-03-28,31
2011-03-29,33
2011-03-30,29
2011-03-31,19
2011-04-01,17
2011-04-02,17
2011-04-03,22
2011-04-04,21
2011-04-05,33
2011-04-06,30
2011-04-07,26
2011-04-08,32
2011-04-09,22
2011-04-10,8
2011-04-11,30
2011-04-12,33
2011-04-13,30
2011-04-14,22
2011-04-15,26
2011-04-16,13
2011-04-17,19
2011-04-18,23
2011-04-19,33
2011-04-20,33
2011-04-21,29
2011-04-22,24
2011-04-23,10
2011-04-24,12
2011-04-25,27
2011-04-26,31
2011-04-27,50
2011-04-28,52
2011-04-29,28
2011-04-30,11
2011-05-01,16
2011-05-02,33
2011-05-03,20
2011-05-04,25
2011-05-05,26
2011-05-06,29
2011-05-07,28
2011-05-08,17
2011-05-09,27
2011-05-10,17
2011-05-11,14
