date,SBUX
2011-01-01,12
2011-01-02,21
2011-01-03,35
2011-01-04,48
2011-01-05,50
2011-01-06,47
2011-01-07,37
2011-01-08,31
2011-01-09,19
2011-01-10,41
2011-01-11,36
2011-01-12,53
2011-01-13,39
2011-01-14,47
2011-01-15,19
2011-01-16,19
2011-01-17,30
2011-01-18,62
2011-01-19,61
2011-01-20,25
2011-01-21,41
2011-01-22,12
2011-01-23,19
2011-01-24,39
2011-01-25,37
2011-01-26,71
2011-01-27,89
2011-01-28,34
2011-01-29,27
2011-01-30,30
2011-01-31,32
2011-02-01,45
2011-02-02,52
2011-02-03,27
2011-02-04,33
2011-02-05,20
2011-02-06,18
2011-02-07,40
2011-02-08,22
2011-02-09,33
2011-02-10,28
2011-02-11,39
2011-02-12,16
2011-02-13,18
2011-02-14,39
2011-02-15,41
2011-02-16,27
2011-02-17,45
2011-02-18,35
2011-02-19,25
2011-02-20,16
2011-02-21,37
2011-02-22,42
2011-02-23,38
2011-02-24,26
2011-02-25,29
2011-02-26,52
2011-02-27,11
2011-02-28,32
2011-03-01,50
2011-03-02,42
2011-03-03,42
2011-03-04,33
2011-03-05,33
2011-03-06,14
2011-03-07,39
2011-03-08,62
2011-03-09,49
2011-03-10,100
2011-03-11,89
2011-03-12,16
2011-03-13,34
2011-03-14,44
2011-03-15,62
2011-03-16,50
2011-03-17,52
2011-03-18,60
2011-03-19,30
2011-03-20,13
2011-03-21,45
2011-03-22,31
2011-03-23,55
2011-03-24,55
2011-03-25,68
2011-03-26,10
2011-03-27,29
2011-03-28,41
2011-03-29,39
2011-03-30,36
2011-03-31,38
2011-04-01,29
2011-04-02,18
2011-04-03,27
2011-04-04,31
2011-04-05,40
2011-04-06,38
2011-04-07,35
2011-04-08,43
2011-04-09,30
2011-04-10,17
2011-04-11,47
2011-04-12,40
2011-04-13,22
2011-04-14,45
2011-04-15,35
2011-04-16,21
2011-04-17,23
2011-04-18,31
2011-04-19,28
2011-04-20,44
2011-04-21,26
2011-04-22,29
2011-04-23,22
2011-04-24,15
2011-04-25,36
2011-04-26,40
2011-04-27,56
2011-04-28,58
2011-04-29,37
2011-04-30,19
2011-05-01,14
2011-05-02,51
2011-05-03,31
2011-05-04,31
2011-05-05,46
2011-05-06,45
2011-05-07,30
2011-05-08,26
2011-05-09,32
2011-05-10,27
2011-05-11,21
2011-05-12,27
2011-05-13,25
2011-05-14,25
2011-05-15,20
2011-05-16,35
2011-05-17,29
2011-05-18,29
2011-05-19,28
2011-05-20,32
2011-05-21,21
2011-05-22,23
2011-05-23,34
2011-05-24,36
2011-05-25,31
2011-05-26,38
2011-05-27,19
2011-05-28,32
2011-05-29,14
2011-05-30,20
2011-05-31,30
2011-06-01,22
2011-06-02,40
2011-06-03,37
2011-06-04,21
2011-06-05,18
2011-06-06,18
2011-06-07,25
2011-06-08,23
2011-06-09,27
2011-06-10,34
2011-06-11,23
2011-06-12,12
2011-06-13,29
2011-06-14,26
2011-06-15,36
2011-06-16,16
2011-06-17,28
2011-06-18,23
2011-06-19,14
2011-06-20,28
2011-06-21,37
2011-06-22,31
2011-06-23,28
2011-06-24,25
2011-06-25,14
2011-06-26,18
2011-06-27,34
2011-06-28,25
2011-06-29,51
2011-06-30,42
2011-07-01,47
2011-07-02,28
2011-07-03,14
2011-07-04,15
2011-07-05,51
2011-07-06,54
2011-07-07,37
2011-07-08,58
2011-07-09,33
2011-07-10,43
2011-07-11,34
2011-07-12,54
2011-07-13,33
2011-07-14,50
2011-07-15,47
2011-07-16,26
2011-07-17,18
2011-07-18,40
2011-07-19,34
2011-07-20,38
2011-07-21,22
2011-07-22,35
2011-07-23,18
2011-07-24,18
2011-07-25,41
2011-07-26,50
2011-07-27,36
2011-07-28,83
2011-07-29,76
2011-07-30,26
2011-07-31,14
2011-08-01,40
2011-08-02,51
2011-08-03,41
2011-08-04,54
2011-08-05,64
2011-08-06,27
2011-08-07,20
2011-08-08,80
2011-08-09,92
2011-08-10,58
2011-08-11,65
2011-08-12,70
2011-08-13,30
2011-08-14,25
2011-08-15,65
2011-08-16,55
2011-08-17,52
2011-08-18,61
2011-08-19,37
2011-08-20,37
2011-08-21,29
2011-08-22,42
2011-08-23,36
2011-08-24,55
2011-08-25,54
2011-08-26,52
2011-08-27,28
2011-08-28,6
2011-08-29,34
2011-08-30,28
2011-08-31,41
2011-09-01,35
2011-09-02,24
2011-09-03,22
2011-09-04,19
2011-09-05,15
2011-09-06,40
2011-09-07,42
2011-09-08,37
2011-09-09,30
2011-09-10,31
2011-09-11,20
2011-09-12,33
2011-09-13,29
2011-09-14,23
2011-09-15,43
2011-09-16,32
2011-09-17,27
2011-09-18,22
