date,SBUX
2016-07-30,11
2016-07-31,8
2016-08-01,31
2016-08-02,32
2016-08-03,28
2016-08-04,40
2016-08-05,32
2016-08-06,14
2016-08-07,6
2016-08-08,27
2016-08-09,22
2016-08-10,24
2016-08-11,24
2016-08-12,23
2016-08-13,8
2016-08-14,6
2016-08-15,27
2016-08-16,22
2016-08-17,26
2016-08-18,23
2016-08-19,33
2016-08-20,11
2016-08-21,11
2016-08-22,28
2016-08-23,29
2016-08-24,37
2016-08-25,27
2016-08-26,29
2016-08-27,12
2016-08-28,9
2016-08-29,23
2016-08-30,23
2016-08-31,24
2016-09-01,29
2016-09-02,27
2016-09-03,8
2016-09-04,8
2016-09-05,13
2016-09-06,21
2016-09-07,29
2016-09-08,30
2016-09-09,26
2016-09-10,11
2016-09-11,10
2016-09-12,26
2016-09-13,31
2016-09-14,26
2016-09-15,29
2016-09-16,31
2016-09-17,13
2016-09-18,8
2016-09-19,28
2016-09-20,26
2016-09-21,27
2016-09-22,29
2016-09-23,26
2016-09-24,17
2016-09-25,10
2016-09-26,27
2016-09-27,28
2016-09-28,26
2016-09-29,23
2016-09-30,22
2016-10-01,10
2016-10-02,8
2016-10-03,20
2016-10-04,27
2016-10-05,24
2016-10-06,26
2016-10-07,29
2016-10-08,12
2016-10-09,7
2016-10-10,28
2016-10-11,27
2016-10-12,26
2016-10-13,22
2016-10-14,22
2016-10-15,6
2016-10-16,10
2016-10-17,27
2016-10-18,27
2016-10-19,33
2016-10-20,32
2016-10-21,27
2016-10-22,14
2016-10-23,12
2016-10-24,33
2016-10-25,29
2016-10-26,25
2016-10-27,25
2016-10-28,29
2016-10-29,15
2016-10-30,7
2016-10-31,25
2016-11-01,34
2016-11-02,34
2016-11-03,69
2016-11-04,67
2016-11-05,19
2016-11-06,10
2016-11-07,44
2016-11-08,34
2016-11-09,60
2016-11-10,35
2016-11-11,35
2016-11-12,16
2016-11-13,12
2016-11-14,29
2016-11-15,37
2016-11-16,33
2016-11-17,34
2016-11-18,31
2016-11-19,14
2016-11-20,10
2016-11-21,30
2016-11-22,39
2016-11-23,31
2016-11-24,18
2016-11-25,27
2016-11-26,23
2016-11-27,14
2016-11-28,31
2016-11-29,35
2016-11-30,30
2016-12-01,81
2016-12-02,100
2016-12-03,21
2016-12-04,15
2016-12-05,37
2016-12-06,30
2016-12-07,42
2016-12-08,44
2016-12-09,36
2016-12-10,12
2016-12-11,8
2016-12-12,32
2016-12-13,33
2016-12-14,27
2016-12-15,26
2016-12-16,32
2016-12-17,12
2016-12-18,10
2016-12-19,26
2016-12-20,23
2016-12-21,22
2016-12-22,26
2016-12-23,24
2016-12-24,7
2016-12-25,8
2016-12-26,9
2016-12-27,25
2016-12-28,28
2016-12-29,26
2016-12-30,27
2016-12-31,13
2017-01-01,12
2017-01-02,14
2017-01-03,20
2017-01-04,26
2017-01-05,32
2017-01-06,23
2017-01-07,16
2017-01-08,4
2017-01-09,31
2017-01-10,26
2017-01-11,26
2017-01-12,26
2017-01-13,26
2017-01-14,10
2017-01-15,9
2017-01-16,15
2017-01-17,25
2017-01-18,26
2017-01-19,26
2017-01-20,25
2017-01-21,10
2017-01-22,7
2017-01-23,24
2017-01-24,29
2017-01-25,36
2017-01-26,72
2017-01-27,80
2017-01-28,22
2017-01-29,10
2017-01-30,58
2017-01-31,65
2017-02-01,73
2017-02-02,61
2017-02-03,47
2017-02-04,18
2017-02-05,23
2017-02-06,33
2017-02-07,39
2017-02-08,33
2017-02-09,34
2017-02-10,33
2017-02-11,15
2017-02-12,14
2017-02-13,27
2017-02-14,31
2017-02-15,28
2017-02-16,32
2017-02-17,30
2017-02-18,17
2017-02-19,11
2017-02-20,21
2017-02-21,31
2017-02-22,30
2017-02-23,28
2017-02-24,38
2017-02-25,30
2017-02-26,10
2017-02-27,39
2017-02-28,35
2017-03-01,37
2017-03-02,36
2017-03-03,32
2017-03-04,15
2017-03-05,13
2017-03-06,29
2017-03-07,31
2017-03-08,28
2017-03-09,34
2017-03-10,31
2017-03-11,18
2017-03-12,12
2017-03-13,28
2017-03-14,30
2017-03-15,28
2017-03-16,26
2017-03-17,33
2017-03-18,14
2017-03-19,13
2017-03-20,29
2017-03-21,27
2017-03-22,43
2017-03-23,32
2017-03-24,38
2017-03-25,16
2017-03-26,15
2017-03-27,33
2017-03-28,34
2017-03-29,36
2017-03-30,31
2017-03-31,27
2017-04-01,17
2017-04-02,12
2017-04-03,26
2017-04-04,29
2017-04-05,27
2017-04-06,31
2017-04-07,29
2017-04-08,11
2017-04-09,16
2017-04-10,30
2017-04-11,22
2017-04-12,25
2017-04-13,22
2017-04-14,21
