date,SBUX
2016-08-02,22
2016-08-03,24
2016-08-04,30
2016-08-05,36
2016-08-06,8
2016-08-07,6
2016-08-08,26
2016-08-09,21
2016-08-10,29
2016-08-11,24
2016-08-12,21
2016-08-13,8
2016-08-14,7
2016-08-15,25
2016-08-16,28
2016-08-17,20
2016-08-18,22
2016-08-19,26
2016-08-20,9
2016-08-21,8
2016-08-22,25
2016-08-23,23
2016-08-24,27
2016-08-25,21
2016-08-26,24
2016-08-27,9
2016-08-28,8
2016-08-29,20
2016-08-30,23
2016-08-31,18
2016-09-01,25
2016-09-02,24
2016-09-03,7
2016-09-04,12
2016-09-05,13
2016-09-06,20
2016-09-07,30
2016-09-08,27
2016-09-09,24
2016-09-10,15
2016-09-11,10
2016-09-12,25
2016-09-13,21
2016-09-14,28
2016-09-15,25
2016-09-16,23
2016-09-17,11
2016-09-18,7
2016-09-19,29
2016-09-20,26
2016-09-21,16
2016-09-22,26
2016-09-23,28
2016-09-24,20
2016-09-25,8
2016-09-26,26
2016-09-27,27
2016-09-28,29
2016-09-29,24
2016-09-30,18
2016-10-01,8
2016-10-02,11
2016-10-03,16
2016-10-04,26
2016-10-05,24
2016-10-06,23
2016-10-07,30
2016-10-08,9
2016-10-09,7
2016-10-10,20
2016-10-11,34
2016-10-12,25
2016-10-13,26
2016-10-14,23
2016-10-15,10
2016-10-16,11
2016-10-17,20
2016-10-18,25
2016-10-19,36
2016-10-20,26
2016-10-21,28
2016-10-22,17
2016-10-23,10
2016-10-24,31
2016-10-25,36
2016-10-26,19
2016-10-27,23
2016-10-28,25
2016-10-29,8
2016-10-30,8
2016-10-31,24
2016-11-01,27
2016-11-02,38
2016-11-03,64
2016-11-04,58
2016-11-05,16
2016-11-06,10
2016-11-07,34
2016-11-08,35
2016-11-09,46
2016-11-10,31
2016-11-11,29
2016-11-12,16
2016-11-13,14
2016-11-14,22
2016-11-15,33
2016-11-16,31
2016-11-17,27
2016-11-18,22
2016-11-19,16
2016-11-20,9
2016-11-21,20
2016-11-22,30
2016-11-23,30
2016-11-24,17
2016-11-25,18
2016-11-26,11
2016-11-27,14
2016-11-28,26
2016-11-29,32
2016-11-30,31
2016-12-01,75
2016-12-02,100
2016-12-03,25
2016-12-04,10
2016-12-05,37
2016-12-06,28
2016-12-07,37
2016-12-08,35
2016-12-09,37
2016-12-10,9
2016-12-11,7
2016-12-12,27
2016-12-13,31
2016-12-14,34
2016-12-15,22
2016-12-16,30
2016-12-17,12
2016-12-18,9
2016-12-19,21
2016-12-20,24
2016-12-21,20
2016-12-22,24
2016-12-23,23
2016-12-24,13
2016-12-25,7
2016-12-26,8
2016-12-27,23
2016-12-28,21
2016-12-29,18
2016-12-30,25
2016-12-31,15
2017-01-01,9
2017-01-02,11
2017-01-03,23
2017-01-04,27
2017-01-05,28
2017-01-06,24
2017-01-07,11
2017-01-08,5
2017-01-09,24
2017-01-10,26
2017-01-11,24
2017-01-12,28
2017-01-13,27
2017-01-14,8
2017-01-15,10
2017-01-16,16
2017-01-17,22
2017-01-18,24
2017-01-19,26
2017-01-20,24
2017-01-21,10
2017-01-22,12
2017-01-23,23
2017-01-24,32
2017-01-25,32
2017-01-26,67
2017-01-27,73
2017-01-28,17
2017-01-29,10
2017-01-30,61
2017-01-31,55
2017-02-01,64
2017-02-02,58
2017-02-03,41
2017-02-04,18
2017-02-05,22
2017-02-06,26
2017-02-07,32
2017-02-08,36
2017-02-09,27
2017-02-10,33
2017-02-11,18
2017-02-12,12
2017-02-13,32
2017-02-14,25
2017-02-15,35
2017-02-16,26
2017-02-17,29
2017-02-18,11
2017-02-19,15
2017-02-20,18
2017-02-21,32
2017-02-22,34
2017-02-23,32
2017-02-24,32
2017-02-25,25
2017-02-26,10
2017-02-27,30
2017-02-28,29
2017-03-01,37
2017-03-02,30
2017-03-03,25
2017-03-04,11
2017-03-05,9
2017-03-06,24
2017-03-07,31
2017-03-08,25
2017-03-09,31
2017-03-10,32
2017-03-11,11
2017-03-12,11
2017-03-13,20
2017-03-14,28
2017-03-15,30
2017-03-16,37
2017-03-17,32
2017-03-18,12
2017-03-19,12
2017-03-20,27
2017-03-21,29
2017-03-22,45
2017-03-23,29
2017-03-24,37
2017-03-25,13
2017-03-26,16
2017-03-27,26
2017-03-28,32
2017-03-29,35
2017-03-30,28
2017-03-31,26
2017-04-01,18
2017-04-02,9
2017-04-03,22
2017-04-04,28
2017-04-05,24
2017-04-06,26
2017-04-07,37
2017-04-08,13
2017-04-09,10
2017-04-10,25
2017-04-11,23
2017-04-12,18
2017-04-13,24
2017-04-14,19
2017-04-15,9
2017-04-16,6
2017-04-17,25
2017-04-18,30
